document_type|page_no|content|part|chapter|lesson
sgk 10|0049|Ở In-đô-nê-xi-a, đến cuối thế kỉ XIII dòng vua Gia-va mạnh lên, đã chinh phục được Xu-ma-tơ-ra, thống nhất In-đô-nê-xi-a dưới Vượng triều Mô-gio-pa-hít hùng mạnh trong 3 thế kỉ (1213 – 1527), bao gồm hơn 10 nước nhỏ và đảo phụ thuộc, có “sản phẩm quý, đứng hàng thứ hai sau A-rập”. Trên bán đảo Đông Dương, ngoài các quốc gia Đại Việt và Cham-pa, Vương quốc Cam-pu-chia từ thế kỉ IX cũng bước vào thời kì Ăng-co huy hoàng. Trên lưu vực sông I-ra-oa-đi, từ giữa thế kỉ XI,|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 8 : SỰ HÌNH THÀNH VÀ PHÁT TRIỂN CÁC VƯƠNG QUỐC CHÍNH Ở ĐÔNG NAM Á 
sgk 10|0050|"quốc gia Pa-gan ở miền Trung đã mạnh lên, chinh phục các tiểu quốc gia khác, thống nhất lãnh thổ, mở đầu cho quá trình hình thành và phát triển của Vương quốc Mi-an-ma.
Cũng trong thế kỉ XIII, do sự tấn công của người Mông Cổ, một bộ phận người Thái, vốn sinh sống ở thượng nguồn sông Mê Công đã di cư ồ ạt xuống phía nam, định cư ở lưu vực sông Mê Nam và lập nên Vương quốc Su-khô-thay – tiền thân của nước Thái Lan sau này. Một bộ phận khác định cư ở vùng trung lưu sông Mê Công, lập nên Vương quốc Lan Xang (Lào) vào giữa thế kỉ XIV.
Thế kỉ XXVIII còn là giai đoạn phát triển thịnh vượng của nền kinh tế khu vực, hình thành những vùng kinh tế quan trọng, có khả năng cung cấp một khối lượng lớn lúa gạo, cá, sản phẩm thủ công (vải, hàng sơn, đồ sứ, thuốc nhuộm, chế phẩm kim khí vv...) và nhất là những sản vật thiên nhiên (các loại gỗ quý, hương liệu, gia vị, đá quý, ngọc trai, cánh kiến v,v...). Đã có một thời lái buồn của nhiều nước trên thế giới đến đây buôn bán, mang sản vật của Đông Nam Á về nước họ, hay đến những nơi khác xa xôi hơn.
Cùng với sự phát triển kinh tế và với quá trình xác lập các quốc gia “dân tộc”, văn hoá dân tộc cũng dần được hình thành. Sau một thời gian tiếp thu và chọn lọc, các dân tộc Đông Nam Á đã xây dựng được một nền văn hoá riêng của mình và đóng góp vào kho tàng văn hoá chung của loài người những giá trị tinh thần độc đáo."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 8 : SỰ HÌNH THÀNH VÀ PHÁT TRIỂN CÁC VƯƠNG QUỐC CHÍNH Ở ĐÔNG NAM Á 
sgk 10|0051|Từ nửa sau thế kỉ XVIII, các quốc gia Đông Nam Á bước vào giai đoạn suy thoái, mặc dù xã hội phong kiến vẫn tiếp tục tồn tại cho tới khi trở thành thuộc địa của các nước tư bản phương Tây vào giữa thế kỉ XIX.|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 8 : SỰ HÌNH THÀNH VÀ PHÁT TRIỂN CÁC VƯƠNG QUỐC CHÍNH Ở ĐÔNG NAM Á 
sgk 10|0052|"Cam-pu-chia và Lào – hai quốc gia láng giềng gần gũi của Việt Nam, đã có một truyền thống lịch sử lâu đời và một nền văn hoá đặc sắc.
1. Vương quốc Cam-pu-chia
Đất nước Cam-pu-chia như một lòng chảo khổng lồ, xung quanh là rừng và cao nguyên bao bọc, còn đáy chảo là Biển Hồ và vùng phụ cận với những cánh đồng phì nhiêu, màu mỡ.
Ở Cam-pu-chia, tộc người chiếm đa số là Khơ-me. Địa bàn sinh tụ đầu tiên của người Khơ-me ở phía bắc nước Cam-pu-chia ngày nay, trên cao nguyên Cò Rạt và mạn trung lưu sông Mê Công. Người Khơ-me giỏi săn bắn, quen đào ao, đắp hỗ trữ nước. Họ đã sớm tiếp xúc với văn hoá Ấn Độ, biết khắc bia bằng chữ Phạn. Đến thế kỉ VI, vương quốc của người Khơ-me được hình thành mà sử sách Trung Quốc gọi là nước Chân Lạp ; còn người Khơ-me tự gọi tên nước mình là Cam-pu-chia.
Thời kì Ăng-co (802 –1432) là thời kì phát triển của Vương quốc Cam-pu-chia.
Ăng-co là tên kinh đô, được xây dựng ở Tây Bắc Biển Hồ (nay thuộc tỉnh Xiêm Riệp). Sau này, người ta lấy Ăng-co đặt tên cho thời kì dài nhất và phát triển nhất của nước Cam-pu-chia phong kiến.
Dưới thời Ăng-co, người dân sống chủ yếu bằng nông nghiệp. Người ta đào nhiều hồ, kênh, máng để trữ và điều phối nước tưới. Hồ Ba-ray Tây có diện tích rộng 14000 ha, chứa được 47,7 triệu m3 nước. Ngoài nông nghiệp, cư dân còn đánh bắt cá ở Biển Hồ, khai thác lâm sản quý và săn bắt thú trên rừng. Thủ công nghiệp ở Cam-pu-chia đã có nhiều thợ khéo tay, đặc biệt là các nghề làm đồ trang sức và chạm khắc trên đá, trên các bức phù điêu của các đền tháp.
Nhờ sự ổn định vững chắc về kinh tế, xã hội, các vua Cam-pu-chia thời Ăng-co đã không ngừng mở rộng quyền lực của mình ra bên ngoài. Trong các 50 4. LỊCH SỬ 10c - B"|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 9 : VƯƠNG QUỐC CAM-PU-CHIA VÀ VƯƠNG QUỐC LÀO 
sgk 10|0053|"thế kỉ X - XII, Cam-pu-chia trở thành một trong những vương quốc mạnh và ham chiến trận nhất Đông Nam Á.
Dưới thời Giay-a-vác-man VII (1181 - 1201), quân Cam-pu-chia đã tiến đánh Cham-pa (1190) và biến vương quốc này thành một tỉnh của Ăng-CO, sau đó lại tiến hành thu phục vùng trung và hạ lưu Mê Nam, tiến đến tận Say Phong (gần Viêng Chăn). Ở thượng lưu sông Mê Nam, vua Giay-a-vác-man VII đã tiến đánh và thu phục địa bàn của Vương quốc Môn Ha-ri-mun-giay-a, tiến tới sát biên giới Mi-an-ma. Về phía nam, lãnh thổ Cam-pu-chia được mở rộng tới miền Bắc bán đảo Mã Lai.
Nhưng từ cuối thế kỉ XIII, Cam-pu-chia bắt đầu suy yếu. Thêm vào đó, Vương quốc Thái thành lập vào thế kỉ XIV đã nhiều lần gây chiến với Cam-pu-chia, tàn phá kinh thành Ăng-co. Sau 5 lần bị người Thái xâm chiếm, năm 1432 người Khơ-me phải bỏ kinh đô Ăng-co, lui về phía nam Biển Hồ, tức là khu vực Phnôm Pênh ngày nay. Từ đó, chính quyền phong kiến Cam-pu-chia luôn phải đối phó với những cuộc tấn công từ bên ngoài và lao vào những vụ mưu sát, tranh giành địa vị lẫn nhau. Tình hình diễn biến rất phức tạp, khiến đất nước Cam-pu-chia hầu như suy kiệt khi thực dân Pháp đến xâm lược (1863).
Trong hơn một nghìn năm dưới chế độ phong kiến, người Cam-pu-chia đã xây dựng nên một nền văn hoá riêng, hết sức độc đáo.
Từ những thế kỉ đầu Công nguyên, người Khơ-me đã học chữ Phạn của người Ấn. Trên cơ sở đó, từ thế kỉ VII, người Khơ-me đã sáng tạo nên hệ thống chữ viết riêng của mình. Từ đó về sau, các bài văn bia, ngoài phần mở đầu theo thói quen viết bằng chữ Phạn, còn phần lớn đều được viết bằng chữ Khơ-me cổ."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 9 : VƯƠNG QUỐC CAM-PU-CHIA VÀ VƯƠNG QUỐC LÀO 
sgk 10|0054|"Dòng văn học dân gian và văn học viết với những truyện thần thoại, truyện cười, truyện trạng, truyện thơ v.v... đều phản ánh những tình cảm của con người đối với thiên nhiên, đất nước, tình cảm giữa những con người cùng sống chung trong một cộng đồng.
Nghệ thuật kiến trúc Cam-pu-chia gắn chặt với những tôn giáo đã truyền bá đây. Thời kì đầu, Cam-pu-chia tiếp thu văn hoá Hindu giáo. Thế kỉ XII, Phật giáo Đại thừa lại có ảnh hưởng lớn ở Cam-pu-chia. Những công trình kiến trúc Hinđu giáo và Phật giáo đã xuất hiện. Nổi tiếng nhất là quần thể kiến trúc Ăng-co Vát và Ăng-co Thom.
2. Vương quốc Lào
Đất nước Lào ngày nay gắn liền với dòng sông Mê Công. Sông Mê Công vừa là nguồn tài nguyên thuỷ văn dồi dào, trục giao thông của đất nước, vừa là yếu tố của sự thống nhất Lào về mặt địa lí. Đồng bằng ven sông tuy hẹp nhưng màu mỡ là vựa lúa của Lào. Nơi đây đã có con người sinh sống từ lâu đời, mà chủ nhân đầu tiên là người Lào Thơng.
Người Lào Thơng có thể là chủ nhân của các nền văn hoá đồ đá, đồ đồng có từ hàng nghìn năm trước và đã sáng tạo ra những chum đá khổng lồ còn nằm rải rác hiện nay trên cánh đồng Chum (Xiêng Khoảng). Mãi đến thế kỉ XIII mới có một nhóm người nói tiếng Thái di cư đến đây, sinh sống hoà hợp với người Lào Thơng, gọi là người Lào Lùm (người Lào ở thấp, để phân biệt với người Lào Thơng ở vùng đồi núi).
Tổ chức xã hội sơ khai của người Lào là các mường Cổ.
Cư dân trong các mường chủ yếu trồng lúa nương, săn bắn và làm một số nghề thủ công. Quan hệ kinh tế - xã hội dần dần phát triển. Theo truyền thuyết, vị vua đầu tiên của Lào là Khun Bo-lom đã lên ngôi và thực hiện cha truyền con nối. Có 15 vua kế tiếp nhau trị vì đất nước trong vòng 500 năm. Vua Lào lúc đầu gọi là Khủn, sau là Thào, rồi là Phía (Phìa).
Pha Ngừm là người đã có công thống nhất các mường Lào, lên ngôi vua năm 1353 và đặt tên nước là Lan Xang (nghĩa là Triệu Voi).
Vương quốc Lan Xang bước vào giai đoạn thịnh vượng ở các thế kỉ XV – XVII. Các vua Lan Xang chia đất nước thành các mường, đặt quan cai trị, xây dựng quân đội do nhà vua chỉ huy. Nhiều người châu Âu đến buôn bán thời kì"|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 9 : VƯƠNG QUỐC CAM-PU-CHIA VÀ VƯƠNG QUỐC LÀO 
sgk 10|0055|"này đã miêu tả cuộc sống thanh bình, trù phú của người Lào và cho biết đất nước có nhiều sản vật quý như thổ cẩm, cánh kiến, ngà voi... Trong quan hệ đối ngoại, Lan Xang luôn chú ý giữ quan hệ hoà hiếu với các nước láng giềng, đồng thời cũng cương quyết chiến đấu chống quân xâm lược Mi-an-ma vào nửa sau thế kỉ XVI để bảo vệ lãnh thổ và nền độc lập của mình.
Dưới thời Xu-li-nha Vông-xa, đất nước được chia thành 7 tỉnh. Dưới vua có một phó vương và 7 quan đại thần kiệm tổng đốc 7 tỉnh. Quân đội được chia làm hai loại : quân thường trực của nhà vua và quân địa phương. Nhà vua còn mua thêm một số vũ khí của thương nhân châu Âu để trang bị cho quân đội.
Đến thế kỉ XVIII, Lan Xang suy yếu dần vì những cuộc tranh chấp ngôi báu trong hoàng tộc. Sau khi Xu-li-nha Vông-xa chết, nước Lan Xang bị phân liệt thành 3 tiểu quốc đối địch nhau : Luông Pha-bang, Viêng Chăn và Chăm-pa-xắc.
Nhân cơ hội đó, Xiêm đã xâm chiếm và cai trị Lào. Năm 1827, Chậu A Nụ đã phất cờ khởi nghĩa, chống lại ách thống trị của Xiêm, nhưng đã bị thất bại.
Lào tiếp tục là thuộc quốc của Xiêm. Tình trạng đó kéo dài đến khi thực dân Pháp xâm lược và biến Lào thành thuộc địa (năm 1893).
Cũng như các nhóm người Thái khác, người Lào có hệ thống chữ viết riêng, được xây dựng một cách sáng tạo trên cơ sở vận dụng các nét chữ cong của Cam-pu-chia và Mi-an-ma."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 9 : VƯƠNG QUỐC CAM-PU-CHIA VÀ VƯƠNG QUỐC LÀO 
sgk 10|0056|"Người Lào thích ca nhạc và ưa múa hát, sống hôn nhiên nên các điệu múa của họ thật cởi mở, vui tươi.
Từ thế kỉ XIII, đạo Phật truyền bá vào Lào theo một dòng mới. Ở Lào đã xuất hiện một số công trình kiến trúc Phật giáo mà điển hình nhất là Thạt Luổng ở Viêng Chăn. Thạt Luổng là một công trình kiến trúc Phật giáo, nhưng lại chịu ảnh hưởng của các tháp Ấn Độ, đồng thời cũng có một dáng vẻ riêng của Lào.
Hình tượng quả bầu trên đỉnh Thạt Luổng tạo cho kiến trúc một dáng vẻ độc đáo, riêng biệt của người Lào."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương V : ĐÔNG NAM Á THỜI PHONG KIẾN |Bài 9 : VƯƠNG QUỐC CAM-PU-CHIA VÀ VƯƠNG QUỐC LÀO 
sgk 10|0057|"Từ thế kỉ V, trên lãnh thổ của đế quốc Rô-ma rộng lớn trước kia, dần hình thành các quốc gia của người Giéc-man. quan hệ sản xuất phong kiến cũng dần dần được thiết lập và củng cố. Sự xuất hiện của các thành thị trung đại vào thế kỉ XI – XII đã có một vai trò hết sức to lớn đối với sự phát triển của xã hội châu Âu thời trung đại.
1. Sự hình thành các vương quốc phong kiến ở Tây ÂU
Từ thế kỉ III, đế quốc Rô-ma dần dần lâm vào tình trạng khủng hoảng. Hình thức bóc lột chiếm hữu nô lệ không còn phù hợp. Cuộc đấu tranh của nô lệ dẫn đến tình trạng sản xuất bị sút kém, xã hội rối ren. Trong tình hình đó, đến cuối thế kỉ V, đế quốc Rô-ma bị người Giéc-man từ phương Bắc tràn xuống xâm chiếm. Năm 476, đế quốc Rô-ma bị diệt vong. Chế độ chiếm nộ kết thúc ở khu vực Địa Trung Hải, thời đại phong kiến bắt đầu ở châu Âu."""|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 10 : THỜI KÌ HÌNH THÀNH VÀ PHÁT TRIỂN CỦA CHẾ ĐỘ PHONG KIẾN Ở TÂY ÂU (Từ thế kỉ V đến thế kỉ XIV) 
sgk 10|0058|"Khi vào lãnh thổ của Rô-ma, người Giéc-man đã thủ tiêu bộ máy nhà nước cũ, thành lập nhiều vương quốc mới của họ như vương quốc của người Ăng-gô Xắc-xông, Vương quốc Phơ-răng, Vương quốc Tây Sốt, Đông Gốt...
Người Giéc-man còn chiếm ruộng đất của chủ nô Rô-ma cũ rồi chia cho nhau, trong đó các tướng lĩnh quân sự và quý tộc được phần nhiều hơn. Đồng thời, các thủ lĩnh bộ lạc, các quý tộc thị tộc người Giéc-man cũng tự xưng vua, phong các tước vị như công tước, bá tước, nam tước vv... tạo nên hệ thống đẳng cấp quý tộc vũ sĩ.
Người Giéc-man cũng từ bỏ các tôn giáo nguyên thuỷ của mình và tiếp thu Kitô giáo. Họ xây dựng nhà thờ và tìm cách chiếm ruộng đất của nông dân.
Đồng thời, nhà vua cũng phong tặng đất đai theo tước vị cho các quý tộc và nhà thờ.
Tầng lớp quý tộc tăng lữ được hình thành. Thế là cùng với các quý tộc vũ sĩ và quan lại, quý tộc tăng lữ cũng dần trở thành tầng lớp riêng, vừa có đặc quyền vừa rất giàu có. Họ trở thành các lãnh chúa phong kiến, còn nô lệ và nông dân thì biến thành nông nô, phụ thuộc vào các lãnh chúa. Quan hệ sản xuất phong kiến ở châu Âu đã được hình thành. Quá trình này diễn ra rõ nét và mạnh mẽ nhất ở Vương quốc Phơ-răng.
2. Xã hội phong kiến Tây ÂU
Đến giữa thế kỉ IX, phần lớn đất đai đã bị các quý tộc và nhà thờ chia nhau chiếm đoạt xong. Những vùng đất đai rộng lớn đó đã nhanh chóng bị họ biến thành khu đất riêng của mình - gọi là lãnh địa phong kiến. Đây là đơn vị chính trị và kinh tế cơ bản trong thời kì phong kiến phân quyền ở Tây Âu.
Mỗi lãnh chúa phong kiến đều có một lãnh địa riêng. Mỗi lãnh địa là một khu đất rộng lớn bao gồm đất của lãnh chúa và đất khẩu phần.
Trong khu đất của lãnh chúa có những lâu đài, dinh thự, nhà thờ và có cả nhà kho, chuồng trại vv..., có hào sâu, tường cao bao quanh, tạo thành những pháo đài kiên cố, Đất khẩu phần ở xung quanh pháo đài được lãnh chúa giao cho nông nô cày cấy và thu tố thuế."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 10 : THỜI KÌ HÌNH THÀNH VÀ PHÁT TRIỂN CỦA CHẾ ĐỘ PHONG KIẾN Ở TÂY ÂU (Từ thế kỉ V đến thế kỉ XIV) 
sgk 10|0059|"Nông nô là những người sản xuất chính trong các lãnh địa. Họ bị gắn chặt với ruộng đất và lệ thuộc vào lãnh chúa. Ai bỏ trốn sẽ bị trừng phạt rất nặng. Họ nhận ruộng đất để cày cấy và phải nộp tô cho lãnh chúa. Mức tô thường rất nặng, có khi tới 1/2 số sản phẩm thu được. Ngoài ra, nông nô còn phải nộp nhiều thứ thuế khác như thuế thân, thuế cưới xin, thuế thừa kế tài sản vv... Tuy vậy, nông nô vẫn được tự do trong quá trình sản xuất, có gia đình riêng, có túp lều để ở, có nông cụ và gia súc... nên họ đã quan tâm đến sản xuất.
Kĩ thuật sản xuất đã có những tiến bộ đáng kể : biết dùng phân bón, gieo trồng theo thời vụ, biết dùng cày và bừa cải tiến do hai ngựa kéo vv... Mọi thứ cần dùng trong lãnh địa từ lương thực, thực phẩm cho đến quần áo, giày dép... đều do nông nô sản xuất. Người ta chỉ mua muối và sắt, hai thứ mà họ chưa tự làm ra được ; ngoài ra không có sự trao đổi, buôn bán với bên ngoài. Như thế, lãnh địa là một cơ sở kinh tế đóng kín, mang tính chất tự nhiên, tự cấp, tự túc.
Trên cơ sở của nền kinh tế tự nhiên, đóng kín, mỗi lãnh địa cũng là một đơn vị chính trị độc lập. Các lãnh chúa có quyền cai trị lãnh địa của mình như một ông vua, có quân đội, toà án, luật pháp riêng, có chế độ thuế khoá, tiền tệ, cân đong, đo lường riêng. Một số lãnh chúa lớn còn buộc nhà vua ban cho mình quyền “miễn trừ” không can thiệp vào lãnh địa của lãnh chúa. Như vậy, nhà vua thực chất cũng là một lãnh chúa lớn. Đây những biểu hiện của chế độ phong kiến phản quyền ở Tây Âu thời trung đại.
Trong các lãnh địa, các lãnh chúa sống cuộc đời nhàn rỗi, xa hoa. Thời bình, họ luyện tập cung, kiếm, cưỡi ngựa hoặc tổ chức những buổi tiệc tùng, hội hè"|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 10 : THỜI KÌ HÌNH THÀNH VÀ PHÁT TRIỂN CỦA CHẾ ĐỘ PHONG KIẾN Ở TÂY ÂU (Từ thế kỉ V đến thế kỉ XIV) 
sgk 10|0060|"trong những lâu đài nguy nga, tráng lệ. Họ sống sung sướng trên sự bóc lột tô thuế và sức lao động của nông nổ. Không những thế, họ còn đối xử với nông nô hết sức tàn nhẫn. Vì vậy, nông nô đã nhiều lần nổi dậy chống lại các lãnh chúa, điển hình là cuộc khởi nghĩa Giắc-cơ-ri nổ ra ở Pháp năm 1358 và Oát Tay-lơ nổ ra ở Anh năm 1381.
3. Sự xuất hiện các thành thị trung đại
Do sản xuất phát triển, từ thế kỉ XI, ở Tây Âu đã xuất hiện những tiền đề của nền kinh tế hàng hoá. Giờ đây, sản phẩm được bán ra thị trường một cách tự do, không bị đóng kín trong lãnh địa. Trong các ngành thủ công nghiệp đã diễn ra quá trình chuyên môn hoá tương đối mạnh mẽ. Một số , thợ giỏi chỉ làm một nghề thủ công riêng biệt như rèn, mộc, làm đồ da, đồ gốm vv... và sống bằng việc trao đổi sản phẩm thủ công của mình với những nông nổ khác.
Dần dần, để có điều kiện thuận lợi nhất cho hoạt động sản xuất, trao đổi sản phẩm, một số thợ thủ công đã tìm cách thoát khỏi lãnh địa bằng cách bỏ trốn hoặc dùng tiền chuộc lại thân phận. Họ đến những nơi có đông người qua lại như ngã ba đường, bến sông v.v... để lập các xưởng sản xuất và buôn bán hàng hoá. Từ đó, các thành thị ra đời. Ngoài ra còn có những thành thị do các lãnh chúa lập ra hoặc được phục hồi từ những thành thị cổ đại."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 10 : THỜI KÌ HÌNH THÀNH VÀ PHÁT TRIỂN CỦA CHẾ ĐỘ PHONG KIẾN Ở TÂY ÂU (Từ thế kỉ V đến thế kỉ XIV) 
sgk 10|0061|"Trong các thành thị, cư dân chủ yếu gồm những thợ thủ công và thương nhân. Họ tập hợp trong các tổ chức gọi là phường hội, thương hội và đặt ra những quy chế riêng (gọi là phường quy), nhằm giữ độc quyền sản xuất, tiêu thụ sản phẩm, bảo vệ quyền lợi cho những người cùng ngành nghề và đấu tranh chống sự áp bức, sách nhiễu của các lãnh chúa địa phương. Các thương nhân châu Âu hằng năm còn tổ chức những hội chợ lớn hoặc cao hơn là thành lập các thương đoàn để trao đổi, buôn bán.
Sự phát triển của các ngành thủ công nghiệp và thương nghiệp trong các thành thị đã góp phần phá vỡ nền kinh tế tự nhiên của các lãnh địa, tạo điều kiện cho kinh tế hàng hoá giản đơn phát triển. Thành thị còn góp phần tích cực xoá bỏ chế độ phong kiến phân quyền, xây dựng chế độ phong kiến tập quyền, thống nhất quốc gia, dân tộc. Đặc biệt, nó mang không khí tự do và mở mang tri thức cho mọi người, tạo tiền đề cho việc hình thành các trường đại học lớn ở châu Âu như Bô-lô-nha (I-ta-li-a), O-xphớt (Anh), Xoóc-bon (Pháp) vv...
Cư dân sống ở đó làm những nghề gì ?"|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 10 : THỜI KÌ HÌNH THÀNH VÀ PHÁT TRIỂN CỦA CHẾ ĐỘ PHONG KIẾN Ở TÂY ÂU (Từ thế kỉ V đến thế kỉ XIV) 
sgk 10|0062|"Sự phát triển nhanh chóng của sản xuất đã làm cho nhu cầu về hương liệu, vàng bạc, thị trường ngày một tăng.
Việc tìm con đường đi sang phương Đông đã thúc đẩy các cuộc phát kiến lớn về địa lí. Nó mang lại nguồn của cải lớn về châu Âu cũng như những hiểu biết mới về Trái Đất. Trên cơ sở đó, công cuộC tích luỹ tư bản ban đầu được tiến hành. Quan hệ sản xuất tư bản chủ nghĩa hình thành. Hai giai cấp mới – tự sản và vô sản đã ra đời.
Giai cấp tư sản đang lên, có địa vị kinh tế, nhưng lại bị chế độ phong kiến và Giáo hội cản trở. Họ đã đứng lên đấu tranh, xây dựng một nền văn hoá mới trong phong trào Văn hoá Phục hưng, tiến hành Cải cách tôn giáo.
Phong trào đấu tranh của nông dân đã diễn ra sôi nổi nước Đức, báo hiệu cho sự suy vong của chế độ phong kiến.
1. Những cuộc phát kiến địa lí
Sự phát triển nhanh chóng của lực lượng sản xuất đã làm cho nhu cầu về hương liệu, vàng bạc, thị trường ngày một tăng. Nhưng từ thế kỉ XV, con đường giao lưu buôn bán qua Tây Á và Địa Trung Hải lại do người A-rập độc chiếm.
Vấn đề cấp thiết đang được đặt ra là phải tìm con đường thương mại giữa phương Đông và châu Âu.
Vào thời điểm đó, khoa học - kĩ thuật có những bước tiến quan trọng.
Đây chính là tiền đề cho các cuộc phát kiến địa lí.
Các nhà hàng hải hiểu biết nhiều về đại dương, CÓ quan niệm đúng đắn về hình dạng Trái Đất. Người ta đã vẽ được nhiều bản đồ, hải đồ ghi rõ các vùng đất, các hòn đảo có cư dân. Máy đo góc thiên văn, la bàn. được sử dụng trong việc định hướng giữa đại dương bao la. Kĩ thuật đóng tàu có những tiến bộ mới, đóng được tàu có bánh lái và hệ thống buồm lớn như loại tàu Ca-ra-ven."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 11 : TÂY ÂU THỜI HẬU KỲ TRUNG ĐẠI 
sgk 10|0063|"Bồ Đào Nha và Tây Ban Nha là những nước tiên phong trong các cuộc thám hiểm, khám phá ra những miền đất mới.
Năm 1487, B. Đi-a-xơ (1450 – 1500) là hiệp sĩ “Hoàng gia” đã dẫn đầu đoàn thám hiểm đi vòng qua cực Nam của châu Phi. Điểm đó được ông đặt tên là mũi Bão Tố, sau gọi là mũi Hảo Vọng.
Tháng 8 – 1492, C. Cô-lôm-bô (1451 ? - 1506) đã dẫn đầu đoàn thuỷ thủ Tây Ban Nha đi về hướng Tây. Sau hơn 2 tháng lênh đênh trên Đại Tây Dương, ông đã đến một số đảo thuộc vùng biển Ca-ri-bê ngày nay, nhưng ông tưởng đây là miền Đông Ấn Độ”. Cô-lôm-bô được coi là người phát hiện ra châu Mĩ.
Tháng 7- 1497, Va-xcô đơ Ga-ma (1469 ? – 1524) chỉ huy đoàn thuyền Bồ Đào Nha rời cảng Li-xbon, đi tìm xứ sở huyền thoại của hương liệu và vàng phương Đông. Tháng 5-1498, ông đã đến Ca-li-cút thuộc bờ Tây Nam Ấn Độ.
Trở về Li-xbon, Va-xcô đơ Ga-ma được phong làm Phó vương Ấn Độ.
Ph. Ma-gien-lan (1480 – 1521) là người đã thực hiện chuyến đi đầu tiên vòng quanh thế giới bằng đường biển từ năm 1519 đến năm 1522. Đoàn tàu của ông đi vòng qua điểm cực Nam của Nam Mĩ (sau này được gọi là eo biển Ma-gien-lan) tiến vào đại dương, mà ông đặt tên là Thái Bình Dương. Tại Phi-líp-pin, ông bị thiệt mạng trong lúc giao tranh với thổ dân. Cuối cùng, đoàn thám hiểm chỉ còn 1 thuyền và 18 thuỷ thủ đã về đến bờ biển Tây Ban Nha."|Phần một : LỊCH SỬ THẾ GIỚI THỜI NGUYÊN THUỶ, CỔ ĐẠI VÀ TRUNG ĐẠI|Chương VI : TÂY ÂU THỜI TRUNG ĐẠI |Bài 11 : TÂY ÂU THỜI HẬU KỲ TRUNG ĐẠI 
