document_type|page_no|content|part|chapter|lesson
sgk 12|0062|"Đại Hàn Dân quốc (8 – 1948) và Cộng hoà Dân chủ Nhân dân Triều Tiên (9 – 1948).
Sau đó, quân đội Liên Xô và Mĩ rút khỏi Triều Tiên. Như vậy, giới tuyến quân sự tạm thời ở vĩ tuyến 38 đã trở thành đường ranh giới giữa hai nhà nước với chế độ chính trị khác nhau, do Mĩ và Liên Xô bảo trợ cho mỗi bên.
Sau hơn 3 năm chiến tranh diễn ra khốc liệt giữa miền Bắc được Trung Quốc chi viện và miền Nam có Mĩ giúp sức, ngày 27 -7 - 1953, Hiệp định đình chiến được kí kết. Theo đó, vĩ tuyến 38 vẫn là ranh giới quân sự giữa hai miền. Cuộc chiến tranh Triều Tiên là một “sản phẩm” của Chiến tranh lạnh và là sự đụng đầu trực tiếp đầu tiên giữa hai phe.
3. Cuộc chiến tranh xâm lược Việt Nam của đế quốc Mĩ (1954 - 1975)
Sau Hiệp định Giơnevơ năm 1954 về Đông Dương, Mĩ đã nhanh chóng thay thế Pháp, dựng lên chính quyền Ngô Đình Diệm, âm mưu chia cắt lâu dài Việt Nam, biến miền Nam Việt Nam thành thuộc địa kiểu mới và căn cứ quân sự của Mĩ.
Nhưng mưu đồ của Mĩ đã vấp phải ý chí quật cường và cuộc đấu tranh anh dũng của nhân dân Việt Nam."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương V : QUAN HỆ QUỐC TẾ (1945 – 2000) |Bài 9 : QUAN HỆ QUỐC TẾ TRONG VÀ SAU THỜI KÌ CHIẾN TRANH LẠNH 
sgk 12|0063|"Chiến tranh Việt Nam đã trở thành cuộc chiến tranh cục bộ lớn nhất phản ánh mâu thuẫn giữa hai phe. Nhưng cuối cùng, mọi chiến lược chiến tranh của Mỹ đều bị phá sản. Tháng 1 – 1973, Hiệp định Pari được kí kết. Theo đó, Mi cam kết tôn trọng các quyền dân tộc cơ bản, tôn trọng độc lập, thống nhất, chủ quyền, toàn vẹn lãnh thổ của Việt Nam và rút quân khỏi Việt Nam, cam kết không dính líu về quân sự hoặc can thiệp về chính trị đối với Việt Nam.
Nhân dân Việt Nam đoàn kết với nhân dân Lào và nhân dân Campuchia, tiến hành cuộc kháng chiến chống Mỹ, cứu nước, đến năm 1975 đã giành thắng lợi hoàn toàn.
Tóm lại, trong thời kì Chiến tranh lạnh, hầu như mọi cuộc chiến tranh hoặc xung đột quân sự ở các khu vực trên thế giới, với những hình thức và mức độ khác nhau, đều liên quan tới sự “đối đầu” giữa hai cực Xô – Mĩ.
II – XU THẾ HOÀ HOÃN ĐÔNG – TÂY VÀ CHIẾN TRANH LẠNH CHẤM DỨT Từ đầu những năm 70 của thế kỉ XX, xu hướng hoà hoãn Đông - Tây đã xuất hiện với những cuộc gặp gỡ thương lượng Xô – Mĩ, mặc dù còn những diễn biến phức tạp.
Trên cơ sở những thoả thuận Xô – Mĩ, ngày 9 – 11 – 1972, hai nước Cộng hoà Dân chủ Đức và Cộng hoà Liên bang Đức đã kí kết tại Bon Hiệp định về những cơ sở của quan hệ giữa Đông Đức và Tây Đức.
Theo đó, hai bên tôn trọng không điều kiện chủ quyền và sự toàn vẹn lãnh thổ của nhau cũng như của các nước châu Âu trên đường biên giới hiện tại.
Hai bên thiết lập quan hệ láng giềng thân thiện trên cơ sở bình đẳng và giải quyết các vấn đề tranh chấp hoàn toàn bằng biện pháp hoà bình. Nhờ đó, tình hình căng thẳng ở châu Âu giảm đi rõ rệt.
Cũng trong năm 1972, hai siêu cường Liên Xô và Mĩ đã thoả thuận về việc hạn chế vũ khí chiến lược và kí Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) ngày 26 – 5, sau đó là Hiệp định hạn chế vũ khí tiến công chiến lược (1) (gọi tắt là SALT -1).
Đầu tháng 8 – 1975, 33 nước châu Âu cùng với Mỹ và Canada kí kết Định ước Henxinki. Định ước tuyên bố : khẳng định những nguyên tắc trong quan hệ giữa các quốc gia (như bình đẳng, chủ quyền, sự bền vững của đường biên giới, giải quyết"|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương V : QUAN HỆ QUỐC TẾ (1945 – 2000) |Bài 9 : QUAN HỆ QUỐC TẾ TRONG VÀ SAU THỜI KÌ CHIẾN TRANH LẠNH 
sgk 12|0064|"bằng biện pháp hoà bình các cuộc tranh chấp... nhằm bảo đảm an ninh châu Âu) và sự hợp tác giữa các nước (về kinh tế, khoa học - kĩ thuật, bảo vệ môi trường v..).
Định ước Henxinki (1975) đã tạo nên một cơ chế giải quyết các vấn đề liên quan đến hoà bình, an ninh ở châu lục này.
Cùng với các sự kiện trên, từ đầu những năm 70, hai siêu cường Xô – Mĩ đã tiến hành những cuộc gặp cấp cao, nhất là từ khi M. Goócbachộp lên cầm quyền ở Liên Xô năm 1985. Nhiều văn kiện hợp tác về kinh tế và khoa học - kĩ thuật đã được kí kết giữa hai nước, nhưng trọng tâm là những thoả thuận về việc thủ tiêu các tên lửa tầm trung ở châu Âu, cắt giảm vũ khí chiến lược cũng như hạn chế cuộc chạy đua vũ trang giữa hai nước.
Tháng 12 – 1989, trong cuộc gặp không chính thức tại đảo Manta (Địa Trung Hải), hai nhà lãnh đạo M. Goócbachốp và G. Busơ (cha) đã chính thức cùng tuyên bố chấm dứt Chiến tranh lạnh.
Sở dĩ hai siêu cường Xô – Mĩ tuyên bố chấm dứt Chiến tranh lạnh vì : một là, cuộc chạy đua vũ trang kéo dài hơn bốn thập niên đã làm cho cả hai nước quá tốn kém và suy giảm “thế mạnh” của họ trên nhiều mặt so với các cường quốc khác ; hai là, nhiều khó khăn và thách thức to lớn đã đặt ra trước hai nước do sự vươn lên mạnh mẽ của Nhật Bản và các nước Tây Âu v... Còn nền kinh tế Liên Xô lúc này ngày càng lâm vào tình trạng trì trệ, khủng hoảng.
Hai cường quốc Xô – Mĩ đều cần phải thoát khỏi thế “đối đầu” để ổn định và củng vị thế của Chiến tranh lạnh chấm dứt đã mở ra chiều hướng và những điều kiện để giải quyết hoà bình các vụ tranh chấp, xung đột đang diễn ra ở nhiều khu vực trên thế giới như Ápganistan, Campuchia, Namibia v..."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương V : QUAN HỆ QUỐC TẾ (1945 – 2000) |Bài 9 : QUAN HỆ QUỐC TẾ TRONG VÀ SAU THỜI KÌ CHIẾN TRANH LẠNH 
sgk 12|0065|"IV - THẾ GIỚI SAU CHIẾN TRANH LẠNH Sau nhiều năm trì trệ và khủng hoảng kéo dài, đến những năm 1989 – 1991, chế độ xã hội chủ nghĩa tan rã ở các nước Đông Âu và Liên bang Xô viết. Ngày 28 – 6 – 1991, Hội đồng tương trợ kinh tế (SEV) tuyên bố giải thể ; ngày 1-7- 1991,
Tổ chức Hiệp ước Vácsava cũng ngừng hoạt động. Với “cực” Liên Xô tan rã, hệ thống xã hội chủ nghĩa thế giới không còn tồn tại và trật tự thế giới hai cực Ianta sụp đổ. Thế “hai cực” của hai siêu cường không còn nữa và Mĩ là “cực” duy nhất còn lại.
Từ sau năm 1991, tình hình thế giới đã diễn ra những thay đổi to lớn và phức tạp, phát triển theo các xu thế chính sau đây :
Một là, trật tự thế giới “hai cực” đã sụp đổ, nhưng trật tự thế giới mới lại đang trong quá trình hình thành theo xu hướng “đa cực”, với sự vươn lên của các cường quốc như Mỹ, Liên minh châu Âu, Nhật Bản, Liên bang Nga, Trung Quốc.
Hai là, sau Chiến tranh lạnh, hầu như các quốc gia đều điều chỉnh chiến lược phát triển, tập trung vào phát triển kinh tế để xây dựng sức mạnh thực sự của mỗi quốc gia.
Ba là, sự tan rã của Liên Xô đã tạo ra cho Mĩ một lợi thế tạm thời, giới cầm quyền Mĩ ra sức thiết lập trật tự thế giới “một cực” để Mĩ làm bá chủ thế giới.
Nhưng trong tương quan lực lượng giữa các cường quốc, Mĩ không dễ gì có thể thực hiện được tham vọng đó.
Bốn là, sau Chiến tranh lạnh, hoà bình thế giới được củng cố, nhưng ở nhiều khu vực tình hình lại không ổn định với những cuộc nội chiến, xung đột quân sự đẫm máu kéo dài như ở bán đảo Bancăng, ở một số nước châu Phi và Trung Á.
Bước sang thế kỉ XXI, với sự tiến triển của xu thế hoà bình, hợp tác và phát triển, các dân tộc hi vọng về một tương lai tốt đẹp của loài người. Nhưng cuộc tấn công khủng bố bất ngờ vào nước Mĩ ngày 11 – 9 – 2001 đã làm cả thế giới kinh hoàng.
Chỉ trong một thời gian ngắn, Trung tâm Thương mại Thế giới bị đổ sụp, hàng nghìn dân thường thiệt mạng, tổn thất về vật chất lên đến hàng chục tỉ USD."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương V : QUAN HỆ QUỐC TẾ (1945 – 2000) |Bài 9 : QUAN HỆ QUỐC TẾ TRONG VÀ SAU THỜI KÌ CHIẾN TRANH LẠNH 
sgk 12|0066|"Sự kiện ngày 11 - 9 đã đặt các quốc gia - dân tộc đứng trước những thách thức của chủ nghĩa khủng bố với những nguy cơ khó lường. Nó đã gây ra những tác động to lớn, phức tạp đối với tình hình chính trị thế giới và cả trong quan hệ quốc tế.
Ngày nay, các quốc gia - dân tộc vừa có những thời cơ phát triển thuận lợi, vừa phải đối mặt với những thách thức vô cùng gay gắt."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương V : QUAN HỆ QUỐC TẾ (1945 – 2000) |Bài 9 : QUAN HỆ QUỐC TẾ TRONG VÀ SAU THỜI KÌ CHIẾN TRANH LẠNH 
sgk 12|0067|"Từ những năm 40 của thế kỉ XX, trên thế giới đã diễn ra cuộc cách mạng khoa học - kĩ thuật hiện đại, khởi đầu từ nước Mĩ. Với quy mô rộng lớn, nội dung sâu sắc và toàn diện, nhịp điệu vô cùng nhanh chóng, cuộc cách mạng khoa học - kĩ thuật đã đưa lại biết bao thành tựu kì diệu và những đổi thay to lớn trong đời sống nhân loại. Nền văn minh thế giới có những bước nhảy vọt mới. - CUỘC CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ 1. Nguồn gốc và đặc điểm
Cũng như cách mạng công nghiệp ở thế kỉ XVIII - XIX, cuộc cách mạng khoa học – kĩ thuật ngày nay diễn ra là do những đòi hỏi của cuộc sống, của sản xuất nhằm đáp ứng nhu cầu vật chất và tinh thần ngày càng cao của con người, nhất là trong tình hình bùng nổ dân số thế giới và sự vơi cạn nghiêm trọng các nguồn tài nguyên thiên nhiên, đặc biệt từ sau Chiến tranh thế giới thứ hai.
Đặc điểm lớn nhất của cách mạng khoa học - kĩ thuật ngày nay là khoa học trở thành lực lượng sản xuất trực tiếp. Khác với cách mạng công nghiệp thế kỉ XVIII, trong cuộc cách mạng khoa học - kĩ thuật hiện đại, mọi phát minh kĩ thuật đều bắt nguồn từ nghiên cứu khoa học. Khoa học gắn liền với kĩ thuật, khoa học đi trước mở đường cho kĩ thuật. Đến lượt mình, kĩ thuật lại đi trước mở đường cho sản xuất.
Khoa học đã tham gia trực tiếp vào sản xuất, đã trở thành nguồn gốc chính của những tiến bộ kĩ thuật và công nghệ."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 10 : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ NỬA SAU THẾ KỈ XX 
sgk 12|0068|"Cuộc cách mạng khoa học – kĩ thuật ngày nay đã phát triển qua hai giai đoạn: giai đoạn đầu từ những năm 40 đến nửa đầu những năm 70 của thế kỉ XX ; giai đoạn thứ hai từ sau cuộc khủng hoảng năng lượng năm 1973 đến nay.
Trong giai đoạn sau, cuộc cách mạng chủ yếu diễn ra về công nghệ với sự ra đời của thế hệ máy tính điện tử mới (thế hệ thứ ba), về vật liệu mới, về những dạng năng lượng mới và công nghệ sinh học, phát triển tin học. Cuộc cách mạng công nghệ trở thành cốt lõi của cách mạng khoa học - kĩ thuật nên giai đoạn thứ hai đã được gọi là cách mạng khoa học - công nghệ.
2. Những thành tựu tiêu biểu
Trải qua hơn nửa thế kỉ, nhất là từ sau những năm 70, cuộc cách mạng khoa học - kĩ thuật đã thu được những tiến bộ phi thường và những thành tựu kì diệu.
Trong lĩnh vực khoa học cơ bản, loài người đã đạt được những thành tựu hết sức to lớn, những bước nhảy vọt chưa từng thấy trong lịch sử các ngành Toán học, Vật lí học, Hoá học, Sinh học v.v... Dựa vào những phát minh lớn của các ngành khoa học cơ bản, con người đã ứng dụng cải tiến kĩ thuật, phục vụ sản xuất và cuộc sống của mình.
Sự kiện gây chấn động lớn trong dư luận thế giới là tháng 3 – 1997, các nhà khoa học đã tạo ra được con cừu Đôli bằng phương pháp sinh sản vô tính từ một tế bào lấy từ tuyến vú của một con cừu đang có thai. Tháng 6 – 2000, sau 10 năm hợp tác nghiên cứu, các nhà khoa học của các nước Anh, Pháp, Mỹ, Đức, Nhật Bản và Trung Quốc đã công bố “Bản đồ gen người”. Đến tháng 4 – 2003, “Bản đồ gen người” mới được giải mã hoàn chỉnh.
Những thành tựu này đã mở ra một kỉ nguyên mới của Y học và Sinh học, với những triển vọng to lớn, đẩy lùi bệnh tật và tuổi già. Tuy nhiên, những thành tựu này lại gây nên những lo ngại về mặt pháp lí và đạo lí như công nghệ sao chép con người hoặc thương mại hoá công nghệ gen."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 10 : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ NỬA SAU THẾ KỈ XX 
sgk 12|0069|"Trong lĩnh vực công nghệ, đã xuất hiện những phát minh quan trọng, đạt được những thành tựu to lớn : những công cụ sản xuất mới (máy tính điện tử, máy tự động và hệ thống máy tự động, rôbốt vv.) ; những nguồn năng lượng mới (năng lượng mặt trời, năng lượng gió và nhất là năng lượng nguyên tử v.v...); những vật liệu mới (như chất polime - chất dẻo với nhiều loại hình khác nhau, các loại vật liệu siêu sạch, siêu cứng, siêu bền, siêu dẫn,...); công nghệ sinh học với những đột phá phi thường trong công nghệ di truyền, công nghệ tế bào, công nghệ vi sinh và công nghệ enzim,... dẫn tới cuộc cách mạng xanh” trong nông nghiệp với những giống lúa mới có năng suất cao, chịu bệnh tốt ; những tiến bộ thần kì trong thông tin liên lạc và giao thông vận tải (cáp sợi thuỷ tinh quang dẫn, máy bay siêu âm khổng lồ, tàu hoả tốc độ cao v..); chinh phục vũ trụ (vệ tinh nhân tạo, du hành vũ trụ v.v...).
Trong những thập niên gần đây, công nghệ thông tin đã phát triển mạnh mẽ như một sự bùng nổ trên phạm vi toàn cầu. Hiện nay, máy tính, đặc biệt là máy vi tính, đang được sử dụng ở khắp mọi nơi và có khả năng liên kết với nhau bởi các mạng truyền dữ liệu, hình thành mạng thông tin máy tính toàn cầu (Internet). Công nghệ thông tin ngày càng được ứng dụng sâu rộng trong mọi ngành kinh tế và hoạt động xã hội. Có thể nói, ngày nay nền văn minh nhân loại đã sang một chương mới – “văn minh thông tin”.
Cuộc cách mạng khoa học - công nghệ có những tác động tích cực về nhiều mặt như tăng năng suất lao động, không ngừng nâng cao mức sống và chất lượng cuộc sống của con người. Từ đó dẫn đến những thay đổi lớn về cơ cấu dân cư, chất lượng nguồn nhân lực, những đòi hỏi mới về giáo dục và đào tạo nghề nghiệp, sự hình thành một thị trường thế giới với xu thế toàn cầu hoá.
Tuy nhiên, cuộc cách mạng khoa học - công nghệ cũng gây nên những hậu quả tiêu cực (chủ yếu do chính con người tạo nên) như tình ô nhiễm môi trường trên hành tinh cũng như trong vũ trụ, hiện tượng Trái Đất nóng dần lên, những tai nạn lao động và giao thông, các loại dịch bệnh mới vv. và nhất là việc chế tạo những loại vũ khí hiện đại có sức công phá và huỷ diệt khủng khiếp, có thể tiêu diệt nhiều lần sự sống trên hành tinh."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 10 : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ NỬA SAU THẾ KỈ XX 
sgk 12|0070|"II - XU THẾ TOÀN CẦU HOÁ VÀ ẢNH HƯỞNG CỦA NÓ Một hệ quả quan trọng của cách mạng khoa học - công nghệ là từ đầu những năm 80 của thế kỉ XX, nhất là từ sau Chiến tranh lạnh, trên thế giới đã diễn ra xu thế toàn cầu hoá.
Xét về bản chất, toàn cầu hoá là quá trình tăng lên mạnh mẽ những mối liên hệ, những ảnh hưởng tác động lẫn nhau, phụ thuộc lẫn nhau của tất cả các khu vực, các quốc gia, các dân tộc trên thế giới.
Những biểu hiện chủ yếu của xu thế toàn cầu hoá ngày nay là : - Sự phát triển nhanh chóng của quan hệ thương mại quốc tế.
Từ sau Chiến tranh thế giới thứ hai đến cuối thập kỉ 90, giá trị trao đổi thương mại trên phạm vi quốc tế đã tăng 12 lần. Thương mại quốc tế tăng có nghĩa là nền kinh tế của các nước trên thế giới có quan hệ chặt chẽ và phụ thuộc lẫn nhau, tính quốc tế hoá của nền kinh tế thế giới tăng. - Sự phát triển và tác động to lớn của các công ty xuyên quốc gia.
Theo số liệu của Liên hợp quốc, khoảng 500 công ty xuyên quốc gia lớn kiểm soát tới 25% tổng sản phẩm thế giới và giá trị trao đổi của những công ty này tương đương 3/4 giá trị thương mại toàn cầu. - Sự sáp nhập và hợp nhất các công ti thành những tập đoàn lớn, nhất là các công ti khoa học - kĩ thuật, nhằm tăng cường khả năng cạnh tranh trên thị trường trong và ngoài nước. Làn sóng sáp nhập này tăng lên nhanh chóng vào những năm cuối thế kỉ XX. - Sự ra đời của các tổ chức liên kết kinh tế, thương mại, tài chính quốc tế và khu vực.
Đó là Quỹ Tiền tệ Quốc tế (IMF), Ngân hàng Thế giới (WB), Tổ chức Thương mại Thế giới (WTO), Liên minh châu Âu (EU), Hiệp ước Thương mại tự do Bắc Mĩ (NAFTA), Khu vực Thương mại tự do ASEAN (AFTA), Diễn đàn hợp tác kinh tế châu Á - Bình Dương (APEC), Diễn hợp Á - Âu (ASEM) v.v..
Các tổ chức này có vai trò ngày càng quan trọng trong việc giải quyết những vấn đề kinh tế chung của thế giới và khu vực."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 10 : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ NỬA SAU THẾ KỈ XX 
sgk 12|0071|"Là kết quả của quá trình tăng tiến mạnh mẽ của lực lượng sản xuất, toàn cầu hoá là xu thế khách quan, là một thực tế không thể đảo ngược được. Nó có mặt tích cực và mặt tiêu cực, nhất là đối với các nước đang phát triển.
Về mặt tích cực, đó là thúc đẩy rất mạnh, rất nhanh sự phát triển và xã hội hoá của lực lượng sản xuất, đưa lại sự tăng trưởng cao (nửa đầu thế kỉ XX, GDP thế giới tăng 2,7 lần, nửa cuối thế kỉ tăng 5,2 lần), góp phần chuyển biến cơ cấu kinh tế, đòi hỏi phải tiến hành cải cách sâu rộng để nâng cao sức cạnh tranh và hiệu quả của nền kinh tế.
Về mặt tiêu cực, toàn cầu hoá làm trầm trọng thêm sự bất công xã hội, đào sâu hố ngăn cách giàu - nghèo trong từng nước và giữa các nước. Toàn cầu hoá làm cho mọi mặt hoạt động và đời sống của con người kém an toàn (từ kém an toàn về kinh tế, tài chính đến kém an toàn về chính trị), hoặc tạo ra nguy cơ đánh mất bản sắc dân tộc và xâm phạm nền độc lập tự chủ của các quốc gia v.v...
Như thế, toàn cầu hoá là thời cơ lịch sử, là cơ hội rất to lớn cho các nước phát triển mạnh mẽ, đồng thời cũng tạo ra những thách thức to lớn. Việt Nam cũng nằm trong xu thế chung đó. Do vậy, “Nắm bắt cơ hội, vượt qua thách thức, phát triển mạnh mẽ trong thời kì mới, đó là vấn đề có ý nghĩa sống còn đối với Đảng và nhân dân ta”."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 10 : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ NỬA SAU THẾ KỈ XX 
sgk 12|0072|"Chiến tranh thế giới thứ hai kết thúc đã mở ra một giai đoạn mới của lịch sử thế giới hiện đại. Trong lịch sử thế giới, hiếm có giai đoạn nào như giai đoạn nửa sau thế kỉ XX mà loài người vừa mới trải qua. Chỉ trong vòng nửa thế kỉ, tình hình thế giới đã thật sôi động với bạo diễn biến dồn dập, đem lại những thay đổi to lớn và cả những đảo lộn đầy bất ngờ. - NHỮNG NỘI DUNG CHỦ YẾU CỦA LỊCH SỬ THẾ GIỚI TỪ SAU NĂM 1945 1. Sau Chiến tranh thế giới thứ hai, một trật tự thế giới mới đã được xác lập. Đó là trật tự thế giới hai cực lanta với đặc trưng nổi bật là thế giới bị chia thành hai phe - tư bản chủ nghĩa và xã hội chủ nghĩa, do hai siêu cường Mĩ và Liên Xô đứng đầu mỗi phe. Đặc trưng hai cực – hai phe đó là nhân tố hàng đầu chi phối nền chính trị thế giới và các quan hệ quốc tế trong phần lớn thời gian nửa sau thế kỉ XX.
2. Với thắng lợi của các cuộc cách mạng dân chủ nhân dân ở các nước Đông Âu, chủ nghĩa xã hội đã vượt ra khỏi phạm vi một nước, trở thành một hệ thống thế giới.
Thắng lợi của cách mạng Việt Nam (1945), cách mạng Trung Quốc (1949) và cách mạng Cuba (1959) đã mở rộng không gian địa lí của hệ thống các nước xã hội chủ nghĩa – một dải đất rộng lớn trải dài từ phía đông châu Á qua Liên bang Xô viết tới phần phía đông châu Âu và lan sang vùng biển Caribê thuộc khu vực Mĩ Latinh.
Trong nhiều thập niên, hệ thống xã hội chủ nghĩa đã trở thành một lực lượng hùng hậu về chính trị - quân sự và kinh tế, chiếm lĩnh nhiều đỉnh cao của khoa học - kĩ thuật thế giới.
Do những sai phạm nghiêm trọng trong đường lối, chính sách và sự chống phá của các thế lực đế quốc, phản động quốc tế, chế độ xã hội chủ nghĩa đã tan rã ở các nước Đông Âu (vào cuối những năm 80) và Liên bang Xô viết (1991). Đây là một tổn thất nặng nề của phong trào cộng sản và công nhân quốc tế, để lại những hậu quả nghiêm trọng cho cuộc đấu tranh của các dân tộc vì hoà bình, ổn định, độc lập, chủ quyền và tiến bộ xã hội."|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 11 : TỔNG KẾT LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000 
sgk 12|0073|"3. Ngay sau Chiến tranh thế giới thứ hai, một cao trào giải phóng dân tộc đã dấy lên mạnh mẽ ở các nước Á, Phi và Mĩ Latinh. Hệ thống thuộc địa và chế độ phân biệt chủng tộc (Apacthai) kéo dài từ nhiều thế kỉ đã bị sụp đổ hoàn toàn.
Thắng lợi có ý nghĩa lịch sử đó đã đưa tới sự ra đời của hơn 100 quốc gia độc lập trẻ tuổi. Bản đồ chính trị thế giới có những thay đổi to lớn và sâu sắc. Các quốc gia độc lập ngày càng tích cực tham gia và có vai trò quan trọng trong đời sống chính trị thế giới với ý chí chống chủ nghĩa thực dân, vì hoà bình thế giới, độc lập dân tộc và tiến bộ xã hội. Sau khi giành được độc lập, nhiều nước Á, Phi, Mĩ Latinh đã đạt được những thành tựu to lớn về kinh tế - xã hội trong công cuộc xây dựng đất nước.
Tuy nhiên, do nhiều nguyên nhân, bản đồ chính trị của các nước Á, Phi và Mĩ Latinh cũng còn không ít những mảng ảm đạm với các cuộc xung đột, chia rẽ kéo dài và cả những cuộc cải cách kinh tế – xã hội chưa mấy thành công.
4. Trong nửa sau thế kỉ XX, hệ thống đế quốc chủ nghĩa đã có những biến chuyển quan trọng.
Trước hết, từ sau chiến tranh, Mĩ vươn lên trở thành đế quốc giàu mạnh nhất. Với sức mạnh kinh tế – tài chính và quân sự vượt trội, giới cầm quyền Mĩ đã ráo riết thực hiện các chiến lược toàn cầu nhằm thống trị thế giới, đã dính líu, can thiệp vào nhiều nơi trên thế giới. Nhưng Mĩ cũng phải chấp nhận không ít thất bại, tiêu biểu là thất bại trong cuộc chiến tranh xâm lược Việt Nam (1954 - 1975).
Hai là, nhờ có sự tự điều chỉnh kịp thời, nền kinh tế các nước tư bản đã tăng trưởng khá liên tục, đưa lại những thay đổi về chất trong cơ cấu cũng như xu hướng phát triển và hình thành nên các trung tâm kinh tế lớn của thế giới.
Ba là, dưới tác động to lớn của cách mạng khoa học - kĩ thuật, nhất là sự phát triển mạnh mẽ của lực lượng sản xuất, các nước tư bản ngày càng có xu hướng liên kết kinh tế khu vực, tiêu biểu là sự ra đời và phát triển trong hơn 40 năm qua của Cộng đồng kinh tế châu Âu (EEC) mà ngày nay là Liên minh châu Âu (EU).
Mỹ, EU và Nhật Bản đã trở thành ba trung tâm kinh tế lớn của thế giới.
5. So với các giai đoạn lịch sử thế giới trước đây, chưa bao giờ các quan hệ quốc tế được mở rộng và đa dạng như trong nửa sau thế kỉ XX.
Những nét nổi bật của quan hệ quốc tế từ sau Chiến tranh thế giới thứ hai là :
Tình trạng đối đầu gay gắt giữa hai siêu cường, hai phe mà đỉnh cao là tình trạng chiến tranh lạnh kéo dài tới hơn bốn thập niên.
Tuy nhiên, phần lớn các quốc gia trên thế giới vẫn cùng tồn tại hoà bình, vừa đấu tranh vừa hợp tác. Cả hai siêu cường cũng như các nước khác đều có ý thức về"|PHẦN MỘT : LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000|Chương VI : CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ VÀ XU THẾ TOÀN CẦU HOÁ |Bài 11 : TỔNG KẾT LỊCH SỬ THẾ GIỚI HIỆN ĐẠI TỪ NĂM 1945 ĐẾN NĂM 2000 
