question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 12|A. Phục tùng nhà ThanhB. Bắt Lào và Chân Lạp thần phụcC. Chủ trương thiết lập quan hệ giao ban với MĩD. Thực hiện chính sách “đóng cửa” với các nước tư bản châu Âu|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Ý nào không phản ánh đúng chính sách đối ngoại của triều Nguyễn?|ý nào không phản_ánh đúng chính_sách đối_ngoại của triều nguyễn|C. Chủ trương thiết lập quan hệ giao ban với Mĩ|chủ_trương thiết_lập quan_hệ giao_ban với mĩ
Câu 13|A. Nhà nước giữ độc quyền về ngoại thương.B. Các mặt hàng thủ công kém chất lượng.C. Thủ công nghiệp, nông nghiệp không phát triển. D. Nội thương, ngoại thương sa sút.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Tại sao các đô thị như Hội An, Phố Hiến, Thanh Hà đều tàn lụi dưới triều Nguyễn?  |tại_sao các đô_thị như hội an phố hiến thanh hà đều tàn_lụi dưới triều nguyễn|A . Nhà nước giữ độc quyền về ngoại thương.|nhà_nước giữ độc_quyền về ngoại_thương
Câu 14|A. hai miền: miền Bắc và miền NamB. ba miền: miền Bắc, miền Trung và miền NamC. ba vùng: Bắc thành, Gia Định và Trực DoanhD. ba trấn: Bắc Bộ, Trung Bộ và Nam Bộ|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Vua Gia Long sau khi lên ngôi đã chia đất nước thành:  |vua gia long sau khi lên_ngôi đã chia đất_nước thành|C. ba vùng: Bắc thành, Gia Định và Trực Doanh|ba vùng bắc thành gia định và trực doanh
Câu 15|A. Có cải cách chút ít.B. Chuyên chế như thời Lê sơ.C. Mục đích tập chung quyền lực vào tay nhà vua. D. Chịu ảnh hưởng từ bộ máy nhà nước nhà Tống.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Nhận xét nào sau đây không chính xác về tổ chức bộ máy nhà nước dưới triều Nguyễn?  |nhận_xét nào sau đây không chính_xác về tổ_chức bộ_máy nhà_nước dưới triều nguyễn|D. Chịu ảnh hưởng từ bộ máy nhà nước nhà Tống.|chịu ảnh_hưởng từ bộ_máy nhà_nước_nhà tống
Câu 16|A. Những người trước đây theo Nguyễn Ánh.            B. Giáo dục, thi cử tổ chức theo kì.C. Tiến cử những người có tài.                                    D. Con của quan lại thân cận.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Quan lại dưới triều Nguyễn được tuyển chọn thông qua hình thức nào?  |quan lại dưới triều nguyễn được tuyển_chọn thông_qua hình_thức nào|B. Giáo dục, thi cử tổ chức theo kì.|giáo_dục thi_cử tổ_chức theo kì
Câu 17|A. một số nghề thủ công như làm gốm, sứ, kéo tơ, dệt vải lụa, nấu đường, khai mỏ tiếp tục phát triển.B. thủ công nghiệp nhà nước được tổ chức quy mô lớn với nhiều ngành nghềC. các làng, phường thủ công trong nhân dân vẫn được duy trì nhưng không phát triểnD. do chính sách của nhà nước và nhu cầu thị trường nên các mầm mống kinh tế tư bản chủ nghĩa không phát triển được.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Nét nổi bật về tình hình thủ công nghiệp dưới triều Nguyễn là:|nét nổi_bật về tình_hình thủ_công_nghiệp dưới triều nguyễn là|C . các làng, phường thủ công trong nhân dân vẫn được duy trì nhưng không phát triển|các làng phường thủ_công trong nhân_dân vẫn được duy_trì nhưng không phát_triển
Câu 18|A. Chiến tranh.                B. Nội chiến.C. Cải cách.                     D. Thống nhất đất nước.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Cách mạng tư sản Anh diễn ra dưới hình thức gì?|cách_mạng tư_sản anh diễn ra dưới hình_thức gì|B. Nội chiến.|nội_chiến
Câu 19|A. giai cấp tư sản và quý tộc phong kiến.         B. quý tộc mới và giai cấp tư sản.C. giai cấp tư sản và nông dân.                         D. giai cấp tư sản, thợ thủ công.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Giai cấp lãnh đạo cuộc Cách mạng tư sản Anh là:|giai_cấp lãnh_đạo cuộc cách_mạng tư_sản anh là|B. quý tộc mới và giai cấp tư sản.|quý_tộc mới và giai_cấp tư_sản
Câu 20|A. Lật đổ chế độ phong kiến.B. Mở đường cho chủ nghĩa tư bản phát triển mạnh mẽ hơn.C. Có ý nghĩa trọng đại trong thời kì quá độ từ chế độ phong kiến sang chế độ tư bản.D. Được ví như “cái chổi khổng lồ” quét sạch mọi rác rưởi của chế độ phong kiến.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Ý không phản ánh đúng ý nghĩa của cách mạng tư sản Anh thế kỉ XVII?|ý không phản_ánh đúng ý_nghĩa của cách_mạng tư_sản anh thế_kỉ xvii|D. Được ví như “cái chổi khổng lồ” quét sạch mọi rác rưởi của chế độ phong kiến.|được ví_như “ cái chổi khổng_lồ ” quét sạch mọi rác_rưởi của chế_độ phong_kiến
Câu 21|A. chưa xóa bỏ chế độ phong kiến.B. không tạo điều kiện cho CNTB phát triển.C. nền cộng hoà được thiết lập ở Anh.D. vua Sác lơ I xử tử.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Cách mạng tư sản Anh là một cuộc cách mạng tư sản không triệt để vì:|cách_mạng tư_sản anh là một cuộc cách_mạng tư_sản không triệt_để vì|A . chưa xóa bỏ chế độ phong kiến.|chưa xóa bỏ chế_độ phong_kiến
Câu 23|A. Nền kinh tế 13 thuộc địa đang thoát dần khỏi sự kiểm soát của nước AnhB. Nền kinh tế 13 thuộc địa phát triển một cách tự phátC. Tạo ra phát triển cân đối giữa hai miền Nam và Bắc của 13 thuộc địaD. Nền kinh tế 13 thuộc địa trở thành đối thủ cạnh tranh với chính quốc|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Tại sao thực dân Anh ra sức kìm hãm sự phát triển kinh tế ở 13 thuộc địa Bắc Mĩ?|tại_sao thực_dân anh ra_sức kìm_hãm sự phát_triển kinh_tế ở 13 thuộc_địa bắc mĩ|D. Nền kinh tế 13 thuộc địa trở thành đối thủ cạnh tranh với chính quốc|nền kinh_tế 13 thuộc_địa trở_thành đối_thủ cạnh_tranh với chính_quốc
Câu 24|A. Chiến thắng Xa-ra-tô-ga.                 B. Đại hội lục địa lần thứ nhất.C. Đại hội lục địa lần thứ hai.               D. Thông qua bản Tuyên ngôn độc lập.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Ngày 4-7-1776 đã diễn ra sự kiện lịch sử gì quan trọng ở Bắc Mĩ?  |ngày 471776 đã diễn ra sự_kiện lịch_sử gì quan_trọng ở bắc mĩ|D. Thông qua bản Tuyên ngôn độc lập.|thông_qua bản tuyên_ngôn độc_lập
Câu 25|A. Từ đầu thế kỉ XVII.                                 B. Từ giữa thế kỉ XVII.C. Từ những năm 60 của thế kỉ XVIII.        D. Từ những năm 70 của thế kỉ XVIII.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Cách mạng công nghiệp ở Anh bắt đầu từ khi nào?|cách_mạng công_nghiệp ở anh bắt_đầu_từ khi nào|C. Từ những năm 60 của thế kỉ XVIII.|từ những năm 60 của thế_kỉ xviii
Câu 26|A. quá trình chuyển biến từ nền sản xuất nhỏ thủ công sang sản xuất lớn bằng máy mócB. quá trình hình thành của hai giai cấp tư sản và công nhânC. quá trình công nghiệp hóa, hiện đại hóa các nước tư bản châu ÂuD. quá trình hình thành nền tảng kinh tế chính của xã hội tư bản : công nghiệp và thương nghiệp|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Cách mạng công nghiệp thế kỉ XVIII – XIX là:|cách_mạng công_nghiệp thế_kỉ xviii – xix là|A. quá trình chuyển biến từ nền sản xuất nhỏ thủ công sang sản xuất lớn bằng máy móc|quá_trình chuyển_biến từ nền sản_xuất nhỏ thủ_công sang sản_xuất lớn bằng máy_móc
Câu 27|A. tư bản, nhân công.B. vốn, đội ngũ công nhân làm thuê.C. tư bản, nhân công và sự phát triển khoa học kĩ thuật.D. tư bản và các thiết bị máy móc.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Điều kiện cần và đủ để nước Anh tiến hành cách mạng công nghiệp là:|điều_kiện cần và đủ để nước anh tiến_hành cách_mạng công_nghiệp là|C. tư bản, nhân công và sự phát triển khoa học kĩ thuật.|tư_bản nhân_công và sự phát_triển khoa_học kĩ_thuật
Câu 28|A. Nâng cao năng suất lao động, xã hội hóa quá trình lãnh đạo của chủ nghĩa tư bản.B. Làm thay đổi bô mặt của các nước tư bản.C. Thúc đẩy sự chuyển biến mạnh mẽ của các ngành kinh tế khác.D. Làm xuất hiện hai giai cấp cơ bản của xã hội tư bản là: tư sản và vô sản.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Ý nào phản ánh hệ quả xã hội của cách mạng công nghiệp?|ý nào phản_ánh hệ_quả xã_hội của cách_mạng công_nghiệp|D. Làm xuất hiện hai giai cấp cơ bản của xã hội tư bản là: tư sản và vô sản.|làm xuất_hiện hai giai_cấp cơ_bản của xã_hội tư_bản là tư_sản và vô_sản
Câu 1|A. Lê Hoàn           B. Lê Lợi                C. Lê Lai        D. Nguyễn Trãi|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Người lãnh đạo nhân dân tiến hành cuộc khởi nghĩa Lam Sơn giành thắng lợi, lập nên triều đại Lê sơ là ai?|người lãnh_đạo nhân_dân tiến_hành cuộc khởi_nghĩa lam sơn giành thắng_lợi lập nên triều_đại lê sơ là ai|B. Lê Lợi|lê_lợi
Câu 2|A. 1258, 1285 và 1287 – 1288           B. 1258, 1285 và 1288C. 1255, 1285 và 1287 – 1288           D. 1258, 1285, 1289|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Dưới triều Trần, nhân dân Đại Việt đã phải ba lần kháng chiến chống xâm lược Mông – Nguyên, lần lượt vào các năm nào?|dưới triều trần nhân_dân đại việt đã phải ba lần kháng_chiến chống xâm_lược mông – nguyên lần_lượt vào các năm nào|A. 1258, 1285 và 1287 – 1288|1258 1285 và 1287 – 1288
Câu 4|A. Thề không đội trời chúng với giặc Mông – Nguyên.          C. Hào khí.B. Nếu gặp giặc Mông – Nguyên, phải liều chết mà đánh.      D. Sát thát.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Để thể hiện tinh thần tiêu diệt giặc Mông – Nguyên đến cùng, trên cánh tay các tướng sĩ quân đội nhà Trần đã khắc chữ|để thể_hiện tinh_thần tiêu_diệt giặc mông – nguyên đến cùng trên cánh_tay các tướng_sĩ quân_đội nhà trần đã khắc chữ|D . Sát thát.|sát thát
Câu 5|A. Đều chống lại sự xâm lược của các triều đại phong kiến phương Bắc.B. Đều kết thúc bằng một trận quyết chiến chiến lược, đập tan ý đồ xâm lược của kẻ thù.C. Đều là các cuộc kháng chiến bảo vệ độc lập của dân tộc.D. Nhân đạo, hòa hiếu đối với kẻ xâm lược bại trận là một trong những nét nổi bật.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Ý nào không phản ánh đúng đặc điểm chung của các cuộc chiến đấu chống ngoại xâm từ thế kỉ X đến thế kỉ XV?|ý nào không phản_ánh đúng đặc_điểm chung của các cuộc chiến_đấu chống ngoại_xâm từ thế_kỉ x đến thế_kỉ xv|C . Đều là các cuộc kháng chiến bảo vệ độc lập của dân tộc.|đều là các cuộc kháng_chiến bảo_vệ độc_lập của dân_tộc
Câu 6|A. hai lần chống Tống, ba lần chống Mông – Nguyên và chống Minh.B. chống Tống, ba lần chống Mông – Nguyên, chống Minh và chống Xiêm.C. hai lần chống Tống, hai lần chống Mông – Nguyên và chống Minh.D. hai lần chống Tống, ba lần chống Mông – Nguyên, chống Minh và chống Thanh.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Từ sau chiến thắng Bạch Đằng (938) đến thế kỉ XV, nhân dân ta còn phải tiến hành nhiều cuộc kháng chiến chống quân xâm lược đó là:|từ sau chiến_thắng bạch đằng 938 đến thế_kỉ xv nhân_dân ta còn phải tiến_hành nhiều cuộc kháng_chiến chống quân xâm_lược đó là|A. hai lần chống Tống, ba lần chống Mông – Nguyên và chống Minh.|hai lần chống tống ba lần chống mông – nguyên và chống minh
Câu 7|A. Biên giới Đại Việt.                                  B. Kinh thành Thăng Long.  C. Thành Cổ Loa (Đông Anh – Hà Nội).     D. Phòng tuyến sông Như Nguyệt (Bắc Ninh).|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Năm 1077, quân và dân ta dưới sự lãnh đạo của Lý Thường Kiệt đã đánh tan quân Tống tại đâu?|năm 1077 quân và dân ta dưới sự lãnh_đạo của lý thường kiệt đã đánh tan quân tống tại đâu|D. Phòng tuyến sông Như Nguyệt (Bắc Ninh).|phòng_tuyến sông như nguyệt bắc_ninh
Câu 8|A. Trong cuộc tập kích lên đất Tống của quân ta.                   B. Trong buổi lễ mừng chiến thắng quân Tống.C. Đang lúc diễn ra trận đánh ác liệt ở phòng tuyến sông Như Nguyệt.   D. Khi vua Tống đầu hàng Đại Việt.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Bài thơ “Nam quốc sơn hà”ra đời trong hoàn cảnh nào?|bài thơ “ nam quốc sơn hà ” ra_đời trong hoàn_cảnh nào|C . Đang lúc diễn ra trận đánh ác liệt ở phòng tuyến sông Như Nguyệt.|đang lúc diễn ra trận đánh ác_liệt ở phòng_tuyến sông như_nguyệt
Câu 9|A. Gia Long.               B. Minh Mạng.           C. Thiệu Trị.                D. Tự Đức.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Vị vua nào dưới triều Nguyễn đã quyết định chia đất nước thành các đơn vị hành chính tỉnh:|vị vua nào dưới triều nguyễn đã quyết_định chia đất_nước thành các đơn_vị hành_chính tỉnh|B. Minh Mạng.|minh mạng
Câu 20|A. Phật giáo.            B. Kitô giáo.         C. Nho giáo.            D. Đạo giáo.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Hệ tư tưởng độc tôn dưới triều Nguyễn là:|hệ tư_tưởng độc_tôn dưới triều nguyễn là|C . Nho giáo.|nho_giáo
Câu 11|A. Phục tùng nhà Thanh.B. Bắt Lào và Chân Lạp thần phục.C. Chủ trương thiết lập quan hệ giao ban với Mĩ.D. Thực hiện chính sách “đóng cửa” với các nước tư bản châu Âu.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Ý nào không phản ánh đúng chính sách đối ngoại của triều Nguyễn?|ý nào không phản_ánh đúng chính_sách đối_ngoại của triều nguyễn|C. Chủ trương thiết lập quan hệ giao ban với Mĩ.|chủ_trương thiết_lập quan_hệ giao_ban với mĩ
Câu 12|A. Thành Hà Nội.                                                           B. Quần thể cung điện, lăng tẩm ở Huế.C. Hệ thống lăng tâm các vua triều Nguyễn ở Huế.       D. Phố cổ Hội An (Quảng Nam).|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Thành tựu kiến trúc nổi tiếng dưới triều Nguyễn hiện nay được UNESCO công nhận là Di sản văn hóa thế giới?|thành_tựu kiến_trúc nổi_tiếng dưới triều nguyễn hiện_nay được unesco công_nhận là di_sản văn_hóa thế_giới|B. Quần thể cung điện, lăng tẩm ở Huế.|quần_thể cung_điện lăng_tẩm ở huế
Câu 13|A. Trả thù nhà Tây Sơn.B. Cho xây dựng cung điện.C. Xây dựng quân đội mạnh.D. Thiết lập hệ thống chính quyền từ trung ương đến địa phương.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Sau khi lên ngôi hoàng đế, công việc đầu tiên mà Nguyễn Ánh tập trung giải quyết là gì?|sau khi lên_ngôi hoàng đế công_việc đầu_tiên mà nguyễn ánh tập_trung giải_quyết là gì|D. Thiết lập hệ thống chính quyền từ trung ương đến địa phương.|thiết_lập hệ_thống chính_quyền từ trung_ương đến địa_phương
Câu 14|A. Phát triển nhanh, mở rộng ra nhiều vùng.B. Hình thành thêm nhiều chợ làng, trung tâm buôn bán.C. Các mặt hàng được trao đổi trên quy mô rộng lớn.D. Phát triển chậm chạp, mang tính địa phương.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Nội dung nào sau đây phản ánh đúng về tình hình buôn bán trong nước dưới triều Nguyễn?  |nội_dung nào sau đây phản_ánh đúng về tình_hình buôn_bán trong nước dưới triều nguyễn|D. Phát triển chậm chạp, mang tính địa phương.|phát_triển chậm_chạp mang tính địa_phương
Câu 15|A. Gia Long.                           B. Minh Mạng.C. Thiệu Trị.                           D. Tự Đức.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Tổ chức các đơn vị hành chính, cả nước được chia thành ba vùng: Bắc thành, Gia Định và các trực doanh do triều đình trực tiếp quản lí. Đó là thời vua nào?|tổ_chức các đơn_vị hành_chính cả nước được chia thành ba vùng bắc thành gia định và các trực doanh do triều đình trực_tiếp_quản_lí đó là thời vua nào|B. Minh Mạng.|minh mạng
Câu 16|A. Lăng Minh Mạng.                            B. Đại Nội. C. Tử Cấm Thành.                                D. Kinh thành Thăng Long.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Công trình kiến trúc nào dưới triều Nguyễn là vòng thành thứ hai bên trong Kinh thành Huế, có chức năng bảo vệ các cung điện quan trọng nhất của triều đình?  |công_trình kiến_trúc nào dưới triều nguyễn là vòng thành thứ hai bên trong kinh_thành huế có chức_năng bảo_vệ các cung_điện quan_trọng nhất của triều_đình|B. Đại Nội.|đại_nội
Câu 17|A. Có cải cách chút ít.B. Chuyên chế như thời Lê sơ.C. Mục đích tập chung quyền lực vào tay nhà vua. D. Chịu ảnh hưởng từ bộ máy nhà nước nhà Tống.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Nhận xét nào sau đây không chính xác về tổ chức bộ máy nhà nước dưới triều Nguyễn?  |nhận_xét nào sau đây không chính_xác về tổ_chức bộ_máy nhà_nước dưới triều nguyễn|D. Chịu ảnh hưởng từ bộ máy nhà nước nhà Tống.|chịu ảnh_hưởng từ bộ_máy nhà_nước_nhà tống
Câu 18|A. Nông nghiệp lạc hậu, manh múnB. Nông nghiệp kém phát triển, bị nông phẩm của Pháp cạnh tranhC. Phương thức kinh doanh tư bản chủ nghĩa thâm nhập mạnh vào nông nghiệpD. Bắt đầu cuộc cách mạng trong lĩnh vực nông nghiệp|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Từ thế kỉ XVII, nền nông nghiệp Anh có điểm gì nổi bật?|từ thế_kỉ xvii nền nông_nghiệp anh có điểm gì nổi_bật|C. Phương thức kinh doanh tư bản chủ nghĩa thâm nhập mạnh vào nông nghiệp|phương_thức kinh_doanh tư_bản chủ_nghĩa thâm_nhập mạnh vào nông_nghiệp
Câu 19|A. Nông dân tấn công nơi ở của vua Sáclơ IB. Quốc hội tuyên chiến với nhà vua.C. Quốc hội tuyên chiến với nhà vua và Giáo hội Anh.D. Nhà vua tuyên chiến với Quốc hội.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Sự kiện nào đánh dấu cách mạng tư sản Anh bùng nổ?|sự_kiện nào đánh_dấu cách_mạng tư_sản anh bùng_nổ|D. Nhà vua tuyên chiến với Quốc hội.|nhà_vua tuyên_chiến với quốc_hội
Câu 21|A. tư sản và quý tộc phong kiến.         B. quý tộc mới và giai cấp tư sản.C. giai cấp tư sản và nông dân.            D. giai cấp công nhân.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|: Giai cấp lãnh đạo cuộc Cách mạng tư sản Anh là:|giai_cấp lãnh_đạo cuộc cách_mạng tư_sản anh là|B. quý tộc mới và giai cấp tư sản.|quý_tộc mới và giai_cấp tư_sản
Câu 23|A. Nền kinh tế 13 thuộc địa đang thoát dần khỏi sự kiểm soát của nước AnhB. Nền kinh tế 13 thuộc địa phát triển một cách tự phátC. Tạo ra phát triển cân đối giữa hai miền Nam và Bắc của 13 thuộc địaD. Nền kinh tế 13 thuộc địa trở thành đối thủ cạnh tranh với chính quốc|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Tại sao thực dân Anh ra sức kìm hãm sự phát triển kinh tế ở 13 thuộc địa Bắc Mĩ?|tại_sao thực_dân anh ra_sức kìm_hãm sự phát_triển kinh_tế ở 13 thuộc_địa bắc mĩ|D. Nền kinh tế 13 thuộc địa trở thành đối thủ cạnh tranh với chính quốc|nền kinh_tế 13 thuộc_địa trở_thành đối_thủ cạnh_tranh với chính_quốc
Câu 24|A. Ven bờ Đại Tây Dương.                 B. Ven bờ Thái Bình Dương.C. Khu vực Ngũ Hồ.                            D. Ven bờ Bắc Băng Dương.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Thực dân Anh thiết lập 13 thuộc địa ở Bắc Mĩ thuộc khu vực nào?|thực_dân anh thiết_lập 13 thuộc_địa ở bắc mĩ thuộc khu_vực nào|A. Ven bờ Đại Tây Dương.|ven bờ đại tây_dương
Câu 25|A. Nông nghiệp.                            B. Công nghiệp dệt.C. Chế tạo máy móc.                     D. Luyện kim.|exam grade 10|FILE_20210727_195104_RA-ĐỀ-THI-HK2-2021|. Cách mạng công nghiệp ở Anh bắt đầu từ ngành nào?|cách_mạng công_nghiệp ở anh bắt_đầu_từ ngành nào|B. Công nghiệp dệt.|công_nghiệp dệt
