question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 15|A. Sự lũng đoạn đối với kinh tế, chính trị Nhật Bản.B. Sự phát triển nhanh chóng của nền kinh tế, sự ổn định của nước Nhật.C. Sự phát triển kinh tế và sức mạnh quân sự cho nước Nhật.D. Đưa Nhật Bản trở thành đế quốc phong kiến quân phiệt. |exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Sự ra đời các công ty độc quyền đã tác động như thế nào đến đời sống kinh tế, chính trị Nhật Bản?|sự ra_đời các công_ty độc_quyền đã tác_động như thế_nào đến đời_sống kinh_tế chính_trị nhật_bản|. Sự lũng đoạn đối với kinh tế, chính trị Nhật Bản.|sự lũng_đoạn đối_với kinh_tế chính_trị nhật_bản
Câu 16|A. Chi phối, lũng đoạn cả kinh tế lẫn chính trị.   B. Làm chủ tư liệu sản xuất trong xã hội.C. Lũng đoạn về chính trị.			       	D. Chi phối nền kinh tế.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Vai trò của các công ty độc quyền ở Nhật Bản?|vai_trò của các công_ty độc_quyền ở nhật_bản|. Chi phối, lũng đoạn cả kinh tế lẫn chính trị|chi_phối lũng_đoạn cả kinh_tế lẫn chính_trị
Câu 17|A. sức mạnh quân sự.                                 B. sức mạnh kinh tế.                                             C. truyền thống văn hóa lâu đời.               D. sức mạnh áp chế về chính trị .  |exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Sau cuộc cải cách Minh Trị, tầng lớp Samurai chủ trương xây dựng nước Nhật bằng:|sau cuộc cải_cách minh_trị tầng_lớp samurai chủ_trương xây_dựng nước nhật bằng|. sức mạnh quân sự.                                 B. sức mạnh kinh tế.|sức_mạnh quân_sự b sức_mạnh kinh_tế
Câu 18|A. Chủ nghĩa đế quốc quân phiệt hiếu chiến.     B. Chủ nghĩa đế quốc cho vay nặng lãi.C. Chủ nghĩa đế quốc thực dân.                 	     D. Chủ nghĩa đế quốc phong kiến quân phiệt.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Đặc điểm của chủ nghĩa đế quốc Nhật?|đặc_điểm của chủ_nghĩa đế_quốc nhật|D. Chủ nghĩa đế quốc phong kiến quân phiệt|chủ_nghĩa đế_quốc phong_kiến quân_phiệt
Câu 19|A. Phong trào đấu tranh của công nhân tăng.B. Tư sản phương Tây tìm cách xâm nhập vào Nhật Bản.C. Công nhân bỏ làm nên thiếu lao động.            D. Công nhân Nhật Bản tìm cách ra nước ngoài.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Sự bóc lột của giai cấp tư sản Nhật Bản đã dẫn đến hậu quả:|sự bóc_lột của giai_cấp tư_sản nhật bản đã dẫn đến hậu_quả|. Phong trào đấu tranh của công nhân tăng.|phong_trào đấu_tranh của công_nhân tăng
Câu 20|A. Nhân dân trong nước nổi dậy chống đối.                B. Nhà Thanh - Trung Quốc chuẩn bị xâm lược.C.Trong lòng xã hội phong kiến chứa đựng nhiều mâu thuẫn.D. Các nước tư bản dùng vũ lực đòi Nhật Bản phải mở cửa.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Chế độ Mạc Phủ ở Nhật Bản giữa thế kỉ XIX đứng trước nguy cơ và thử thách nghiêm trọng là:|chế_độ mạc phủ ở nhật bản giữa thế_kỉ xix đứng trước nguy_cơ và thử_thách nghiêm_trọng là|.Trong lòng xã hội phong kiến chứa đựng nhiều mâu thuẫn.|trong lòng xã_hội phong_kiến chứa_đựng nhiều mâu_thuẫn
Câu 21|A. Các nước phương tây dùng quân sự đánh bại Nhật Bản.B. Thất bại trong cuộc chiến tranh với nhà Thanh.C. Phong trào đấu tranh của các tầng lớp nhân dân vào những năm 60 của thế kỉ XIX.D. Chế độ Mạc Phủ suy yếu tự sụp đổ.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Nguyên nhân nào dẫn đến chế độ Mạc Phủ ở Nhật Bản sụp đổ?|nguyên_nhân nào dẫn đến chế_độ mạc phủ ở nhật bản sụp_đổ|C. Phong trào đấu tranh của các tầng lớp nhân dân vào những năm 60 của thế kỉ XIX.|phong_trào đấu_tranh của các tầng_lớp nhân_dân vào những năm 60 của thế_kỉ xix
Câu 22|A. Để duy trì chế độ phong kiến.		B. Để thoát khỏi nước phong kiến lạc hậu.C. Để tiêu diệt Tướng quân.			D. Để bảo vệ quyền lợi quý tộc phong kiến.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Tại sao Nhật Bản phải tiến hành cải cách?|tại_sao nhật bản phải tiến_hành cải_cách|. Để thoát khỏi nước phong kiến lạc hậu.|để thoát khỏi nước phong_kiến lạc_hậu
Câu 23|A.Tạo nên những biến đổi xã hội sâu rộng trên tất cả các lĩnh vực.B. Có ý nghĩa như một cuộc cách mạng tư sản.C. Đưa Nhật Bản trở thành nước tư bản hùng mạnh ở châu Á.D. Dẫn tới sự thành lập của Đảng Xã hội dân chủ Nhật Bản.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Nội dung nào Không thể hiện vai trò của cải cách Minh Trị?|nội_dung nào không_thể_hiện vai_trò của cải_cách minh_trị|. Dẫn tới sự thành lập của Đảng Xã hội dân chủ Nhật Bản.|dẫn tới sự thành_lập của đảng xã_hội dân_chủ_nhật_bản
Câu 24|A. Giai cấp tư sản chưa thật sự nắm quyền.   B. Nông dân được phép mua bản ruộng đất.C. Liên minh quý tộc – tư sản nắm quyền.D. Chưa xóa bỏ những bất bình đẳng với đế quốc.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Tại sao gọi cải cách của Minh Trị là cuộc cách mạng tư sản không triệt để?|tại_sao gọi cải_cách của minh trị là cuộc cách_mạng tư_sản không triệt_để|. Liên minh quý tộc – tư sản nắm quyền.|liên_minh quý_tộc – tư_sản nắm quyền
Câu 25|A.Tầng lớp quý tộc  có ưu thế chính trị lớn và có vai trò quyết định.B.Giai cấp tư sản ngày càng trưởng thành và có thế lực về kinh tế.C. Lật đổ chế độ Mạc Phủ, Thiên hoàng Minh Trị nắm quyền.D. Xác lập quyền thống trị của quý tộc, tư sản.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Điều kiện quan trọng để Nhật Bản có thể tiến hành được cải cách Minh Trị?|điều_kiện quan_trọng để nhật bản có_thể tiến_hành được cải_cách minh_trị|. Lật đổ chế độ Mạc Phủ, Thiên hoàng Minh Trị nắm quyền.|lật_đổ chế_độ mạc phủ thiên hoàng minh trị nắm quyền
Câu 26|A.cử học sinh ưu tú du học ở phương Tây.B.Tạo ra đội ngũ lao động có kĩ thuật, có kỉ luật lao động tốt.C.thi hành chính sách giáo dục bắt buộc,chú trọng nội dung khoa học -  kĩ thuật.D. đào tạo con người Nhật Bản có khả năng tiếp thu khoa học kĩ thuật, năng động, sáng tạo. |exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Hệ quả tích cực nhất trong cuộc cải cách trên lĩnh vực giáo dục ở Nhật Bản là|hệ_quả tích_cực nhất trong cuộc cải_cách trên lĩnh_vực giáo_dục ở nhật bản là|. đào tạo con người Nhật Bản có khả năng tiếp thu khoa học kĩ thuật, năng động, sáng tạo.|đào_tạo con_người nhật bản có khả_năng tiếp_thu khoa_học kĩ_thuật năng_động sáng_tạo
Câu 27|A.Tầng lớp quý tộc vẫn có ưu thế chính trị lớn.B. Đế quốc Nhật Bản có đặc điểm là đế quốc phong kiến quân phiệt.C. Quần chúng nhân dân, tiêu biểu là công nhân bị bần cùng hoá.D. Nhật Bản tiến lên chủ nghĩa tư bản song quyền sở hữu ruộng đất phong kiến vẫn được duy trì.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Cuộc Duy tân Minh Trị  là một cuộc cách mạng tư sản không triệt để vì|cuộc duy_tân minh trị là một cuộc cách_mạng tư_sản không triệt_để vì|.Tầng lớp quý tộc vẫn có ưu thế chính trị lớn.|tầng_lớp quý_tộc vẫn có ưu_thế chính_trị lớn
Câu 28|A. phát triển kinh tế tư bản chủ nghĩa.B. lẩy mạnh quá trình xâm lược bành trướng thuộc địa.C. chủ trương xây dựng đất nước bằng sức mạnh quân sự.D. sự ra đời và lũng đoạn của các công ti độc quyền đối với kinh tế, chính trị.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Điểm khác của quá trình đi lên chủ nghĩa đế quốc của Nhật Bản sau cải cách so với các nước đế quốc khác ?|điểm khác của quá_trình đi lên chủ_nghĩa đế_quốc của nhật bản sau cải_cách so với các nước đế_quốc khác|. chủ trương xây dựng đất nước bằng sức mạnh quân sự.|chủ_trương xây_dựng đất_nước bằng sức_mạnh quân_sự
Câu 29|A. đứng trước sự đe doạ xâm chiếm của các nước phương Tây.B. sự phát triển của CNTB sau các cuộc cách mạng tư sản.C. mầm mống kinh tế TBCN đang hình thành phát triển nhanh.D. giai cấp tư sản trưởng thành, mâu thuẫn trong xã hội gia tăng.IV. Vận dụng cao|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Ngoại cảnh chung nào đã tác động dẫn đến cuộc Duy tân ở Nhật Bản và  cải cách ở Xiêm ? |ngoại_cảnh chung nào đã tác_động dẫn đến cuộc duy_tân ở nhật bản và cải_cách ở xiêm|IV. Vận dụng cao|iv vận_dụng cao
Câu 30|A. cải cách giáo dục.			B. cải cách kinh tế.C. ổn định chính trị.			D. tăng cường sức mạnh quân sự.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Yếu tố được coi là “chìa khóa” trong cuộc Duy tân Minh Trị ở Nhật Bản có thể áp dụng cho Việt Nam trong thời kì Công nghiệp hóa – Hiện đại hóa đất nước hiện nay là|yếu_tố được coi là “ chìa_khóa ” trong cuộc duy_tân minh trị ở nhật bản có_thể áp_dụng cho việt_nam trong thời_kì_công_nghiệp_hóa – hiện_đại_hóa đất_nước hiện_nay là|cải cách giáo dục.|cải_cách giáo_dục
Câu 31|A. tiếp tục duy trì chế độ phong kiến bảo thủ, trì trệ để bị các nước phương Tây sâu xé.B. thay đổi nhân sự trong chính quyền phong kiến Nhật Bản, đưa những người có tư tưởng tiến bộ lên nắm chính quyền.C. tiến hành Duy tân đất nước, đưa Nhật Bản phát triển theo con đường TBCN.D. tăng cường quan hệ, hợp tác với các nước TBCN phương Tây.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Biện pháp đúng và mới để giải quyết khủng hoảng ở Nhật Bản cuối thế kỉ XIX đầu thế kỉ XX là|biện_pháp đúng và mới để giải_quyết khủng_hoảng ở nhật bản cuối thế_kỉ xix đầu thế_kỉ xx là|tiến hành Duy tân đất nước, đưa Nhật Bản phát triển theo con đường TBCN.|tiến_hành duy_tân đất_nước đưa nhật bản phát_triển theo con đường tbcn
Câu 32|A. thế lực phong kiến còn mạnh và không muốn cải cách.B. giai cấp tư sản ngày càng trưởng thành và có thế lực về kinh tế.C. thiên hoàng có vị trí tối cao nắm quyền hành.D. quyền sở hữu ruộng đất phong kiến vẫn được duy trì.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|. Tại sao trong cùng bối cảnh lịch sử từ nửa sau thế kỉ XIX, ở Nhật Bản cải cách thành công, nhưng ở Việt Nam và Trung Quốc lại thất bại?|tại_sao trong cùng bối_cảnh lịch_sử từ nửa sau thế_kỉ xix ở nhật bản cải_cách thành_công nhưng ở việt_nam và trung quốc lại thất_bại|. thiên hoàng có vị trí tối cao nắm quyền hành.|thiên hoàng có vị_trí tối_cao nắm quyền_hành
Câu 33|A.Tô-ku-ga-oa là Thiên hoàng , có vị trí cao nhất.B. Mạc phủ là kinh đô của Nhật Bản.C. Dòng họ Tô-ku-ga-oa nắm chức tướng quân thống trị nước Nhật, đóng ở Phủ chúa – Mạc phủ.D. Những quý tộc phong kiến lớn có quyền lực tuyệt đối, sống ở Mạc phủ.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Chế độ phong kiến Nhật Bản ở Nhật còn được gọi là chế độ Mạc phủ Tô- ku-ga –oa vì: |chế_độ phong_kiến nhật bản ở nhật còn được gọi là chế_độ mạc phủ tô kuga – oa vì|C. Dòng họ Tô-ku-ga-oa nắm chức tướng quân thống trị nước Nhật, đóng ở Phủ chúa – Mạc phủ.|dòng_họ tôkugaoa nắm chức tướng quân thống_trị nước nhật đóng ở phủ chúa – mạc_phủ
Câu 34|A.Có vị trí tối cao nhưng không có quyền lực trong thực tế.B. Là nguyên thủ tối cao nhưng có quyền lực hạn chế.C. Là nguyên thủ tối cao và có quyền hạn rất lớn.D. Là nguyên thủ tối cao và được ban hành Hiến pháp|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Vai trò của Thiên hoàng trong bộ máy nhà nước của Nhật sau cải cách là:|vai_trò của thiên hoàng trong bộ_máy nhà_nước của nhật sau cải_cách là|C. Là nguyên thủ tối cao và có quyền hạn rất lớn.|là nguyên_thủ tối_cao và có quyền_hạn rất lớn
Câu 1|A. Chia để trị.B. Mua chuộc tầng lớp thống trị bản xứ.C. Khơi sâu sự cách biệt về chủng tộc, tôn giáo, đẳng cấp trong xã hội.D. Đưa đẳng cấp trên vào bộ máy cai trị trực tiếp ở Ấn Độ.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Những chính sách nào về chính trị, xã hội mà thực dân Anh không thực hiện ở Ấn Độ?|những chính_sách nào về chính_trị xã_hội mà thực_dân anh không thực_hiện ở ấn_độ|. Đưa đẳng cấp trên vào bộ máy cai trị trực tiếp ở Ấn Độ.|đưa đẳng_cấp trên vào bộ_máy cai_trị trực_tiếp ở ấn_độ
Câu 2|A. Thăm dò, chuẩn bị xâm lược Ấn Độ.		B. Tăng cường xâm chiếm Ấn Độ.C. Giúp Ấn Độ thoát khỏi khủng hoảng.		D. Tăng cường đầu tư vào Ấn Độ.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Thế kỉ XVIII, nhân lúc Ấn Độ suy yếu, các nước tư bản thực dân đã làm gì?|thế_kỉ xviii nhân lúc ấn độ suy_yếu các nước tư_bản thực_dân đã làm gì|. Tăng cường xâm chiếm Ấn Độ.|tăng_cường xâm_chiếm ấn_độ
Câu 3|A. Anh.		B. Pháp.		C. Đức.		D. Tây Ban Nha.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Giữa thế kỷ XIX, thực dân phương Tây đã hoàn thành xâm lược và đặt ách cai trị ở Ấn Độ là|giữa thế_kỷ xix thực_dân phương tây đã hoàn_thành xâm_lược và đặt ách cai_trị ở ấn độ là|. Anh|anh
Câu 4|A. Anh hoàn thành công cuộc chinh phục biến Ấn Độ thành thuộc địa.B. giai cấp phong kiến Ấn Độ đã bắt tay với thực dân Anh.C. sự thất bại hoàn toàn của phong trào đấu tranh chống chủ nghĩa thực dân ở Ấn Độ.D. sự thất bại hoàn toàn của phong trào giải phóng dân tộc của nhân dân Ấn Độ.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019| : Sự kiện Nữ hoàng Anh tuyên bố đồng thời là Nữ hoàng Ấn Độ chứng tỏ |sự_kiện nữ hoàng_anh tuyên_bố đồng_thời là nữ_hoàng ấn độ chứng_tỏ|. Anh hoàn thành công cuộc chinh phục biến Ấn Độ thành thuộc địa.|anh hoàn_thành_công_cuộc chinh_phục biến ấn độ thành thuộc_địa
Câu 5|A. chia để trị.            B. đàn áp tôn giáo.           C. cấm vận  hàng  hóa.      D. cấm buôn bán thuốc phiện.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Chính sách cai trị cổ truyền mà thực dân Anh thi hành ở Ấn Độ là|chính_sách cai_trị cổ_truyền mà thực_dân anh thi_hành ở ấn độ là|A. chia để trị.|chia để_trị
Câu 23|A.Chia rẽ giai cấp địa chủ phong kiến Trung Quốc.B. Dùng vũ lực quân sư.C. Đòi chính quyền Mãn Thanh phải mở cửa để cho thương nhân Anh tự do buôn bán thuốc phiện.D. Điều đình thương lượng và hợp tác thương mại với chính quyền Mãn Thanh.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Biện pháp chung duy nhất mà các nước  tư bản phương tây, trước tiên là thực dân Anh đã sử dụng để xâm lược Trung Quốc là:|biện_pháp chung duy_nhất mà các nước tư_bản phương tây trước_tiên là thực_dân anh đã sử_dụng để xâm_lược trung quốc là|C. Đòi chính quyền Mãn Thanh phải mở cửa để cho thương nhân Anh tự do buôn bán thuốc phiện.|đòi chính_quyền mãn thanh phải mở_cửa để cho thương_nhân anh tự_do buôn_bán thuốc_phiện
Câu 24|A.Vua Quang Tự không ủng hộ hai nhà nho yêu nước  Khang Hữu Vi và Lương Khải Siêu tiến hành cải cách.B. Phong trào không đi sâu vào quần chúng nhân dân lao động , không được nhân dân làm hậu thuẫn.C. Sự chống đối mạnh mẽ của phái thủ cựu do Từ Hi Thái hậu cầm đầu.D. Do phong trào chủ yếu chỉ hoạt động trong tầng lớp quan lại, sĩ phu tiến bộ.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Nội dung nào sau đây không đúng khi nói về nguyên nhân thát bại của phong trào Duy tân ở Trung Quốc cuối thế kỉ XIX.|nội_dung nào sau đây không đúng khi nói về nguyên_nhân thát bại của phong_trào duy_tân ở trung quốc cuối thế_kỉ xix|A.Vua Quang Tự không ủng hộ hai nhà nho yêu nước  Khang Hữu Vi và Lương Khải Siêu tiến hành cải cách.|vua quang tự không ủng_hộ hai nhà nho yêu nước khang hữu_vi và lương khải siêu tiến_hành cải_cách
Câu 1|A. Xiêm.		B. Ma-lay-xi-a.		  C. In-đô-nê-xia.	             D. Phi-lip-pin.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Quốc gia nào ở Đông Nam Á nửa sau thế kỉ XIX không bị thực dân phương Tây xâm lược?|quốc_gia nào ở đông nam á nửa sau thế_kỉ xix không bị thực_dân phương tây xâm_lược|Xiêm.|xiêm
Câu 2|A. khởi nghĩa Sivôtha. 				B. khởi nghĩa Achaxoa. C. khởi nghĩa Pucômpô. 				D. khởi nghĩa Phacađuốc.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Cuộc khởi nghĩa ở Campuchia cuối thế kỉ XIX được xem là biểu tượng về liên minh chiến đấu của hai nước Việt Nam và Campuchia trong cuộc kháng chiến chống Pháp là|cuộc khởi_nghĩa ở campuchia cuối thế_kỉ xix được xem là biểu_tượng về liên_minh chiến_đấu của hai nước việt_nam và campuchia trong cuộc kháng_chiến chống pháp là|khởi nghĩa Pucômpô.|khởi_nghĩa pucômpô
Câu 3|A. độc lập dân tộc, bảo vệ cuộc sống.                           B. chủ quyền quốc gia, tự do dân chủ.     C. chống lại sự bóc lột bàn bạo của đế quốc.              D. độc lập dân tộc và tiến bộ xã hội.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Thực dân phương Tây xâm lược, cai trị các nước Đông Nam Á đã dẫn đến nhiều phong trào đấu tranh mạnh mẽ vì|thực_dân phương tây xâm_lược cai_trị các nước đông nam á đã dẫn đến nhiều phong_trào đấu_tranh mạnh_mẽ vì|độc lập dân tộc và tiến bộ xã hội.|độc_lập dân_tộc và tiến_bộ xã_hội
Câu 4|A. Các nước Đông Nam Á đông dân, có lâm, hải sản và hương liệu quý.B. Đông Nam Á là một khu vực có vị trí địa lí quan trọng, giàu tài nguyên.C. Chế độ phong kiến Đông Nam Á đang lâm vào khủng hoảng, suy yếu.D. Các nước châu Âu và Bắc Mĩ đã căn bản hoàn thành cách mạng tư sản, đua nhau bành trướng, xâm chiếm thuộc địa.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Ý nào sau đây không phải là nguyên nhân để thực dân phương Tây xâm lược các nước Đông Nam Á?|ý nào sau đây không phải là nguyên_nhân để thực_dân phương tây xâm_lược các nước đông nam á|Các nước Đông Nam Á đông dân, có lâm, hải sản và hương liệu quý.|các nước đông nam á đông dân có lâm hải_sản và hương_liệu quý
Câu 5|A. vừa mới hình thành.                                          B. đang trên đà phát triển.C. khủng hoảng, suy yếu.                                      D. đang chuyển sang giai đoạn tiền tư bản.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Từ nửa sau TK XIX chế độ phong kiến các nước Đông Nam Á đang  trong tình trạng|từ nửa sau tk xix chế_độ phong_kiến các nước đông nam á đang trong tình_trạng|khủng hoảng, suy yếu.|khủng_hoảng suy_yếu
Câu 6|A. Đầu tư vào Đông Nam Á.                                 B. Giúp đỡ các nước Đông Nam Á.C. Đẩy mạnh xâm lược các nước Đông Nam Á.D. Thăm dò tình hình, chuẩn bị xâm lược các nước các nước Đông Nam Á.|exam grade 11|đề cương sừ 11 học kì 1 có đáp án 2018- 2019|: Thực dân phương Tây đã có hành động gì đối với các nước Đông Nam Á từ nửa sau thế kỉ XIX?|thực_dân phương tây đã có hành_động gì đối_với các nước đông nam á từ nửa sau thế_kỉ xix|Đẩy mạnh xâm lược các nước Đông Nam Á.|đẩy_mạnh xâm_lược các nước đông nam á
