question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 19|A. Chính sách chia rẽ của thực dân Anh.		B. Sự phân hóa trong Đảng Quốc đại.C. Thực dân Anh bắt và kết án Ti-lắc 6 năm tù.         D. Thực dân Anh thu hồi đạo luật chia cắt Ben-gan.|exam grade 11|lop 11|: Nguyên nhân trực tiếp khiến cao trào cách mạng 1905 – 1908 tạm ngừng là gì?|nguyên_nhân trực_tiếp khiến cao_trào cách_mạng 1905 – 1908 tạm ngừng là gì|D . Thực dân Anh thu hồi đạo luật chia cắt Ben-gan.|thực_dân anh thu_hồi đạo_luật chia_cắt bengan
Câu 20|A. Phát triển mạnh, giữ vai trò quan trọng trong phong trào giải phóng dân tộc.B. Mới hình thành, giữ vai trò quan trọng trong phong trào giải phóng dân tộc.C. Giữ vai trò quan trọng trong đời sống kinh tế – xã hội.D. Cấu kết với thực dân Anh để thống trị nhân dân.Câu  21: Hãy phân tích nguyên nhân dẫn đến sự phân hóa trong nội bộ Đảng Quốc đại Ấn Độ năm 1905?A. Thực dân Anh tìm cách hạn chế hoạt động của Đảng Quốc đại.B. Thực dân Anh tìm cách kìm hãm giai cấp tư sản Ấn Độ tự do phát triển kinh tế.C. Thực dân Anh tìm cách kìm hãm giai cấp tư sản Ấn Độ tham gia chính quyền ở thuộc địa.D. Thực dân Anh thực hiện chính sách hai mặt và thái độ thỏa hiệp của các lãnh đạo Đảng Quốc Đại.|exam grade 11|lop 11|: Từ giữa thế kỉ XIX, giai cấp tư sản và tầng lớp trí thức Ấn Độ có vai trò như thế nào?|từ giữa thế_kỉ xix giai_cấp tư_sản và tầng_lớp trí_thức ấn độ có vai_trò như thế_nào|D . Thực dân Anh thực hiện chính sách hai mặt và thái độ thỏa hiệp của các lãnh đạo Đảng Quốc Đại.|thực_dân anh thực_hiện chính_sách hai mặt và thái_độ thỏa_hiệp của các lãnh_đạo đảng quốc đại
Câu 22|A. đấu tranh vì quyền lợi kinh tế của giai cấp tư sản. B. đấu tranh vì quyền lợi chính trị của giai cấp tư sản.C. đấu tranh vì độc lập dân tộc.                                   D. đấu tranh vì dân sinh dân chủ.Câu  23: Nguyên nhân thất bại của cao trào cách mạng 1905 – 1908 ở Ấn Độ là A. Đảng Quốc đại thiếu quyết liệt trong các phong trào đấu tranh.B. Đảng Quốc đại chưa đoàn kết được nhân dân.C. Do chính sách chia rẽ của thực dân Anh và sự phân hóa trong nội bộ Đảng Quốc đại.D. Sự chênh lệch về so sánh lực lượng giữa thực dân Anh và Đảng Quốc đại.|exam grade 11|lop 11|: Điểm khác biệt trong mục tiêu đấu tranh của phái dân chủ cấp tiến với phái “ôn hòa” trong Đảng Quốc đại là|điểm khác_biệt trong mục_tiêu đấu_tranh của phái dân_chủ cấp_tiến với phái “ ôn_hòa ” trong đảng quốc đại là|C . Do chính sách chia rẽ của thực dân Anh và sự phân hóa trong nội bộ Đảng Quốc đại.|do chính_sách chia_rẽ của thực_dân anh và sự phân_hóa trong nội_bộ đảng quốc đại
Câu 24|A. do giai cấp tư sản lãnh đạo đấu tranh chống đế quốc.B. mang đậm ý thức dân tộc, đấu tranh vì một nước Ấn Độ độc lập và dân chủ.C. do giai cấp vô sản lãnh đạo đấu tranh chống đế quốc.D. đấu tranh đòi các quyền tự do, dân sinh, dân chủ cho nhân dân Ấn Độ.|exam grade 11|lop 11|: Điểm khác biệt của cao trào cách mạng 1905 – 1908 với các phong trào đấu tranh trước đó ở Ấn Độ là |điểm khác_biệt của cao_trào cách_mạng 1905 – 1908 với các phong_trào đấu_tranh trước đó ở ấn độ là|B . mang đậm ý thức dân tộc, đấu tranh vì một nước Ấn Độ độc lập và dân chủ.|mang đậm ý_thức dân_tộc đấu_tranh vì một nước ấn độ độc_lập và dân_chủ
Câu 25|A. Tình trạng bần cùng và chết đói của quần chúng nhân dân Ấn. Phong trào đấu tranh của các tầng lớp nhân dân chống thực dân Anh nổ ra quyết liệt.B. Thủ công nghiệp bị suy sụp, nền văn minh lâu đời bị phá hoại. Phong trào đấu tranh của các tầng lớp nhân dân chống thực dân Anh nổ ra quyết liệt.C. Chà đạp lên quyền dân tộc thiêng liêng của nhân dân Ấn Độ. Phong trào đấu tranh của các tầng lớp nhân dân chống thực dân Anh nổ ra quyết liệt.D. Đời sống nhân dân cơ cực, nền văn minh Ấn Độ bị tàn phá. Phong trào đấu tranh của các tầng lớp nhân dân chống thực dân Anh nổ ra quyết liệt|exam grade 11|lop 11|: Nhận xét hậu quả của chính sách “Chia để trị” là gì?|nhận_xét hậu_quả của chính_sách “ chia để_trị ” là gì|D . Đời sống nhân dân cơ cực, nền văn minh Ấn Độ bị tàn phá. Phong trào đấu tranh của các tầng lớp nhân dân chống thực dân Anh nổ ra quyết liệt|đời_sống nhân_dân cơ_cực nền văn_minh ấn độ bị tàn_phá phong_trào đấu_tranh của các tầng_lớp nhân_dân chống thực_dân anh nổ ra quyết_liệt
Câu 26|A. Mặt trận dân tộc thống nhất.		B. Tiểu tư sản, trí thức.C. Đảng Cộng sản.				D. Đảng của giai cấp tư sản.|exam grade 11|lop 11|. Điểm giống nhau của phong trào cách mạng ở Trung quốc và phong trào độc lập dân tộc ở Ấn Độ trong những năm 1919-1929 là do ai lãnh đạo? |điểm giống nhau của phong_trào cách_mạng ở trung_quốc và phong_trào độc_lập dân_tộc ở ấn độ trong những năm 19191929 là do ai lãnh_đạo|C . Đảng Cộng sản.|đảng cộng_sản
Câu 27|A.Ấn Độ được thực dân Anh trao trả độc lập.B. Thực dân Anh phải trao trả tự do cho Ti lắc.C. Giai cấp tư sản đã thiết lập nền cộng hòa.D. Thực dân Anh phải thu hồi đạo luạt chia cắt xứ Ben gan.|exam grade 11|lop 11|: Kết quả của phong trào đấu tranh 1905-1908 ở Ấn Độ là:|kết_quả của phong_trào đấu_tranh 19051908 ở ấn độ là|D. Thực dân Anh phải thu hồi đạo luạt chia cắt xứ Ben gan.|thực_dân anh phải thu_hồi đạo luạt chia_cắt xứ ben gan
Câu 28|A.Lật đổ nền thống trị của quý tộc phong kiến.B. Lật đổ ách thống trị của thực dân Anh , giành nền độc lập dân tộc.C. Muốn phát triển kinh tế TBCN và tham gia chính quyền.D. Đòi thực dân Anh cho Ấn Độ được hưởng quyền tự trị.Cau 29: Thủ đoạn của Anh trong việc gây chia rẽ, làm mất khối đoàn kết của nhân dân Ấn Độ là: A.Khoét sâu thêm mâu thuẫn về chủng tộc và tôn giáo ở Ấn Độ.B. Tiêu diệt và đàn áp đạo Hinđu, cho tự do phát triển đạo Hồi.C. Buộc nhân dân Ấn Độ phải từ bỏ đạo Hin đu, theo thiên chúa giáo.D. Miễn đóng thuế ch những người theo đạo Hồi , đạo phật, tịch thu tà sản của những người theo đạo Hin đu.|exam grade 11|lop 11|: Mục tiêu đấu tranh của giai cấp tư sản Ấn Độ cuối XIX là:|mục_tiêu đấu_tranh của giai_cấp tư_sản ấn độ cuối xix là|A.Khoét sâu thêm mâu thuẫn về chủng tộc và tôn giáo ở Ấn Độ.|khoét sâu thêm mâu_thuẫn về chủng_tộc và tôn_giáo ở ấn_độ
Câu 30|A.Đảng quốc đại khai trừ Ti lắc khỏi Đảng.B. Thực dân Anh ban hành đạo luật chia cắt xứ Ben gan dựa trên cơ sở tôn giáo.C. Thực dân Anh đàn áp những người cấp tiến trong Đảng quốc đại.D. Thực dân Anh buộc Đảng quốc đại phải giao nộp Ti lắc.|exam grade 11|lop 11|: Nguyên nhân làm bùng nổ phong trào đấu tranh của nhân dân Ấn Độtháng 10/1905 là do:|nguyên_nhân làm bùng_nổ phong_trào đấu_tranh của nhân_dân ấn độtháng 101905 là do|B. Thực dân Anh ban hành đạo luật chia cắt xứ Ben gan dựa trên cơ sở tôn giáo.|thực_dân anh ban_hành_đạo_luật chia_cắt xứ ben gan dựa trên cơ_sở tôn_giáo
Câu 1|A. Khởi nghĩa Hoàng Sào.		B. Khởi nghĩa Thái Bình Thiên Quốc.		C. Khởi nghĩa Lý Tự Thành.		D. Khởi nghĩa Trần Thắng, Ngô Quảng.|exam grade 11|lop 11|. Cuộc khởi nghĩa nông dân nào tồn tại trong 14 năm ở Trung Quốc?|cuộc khởi_nghĩa nông_dân nào tồn_tại trong 14 năm ở trung_quốc|B. Khởi nghĩa Thái Bình Thiên Quốc.|khởi_nghĩa thái_bình thiên_quốc
Câu 2|A. thiết lập chính quyền ở Thiên Kinh.		B. thi hành nhiều chính sách tiến bộ.C. đề ra chính sách bình quân về ruộng đất.		D. Cuộc khởi nghĩa thất bại.|exam grade 11|lop 11|. Kết quả cuối cùng của cuộc khởi nghĩa nông dân Thái bình Thiên quốc là|kết_quả cuối_cùng của cuộc khởi_nghĩa nông_dân thái_bình thiên_quốc là|D. Cuộc khởi nghĩa thất bại.|cuộc khởi_nghĩa thất_bại
Câu 3|A. khởi nghĩa nông dân Thái bình Thiên quốc thất bại.	B. cuộc Duy Tân Mậu Tuất tan rã.C. phong trào Nghĩa Hòa Đoàn bị đàn áp.	D. nhà Thanh ký với các nước đế quốc Điều ước Tân Sửu.|exam grade 11|lop 11|. Trung Quốc thực sự trở thành nước nửa thuộc địa, nửa phong kiến sau sự kiện|trung quốc thực_sự trở_thành nước nửa thuộc_địa_nửa phong_kiến sau sự_kiện|D. nhà Thanh ký với các nước đế quốc Điều ước Tân Sửu.|nhà thanh ký với các nước đế_quốc điều_ước tân_sửu
Câu 4|A. Hoàng Sào			B. Thái bình Thiên quốcC. Lý Tự Thành		D. Trần Thắng, Ngô Quảng|exam grade 11|lop 11|. Cuộc khởi nghĩa nông dân lớn nhất trong lịch sử phong kiến Trung Quốc là:|cuộc khởi_nghĩa nông_dân lớn nhất trong lịch_sử phong_kiến trung quốc là|B. Thái bình Thiên quốc|thái_bình thiên_quốc
Câu 5|A. tư sản.		B. nông dân.		C. công nhân.		D. tiểu tư sản.|exam grade 11|lop 11|. Trung Quốc đồng minh Hội là chính Đảng của giai cấp |trung quốc đồng_minh hội là chính_đảng của giai_cấp|A. tư sản.|tư_sản
Câu 6|A. Đồng minh hội phát động khởi nghĩa ở Vũ Xương.B. Tôn Trung Sơn thông qua Cương lĩnh chính trị của Đồng minh hội.C. Chính quyền Mãn Thanh ra sắc lệnh “Quốc hữu hóa đường sắt”.D. Chính quyền Mãn Thanh ký điều ước Tân Sửu với các nước đế quốc.|exam grade 11|lop 11|. Sự kiện nào đã châm ngòi cho cuộc cách mạng Tân Hợi năm 1911 ở Trung Quốc? |sự_kiện nào đã châm ngòi cho cuộc cách_mạng tân hợi năm 1911 ở trung_quốc|C. Chính quyền Mãn Thanh ra sắc lệnh “Quốc hữu hóa đường sắt”.|chính_quyền mãn thanh ra sắc_lệnh “ quốc hữu_hóa đường_sắt ”
Câu 7|A. dân tộc độc lập, dân quyền tự do, dân sinh hạnh phúc.B. tấn công vào các đại sứ quán nước ngoài ở Trung Quốc.C. đánh đổ đế quốc là chủ yếu, đánh đổ phong kiến Mãn Thanh.D. đánh đổ Mãn Thanh, khôi phục Trung Hoa, thành lập dân quốc.|exam grade 11|lop 11|. Mục tiêu của tổ chức Trung Quốc đồng minh hội là|mục_tiêu của tổ_chức trung quốc đồng_minh hội là|D. đánh đổ Mãn Thanh, khôi phục Trung Hoa, thành lập dân quốc.|đánh_đổ mãn thanh khôi_phục trung hoa thành_lập dân quốc
Câu 8|A. vô sản.		B. dân chủ tư sản.	C. phong kiến.		D. tiểu tư sản.|exam grade 11|lop 11|. Tôn Trung Sơn và tổ chức Trung Quốc đồng minh hội là đại diện tiêu biểu cho phong trào cách mạng theo khuynh hướng|tôn trung_sơn và tổ_chức trung quốc đồng_minh hội là đại_diện tiêu_biểu cho phong_trào cách_mạng theo khuynh_hướng|B. dân chủ tư sản.|dân_chủ tư_sản
Câu 9|A. Chính quyền Mãn Thanh ra sắc lệnh “Quốc hữu hóa đường sắt”.B. Đồng minh hội phát động khởi nghĩa ở Vũ Xương.C. Quốc dân đại hội họp ở Nam Kinh.D. Viên Thế Khải tuyên thệ nhậm chức Đại Tổng thống.|exam grade 11|lop 11|. Ngày 29/12/1911 gắn với sự kiện nào sau đây trong cuộc cách mạng Tân Hợi?|ngày 29121911 gắn với sự_kiện nào sau đây trong cuộc cách_mạng tân_hợi|C. Quốc dân đại hội họp ở Nam Kinh.|quốc dân đại_hội_họp ở nam kinh
Câu 10|A. công nhận quyền bình đẳng, quyền tự do dân chủ của mọi công dân.B. thực hiện quyền bình đẳng về ruộng đất cho dân cày.C. ép buộc vua Thanh phải thoái vị.D. Viên Thế Khải nhậm chức Tổng thống Trung Hoa Dân quốc.|exam grade 11|lop 11|. Hiến pháp lâm thời của Trung Hoa dân quốc đã thông qua nội dung |hiến_pháp lâm_thời của trung hoa dân quốc đã thông_qua nội_dung|A. công nhận quyền bình đẳng, quyền tự do dân chủ của mọi công dân.|công_nhận quyền bình_đẳng quyền tự_do dân_chủ của mọi công_dân
Câu 11|A. khởi nghĩa Thái Bình Thiên quốc.		B. cuộc Duy Tân Mậu Tuất.C. phong trào Nghĩa Hòa Đoàn.		D. cách mạng Tân Hợi 1911.|exam grade 11|lop 11|. Đỉnh cao của phong trào đấu tranh chống đế quốc, chống phong kiến của nhân dân Trung Quốc là|đỉnh_cao của phong_trào đấu_tranh chống đế_quốc chống phong_kiến của nhân_dân trung quốc là|D. cách mạng Tân Hợi 1911.|cách_mạng tân hợi 1911
Câu 12|A. tư sản.				B. vô sản.		C. trí thức phong kiến tiến bộ.	D. văn thân, sĩ phu phong kiến.|exam grade 11|lop 11|. Lực lượng lãnh đạo cuộc vận động Duy Tân Mậu Tuất ở Trung Quốc là|lực_lượng lãnh_đạo cuộc vận_động duy_tân mậu tuất ở trung quốc là|C. trí thức phong kiến tiến bộ.|trí_thức phong_kiến tiến_bộ
Câu 13|A. phong trào phát triển chủ yếu trong các tầng lớp trí thức phong kiến tiến bộ.B. vấp phải sự chống đối mạnh mẽ của phái thủ cựu trong giai cấp phong kiến.C. bị Thái hậu Từ Hi làm cuộc chính biến.D. không dựa vào lực lượng nhân dân mà chủ yếu dựa vào quan lại, sĩ phu có tư tưởng tiên tiến.|exam grade 11|lop 11|. Nguyên nhân then chốt dẫn đến cuộc vận động Duy Tân Mậu Tuất (1898) bị thất bại là|nguyên_nhân then_chốt dẫn đến cuộc vận_động duy_tân mậu tuất 1898 bị thất_bại là|D. không dựa vào lực lượng nhân dân mà chủ yếu dựa vào quan lại, sĩ phu có tư tưởng tiên tiến.|không dựa vào lực_lượng nhân_dân mà chủ_yếu dựa vào quan lại sĩ phu có tư_tưởng tiên_tiến
Câu 14|A. Chế độ phong kiến Mãn Thanh.		        B. Chủ nghĩa đế quốc.C. Tấn công các sứ quán nước ngoài ở Bắc kinh.  D. Tấn công vào liên quân 8 nước đế quốc ở Bắc Kinh.|exam grade 11|lop 11|. Đâu không phải là mục tiêu đấu tranh của phong trào Nghĩa Hòa Đoàn ở Trung Quốc?|đâu không phải là mục_tiêu đấu_tranh của phong_trào nghĩa hòa đoàn ở trung_quốc|A. Chế độ phong kiến Mãn Thanh.|chế_độ phong_kiến mãn thanh
Câu 15|A. thiếu sự lãnh đạo thống nhất.		B. phong trào thiếu vũ khí.C. giai cấp nông dân còn hạn chế.		D. lực lượng chênh lệch, kẻ thù mạnh.|exam grade 11|lop 11|. Nguyên nhân khách quan dẫn đến sự thất bại của phong trào Nghĩa Hòa Đoàn ở Trung Quốc là|nguyên_nhân khách_quan dẫn đến sự thất_bại của phong_trào nghĩa hòa đoàn ở trung quốc là|D. lực lượng chênh lệch, kẻ thù mạnh.|lực_lượng chênh_lệch kẻ_thù mạnh
Câu 16|A. Công nhận quyền bình đẳng của mọi công dân.B. Thực hiện quyền bình đẳng về ruộng đất cho dân cày.C. Công nhận quyền tự do dân chủ của mọi công dân.D. Công nhận quyền bình đẳng và tự do của mọi công dân.|exam grade 11|lop 11|. Nội dung nào sau đây không được Hiến pháp lâm thời Trung Hoa Dân quốc thông qua tại kỳ họp của Quốc dân Đại hội?|nội_dung nào sau đây không được hiến_pháp lâm_thời trung hoa dân quốc thông_qua tại kỳ họp của quốc dân đại_hội|B. Thực hiện quyền bình đẳng về ruộng đất cho dân cày.|thực_hiện quyền bình_đẳng về ruộng_đất cho dân cày
Câu 17|A. đánh đuổi đế quốc, khôi phục Trung HoaB. cải cách Trung Quốc để cứu vãn tình thế C. đánh đế quốc để thành lập Dân quốc.D. đánh đổ phong kiến Mãn Thanh, khôi phục nước Trung Hoa|exam grade 11|lop 11|. Mục tiêu đấu tranh chủ yếu của Cách mạng Tân Hợi năm 1911 ở Trung Quốc là|mục_tiêu đấu_tranh chủ_yếu của cách_mạng tân hợi năm 1911 ở trung quốc là|D. đánh đổ phong kiến Mãn Thanh, khôi phục nước Trung Hoa|đánh_đổ phong_kiến mãn thanh khôi_phục nước trung hoa
Câu 18|A. Nắm độc quyền về kinh doanh đường sắt.B. Trao quyền kinh doanh đường sắt cho lực lượng tư sản trung Quốc.C. Trao quyền kinh doanh đường sắt cho các nước đế quốc, bán rẻ quyền lợi dân tộc.D. Tạo điều kiện cho giai cấp tư sản dân tộc Trung Quốc phát triển kinh tế.|exam grade 11|lop 11|. Thực chất sắc lệnh “Quốc hữu hóa đường sắt” của chính quyền Mãn Thanh là|thực_chất sắc_lệnh “ quốc hữu_hóa đường_sắt ” của chính_quyền mãn thanh là|C. Trao quyền kinh doanh đường sắt cho các nước đế quốc, bán rẻ quyền lợi dân tộc.|trao quyền kinh_doanh đường_sắt cho các nước đế_quốc bán rẻ quyền_lợi dân_tộc
Câu 19|A. chống đế quốc.					B. phong kiến.C. chống đế quốc, phong kiến.			D. liên quân 8 nước đế quốc.|exam grade 11|lop 11|. Mục tiêu đấu tranh của nhân dân Trung Quốc từ giữa thế kỷ XIX đến đầu thế kỷ XX là |mục_tiêu đấu_tranh của nhân_dân trung quốc từ giữa thế_kỷ xix đến đầu thế_kỷ xx là|C. chống đế quốc, phong kiến.|chống đế_quốc phong_kiến
Câu 20|A. Chịu ảnh hưởng của chủ nghĩa Mác – Lênin.    B. Thành lập được chính quyền của giai cấp vô sản.C. Do Đảng Cộng sản lãnh đạo.		        D. Có sự tham gia của giai cấp công nhân.|exam grade 11|lop 11|. Điểm mới của phong trào Ngũ Tứ so với phong trào đấu tranh của nhân dân Trung Quốc giữa thế kỉ XIX đầu thế kỉ XX? |điểm mới của phong_trào ngũ tứ so với phong_trào đấu_tranh của nhân_dân trung_quốc giữa thế_kỉ xix đầu thế_kỉ xx|D . Có sự tham gia của giai cấp công nhân.|có sự tham_gia của giai_cấp công_nhân
Câu 21|A. Đánh đổ Mãn Thanh			B. Tấn công tô giới của các nước đế quốc tại Trung QuốcC. Khôi phục Trung Hoa, thành lập dân quốc     D. Thực hiện quyền bình đẳng về ruộng đất cho dân cày|exam grade 11|lop 11|. Ý nào không thể hiện đúng mục tiêu hoạt động của tổ chức Trung Quốc Đồng minh hội?|ý nào không_thể_hiện đúng mục_tiêu hoạt_động của tổ_chức trung quốc đồng_minh hội|B. Tấn công tô giới của các nước đế quốc tại Trung Quốc|tấn_công tô_giới của các nước đế_quốc tại trung_quốc
Câu 22|A. Đế quốc	B. Đế Quốc và phong kiến        C. Phong kiến	D. Tư sản phản động |exam grade 11|lop 11|. Điểm khác biệt về đối tượng cách mạng của phong trào Ngũ Tứ so với cách mạng Tân Hợi năm 1911 ở Trung Quốc? |điểm khác_biệt về đối_tượng cách_mạng của phong_trào ngũ tứ so với cách_mạng tân hợi năm 1911 ở trung_quốc|B. Đế Quốc và phong kiến|đế_quốc và phong_kiến
Câu 13|A. phi nghĩa thuộc về phe Liên Minh			B. phi nghĩa thuộc về phe hiệp ướcC. chính nghĩa về các nước thuộc địa			D. chiến tranh đế quốc xâm lược phi nghĩa|exam grade 11|lop 11|: Tính chất của cuộc chiến tranh thứ nhất |tính_chất của cuộc chiến_tranh thứ nhất|D. chiến tranh đế quốc xâm lược phi nghĩa|chiến_tranh đế_quốc xâm_lược phi_nghĩa
Câu 14|A. Phe Hiệp ước 			B. Phe liên minhC. Phe trục phát xít		D. Không thuộc về bên nào cả.|exam grade 11|lop 11|: Trong giai đoạn thứ nhất của chiến tranh thế giới thứ nhất, ưu thế thuộc về:|trong giai_đoạn thứ nhất của chiến_tranh thế_giới thứ nhất ưu_thế thuộc về|D. Không thuộc về bên nào cả.|không thuộc về bên nào cả
Câu 15|A. Sự phát triển mạnh về kinh tế, chính trị	B. Phát triển không đồng đều về kinh tế, chính trịC. Chậm phát triển về kinh tế, chính trị		D. Sự phát triển về quân sự, thuộc địa |exam grade 11|lop 11|: Cuối thế kỉ XIX đầu thế kỉ XX, yếu tố nào đã làm thay đổi sâu sắc so sánh lực lượng giữa các nước đế quốc|cuối thế_kỉ xix đầu thế_kỉ xx yếu_tố nào đã làm thay_đổi sâu_sắc so_sánh lực_lượng giữa các nước đế_quốc|A. Sự phát triển mạnh về kinh tế, chính trị|sự phát_triển mạnh về kinh_tế chính_trị
