question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 13|A.An Nam Cộng Sản Đảng và Đông Dương Cộng sản Liên Đoàn.B.Đông Dương Cộng Sản Đảng  và An Nam Cộng Sản Đảng.C.Đông Dương Cộng sản Liên Đoàn và Đông Dương Cộng Sản Đảng.D.Đông Dương Cộng Sản Đảng và Tân Việt cách mạng Đảng.|exam grade 12|LSVN - K12|. Sự phân hóa của Hội Việt Nam Cách mạng Thanh niên đã dẫn đến sự ra đời của tổ chức cộng sản nào ở Việt Nam (1929)?|sự phân_hóa của hội việt_nam cách_mạng thanh_niên đã dẫn đến sự ra_đời của tổ_chức cộng_sản nào ở việt nam 1929|B.Đông Dương Cộng Sản Đảng  và An Nam Cộng Sản Đảng.|đông dương cộng_sản đảng và an nam cộng_sản đảng
Câu 14|A.Phong trào công nhân đã phát triển đến trình độ hoàn toàn tự giác.B.Phong trào cách mạng Việt Nam đứng trước nguy cơ bị chia rẽ lớn.C.Tổng bộ Hội Việt Nam Cách mạng Thanh niên nêu ra yêu cầu hợp nhất.D.Các tổ chức cộng sản trong nước đề nghị hợp nhất thành một Đảng.|exam grade 12|LSVN - K12|. Đầu năm 1930, Nguyễn Ái Quốc triệu tập hội nghị thành lập Đảng cộng sản Việt Nam là do|đầu năm 1930 nguyễn ái_quốc triệu_tập hội_nghị thành_lập đảng cộng_sản việt nam là do|B.Phong trào cách mạng Việt Nam đứng trước nguy cơ bị chia rẽ lớn.|phong_trào cách_mạng việt_nam đứng trước nguy_cơ bị chia_rẽ lớn
Câu 15|A.Không bị động trong chờ vào sự giúp đỡ từ bên ngoài.B.Xuất phát từ truyền thống yêu nước của dân tộc.C.Có sự kết hợp nhiệm vụ chống đế quốc và phong kiến.	D.Do giai cấp tư sản khởi xướng và lãnh đạo.|exam grade 12|LSVN - K12|. Xu hướng bạo động và xu hướng cải cách trong phong trào yêu nước và cách mạng Việt Nam những năm đầu thế kỷ XX đều|xu_hướng bạo_động và xu_hướng cải_cách trong phong_trào yêu nước và cách_mạng việt nam những năm đầu thế_kỷ xx đều|B.Xuất phát từ truyền thống yêu nước của dân tộc.|xuất_phát từ truyền_thống yêu nước của dân_tộc
Câu 16|A.Công nhân và tư sản.				B.Nông dân và địa chủC.Nhân dân Việt Nam với thực dân Pháp.		D.Địa chủ và tư sản.|exam grade 12|LSVN - K12|. Sau chiến tranh thế giới thứ nhất, mâu thuẫn cơ bản, cấp bách hàng đầu của cách mạng Việt Nam là mâu thuẫn giữa|sau chiến_tranh thế_giới thứ nhất mâu_thuẫn cơ_bản cấp_bách hàng_đầu của cách_mạng việt nam là mâu_thuẫn giữa|C.Nhân dân Việt Nam với thực dân Pháp|nhân_dân việt_nam với thực_dân pháp
Câu 17|A.Thực hiện nhiệm vụ dân tộc: đánh đuổi thực dân pháp để giành độc lập dân tộc.B.Thực hiện nhiệm vụ dân chủ: đánh đổ chế độ phong kiến, tay sai để đem lại quyền tự do dân chủ.C.Đánh đuổi thực dân Pháp và tay sai, xây dựng chế độ dân chủ, tự do, bình đẳng, bác ái.D.Thực hiện đồng thời cả hai nhiệm vụ, trong đó gương cao nhiệm vụ dân chủ lên hàng đầu.|exam grade 12|LSVN - K12|. Nhiệm vụ cơ bản đặt ra cho nhân dân Việt Nam từ khi thực dân pháp đặt ách cai trị, bóc lột là|nhiệm_vụ cơ_bản đặt ra cho nhân_dân việt_nam từ khi thực_dân pháp đặt ách cai_trị bóc_lột là|A.Thực hiện nhiệm vụ dân tộc: đánh đuổi thực dân pháp để giành độc lập dân tộc.|thực_hiện nhiệm_vụ dân_tộc đánh_đuổi thực_dân pháp để giành độc_lập dân_tộc
Câu 18|A.Pháp là nước thắng trận, thu được nhiều lợi nhuận.B.Pháp bị thiệt hại nặng nề trong chiến tranh.C.Trật tự thế giới mới đã hình thành.				D.Để bóc lột nhiều hơn.|exam grade 12|LSVN - K12|. Nguyên nhân Pháp tiến hành chương trình khai thác thuộc địa lần thứ hai ở Việt Nam là|nguyên_nhân pháp tiến_hành chương_trình khai_thác thuộc_địa lần thứ hai ở việt nam là|B.Pháp bị thiệt hại nặng nề trong chiến tranh|pháp bị thiệt_hại nặng_nề trong chiến_tranh
Câu 19|A.Xây dựng cơ sở hạ tầng cho Việt Nam.		 B.Thúc đẩy giao lưu, buôn bán giữa các vùng miền.C.Phục vụ cho mục đích của cuộc khai thác thuộc địa.     D.Thúc đẩy kinh tế Việt Nam phát triển.|exam grade 12|LSVN - K12|. Mục đích chủ yếu của thực dân Pháp khi đầu tư vào phát triển giao thông vận tải ở Việt Nam là|mục_đích chủ_yếu của thực_dân pháp khi đầu_tư vào phát_triển giao_thông vận_tải ở việt nam là|C.Phục vụ cho mục đích của cuộc khai thác thuộc địa|phục_vụ cho mục_đích của cuộc khai_thác thuộc_địa
Câu 20|A.Sự thiết lập của một trật tự thế giới mới.		B.Cách mạng tháng 10 Nga thành công.C.Nước Pháp tham dự hội nghị Vécxai.		D.Phe Hiệp ước thắng trận trong chiến tranh.|exam grade 12|LSVN - K12|. Sự kiện nào dưới đây có ảnh hưởng tích cực đến cách mạng Việt Nam ngay sau chiến tranh thế giới thứ nhất?|sự_kiện nào dưới đây có ảnh_hưởng tích_cực đến cách_mạng việt_nam ngay sau chiến_tranh thế_giới thứ nhất|B.Cách mạng tháng 10 Nga thành công.|cách_mạng tháng 10 nga thành_công
Câu 21|A.Bù đắp thiệt hại do chiến tranh thế giới thứ nhất gây ra.B.Đầu tư phát triển đồng bộ cơ sở hạ tầng ở Đông Dương.C.Đầu tư phát triển toàn diện nền kinh tế Đông Dương.D.Hoàn thành việc bình định để thống trị Đông Dương.|exam grade 12|LSVN - K12|. Một trong những mục đích chính của thực dân Pháp trong quá trình thực hiện cuộc khai thác thuộc địa lần thứ hai ở Đông Dương 1919-1929 là|một trong những mục_đích chính của thực_dân pháp trong quá_trình thực_hiện cuộc khai_thác thuộc_địa lần thứ hai ở đông dương 19191929 là|A.Bù đắp thiệt hại do chiến tranh thế giới thứ nhất gây ra.|bù_đắp thiệt_hại do chiến_tranh thế_giới thứ nhất gây ra
Câu 22|A.Nguồn nhân lực Việt Nam không đáp ứng được yêu cầu.B.Muốn cột chặt nền kinh tế Việt Nam vào nền kinh tế Pháp.C.Thị trường Việt Nam nhỏ hẹp không đáp ứng yêu cầu.D.Muốn ưu tiên nguồn vốn đầu tư cho công nghiệp nhẹ.|exam grade 12|LSVN - K12|. Thực dân pháp hạn chế sự phát triển công nghiệp nặng ở Việt Nam trong cuộc khai thác thuộc địa lần thứ hai (1919-1929) chủ yếu là do|thực_dân pháp hạn_chế sự phát_triển công_nghiệp_nặng ở việt_nam trong cuộc khai_thác thuộc_địa lần thứ hai 19191929 chủ_yếu là do|B.Muốn cột chặt nền kinh tế Việt Nam vào nền kinh tế Pháp.|muốn cột chặt nền kinh_tế việt nam vào nền kinh_tế pháp
Câu 23|A.Nguồn nguyên liệu sẵn có, nhân công dồi dào.B. đây là ngành kinh tế duy nhất thu nhiều lợi nhuận.C.Đây là ngành kinh tế chủ đạo của Việt Nam.	D.Pháp đầu tư vốn nhiều nhất vào công nghiệp.|exam grade 12|LSVN - K12|. Vì sao trong cuộc khai thác thuộc địa lần thứ hai (1919-1929), thực dân Pháp mở rộng ngành công nghiệp chế biến ở Việt Nam?|vì_sao trong cuộc khai_thác thuộc_địa lần thứ hai 19191929 thực_dân pháp mở_rộng ngành công_nghiệp chế_biến ở việt_nam|A.Nguồn nguyên liệu sẵn có, nhân công dồi dào.|nguồn nguyên_liệu sẵn có_nhân_công dồi_dào
Câu 24|A.Tạo sự cạnh tranh giữa hàng hóa các nước nhập vào Đông Dương.B.Muốn độc quyền chiếm thị trường Việt Nam và Đông Dương.C.Tạo điều kiện cho thương nghiệp Đông Dương phát triển.D.Cản trở sự xâm nhập của hàng hóa nước ngoài.|exam grade 12|LSVN - K12|. Trong chính sách thương nghiệp  Pháp đã đánh thuế nặng vào hàng hóa nước ngoài vì|trong chính_sách thương nghiệp pháp đã đánh thuế_nặng vào hàng_hóa nước_ngoài vì|B.Muốn độc quyền chiếm thị trường Việt Nam và Đông Dương|muốn độc_quyền chiếm thị_trường việt_nam và đông_dương
Câu 25|A.Thành lập Tâm tâm xã Năm 1923.B.Tiếng Bom của Phạm Hồng Thái tại Quảng Châu -Trung Quốc tháng 6 /1924.C.Phong trào đòi thả tự do cho Phan Bội Châu năm 1925.D.Phong trào để tang Phan Châu Trinh năm 1926.|exam grade 12|LSVN - K12|. Sự kiện nào được nhắc đến như “  chim én nhỏ báo hiệu mùa xuân”?|sự_kiện nào được nhắc đến như “ chim én nhỏ báo_hiệu mùa xuân ”|B.Tiếng Bom của Phạm Hồng Thái tại Quảng Châu -Trung Quốc tháng 6 /1924.|tiếng bom của phạm hồng thái tại quảng_châu trung quốc tháng 6 1924
Câu 26|A.Tháng 2 /1930 Đảng Cộng sản Việt Nam ra đời.B.Tháng 8 /1925 công nhân Ba Son đấu tranh.C.Năm 1920, công nhân Sài Gòn Chợ Lớn thành lập công hội cho Tôn Đức Thắng đứng đầu.D.Năm 1922 công nhân và viên chức các cơ sở công thương của tư nhân Bắc Kỳ đòi chủ tư bản Pháp cho họ nghỉ ngày chủ nhật có trả lương.|exam grade 12|LSVN - K12|. Sự kiện nào đánh dấu công nhân Việt Nam bước đầu đi vào đấu tranh tự giác?|sự_kiện nào đánh_dấu công_nhân việt_nam bước_đầu đi vào đấu_tranh tự_giác|B.Tháng 8 /1925 công nhân Ba Son đấu tranh.|tháng 8 1925 công_nhân ba son đấu_tranh
Câu 27|A.Chủ trương tiến hành cách mạng bằng bạo lực.B.Phát triển cơ sở Đảng ở một số địa phương Bắc Kỳ.C.Đề cao binh lính người Việt trong quân đội pháp. D.Kiên quyết phát động cuộc khởi nghĩa Yên Bái.|exam grade 12|LSVN - K12|. Điểm nào dưới đây thể hiện Việt Nam Quốc dân Đảng (1927 -1930) đã nhận thức đúng yêu cầu khách quan của lịch sử dân tộc?|điểm nào dưới đây thể_hiện việt nam quốc dân đảng 1927 1930 đã nhận_thức đúng yêu_cầu khách_quan của lịch_sử dân_tộc|A.Chủ trương tiến hành cách mạng bằng bạo lực|chủ_trương tiến_hành cách_mạng bằng bạo_lực
Câu 28|A.Dự đại hội lần thứ V của Quốc tế Cộng sản.B.Gửi bản yêu sách của nhân dân An Nam đến hội nghị Vécxai.C.Dự đại hội đại biểu toàn quốc lần thứ XVIII của Đảng xã hội Pháp.D. tham dự thành lập Hội Liên hiệp Thuộc địa.|exam grade 12|LSVN - K12|. Nguyễn Ái Quốc đã bước đầu đặt cơ sở cho mối quan hệ giữa cách mạng Việt Nam với phong trào giải phóng dân tộc trên thế giới khi người|nguyễn ái_quốc đã bước_đầu đặt cơ_sở cho mối quan_hệ giữa cách_mạng việt_nam với phong_trào giải_phóng dân_tộc trên thế_giới khi người|D. tham dự thành lập Hội Liên hiệp Thuộc địa.|tham_dự thành_lập hội liên_hiệp thuộc_địa
Câu 29|A.Dân tộc thống nhất, dân chủ hòa bình, nhân dân làm chủ.B.Độc lập dân tộc, dân sinh tự do,  dân chủ xã hội.C. độc lập dân tộc, dân quyền tự do, dân sinh Bình Đẳng.D.Độc lập dân tộc, dân quyền tự do, dân sinh hạnh phúc.|exam grade 12|LSVN - K12|. Học thuyết “ Tam dân” của Tôn Trung Sơn ( Trung Quốc) được tổ chức Việt Nam Quốc dân Đảng sử dụng trong quá trình hoạt động, gây ảnh hưởng là|học_thuyết “ tam dân ” của tôn trung sơn trung quốc được tổ_chức việt nam quốc dân đảng sử_dụng trong quá_trình hoạt_động gây ảnh_hưởng là|D.Độc lập dân tộc, dân quyền tự do, dân sinh hạnh phúc.|độc_lập dân_tộc dân_quyền tự_do dân_sinh hạnh_phúc
Câu 30|A.Đông Dương Cộng sản Liên Đoàn thành lập 9 1929).	B.Khởi nghĩa Yên Bái thất bại (2 /1930).C.Nguyễn Thái Học bị bắt và xử bắn (1930).		D.Đảng Cộng sản Việt Nam ra đời (đầu năm 1930).|exam grade 12|LSVN - K12|. Sự kiện lịch sử nào đã chấm dứt vai trò lịch sử của Việt Nam Quốc dân Đảng với tư cách là một chính Đảng cách mạng trong phong trào Dân tộc Việt Nam đầu thế kỷ XX?|sự_kiện lịch_sử nào đã chấm_dứt vai_trò lịch_sử của việt nam quốc dân đảng với tư_cách là một chính_đảng cách_mạng trong phong_trào dân_tộc việt nam đầu thế_kỷ xx|B.Khởi nghĩa Yên Bái thất bại (2 /1930).|khởi_nghĩa yên bái thất_bại 2 1930
Câu 31|A.Giai cấp tư sản dân tộc lãnh đạo chưa đủ mạnh.	B.Tổ chức Việt Nam Quốc dân Đảng còn non yếu.C.Khởi nghĩa nổ ra trong bối cảnh bị động.		D.Đế Quốc Pháp phòng mạnh.|exam grade 12|LSVN - K12|. Khởi nghĩa Yên Bái thất bại là do nguyên nhân khách quan nào?|khởi_nghĩa yên bái thất_bại là do nguyên_nhân khách_quan nào|D.Đế Quốc Pháp phòng mạnh.|đế_quốc pháp phòng mạnh
Câu 32|A.Cổ vũ mạnh mẽ tinh thần yêu nước của nhân dân Việt Nam.B.Đào tạo rèn luyện một đội ngũ những nhà yêu nước cho phong trào cách mạng về sau.C.Thể hiện tinh thần đấu tranh kiên cường bất khuất của dân tộc Việt Nam.D.Góp phần khảo nghiệm một con đường cứu nước mới,  đẩy phong trào yêu nước phát triển|exam grade 12|LSVN - K12|. Ý nghĩa lớn nhất trong phong trào yêu nước theo khuynh hướng dân chủ tư sản ở Việt Nam từ sau chiến tranh thế giới thứ nhất đến đầu năm 1930 là|ý_nghĩa lớn nhất trong phong_trào yêu nước theo khuynh_hướng dân_chủ tư_sản ở việt_nam từ sau chiến_tranh thế_giới thứ nhất đến đầu năm 1930 là|D.Góp phần khảo nghiệm một con đường cứu nước mới,  đẩy phong trào yêu nước phát triển|góp_phần khảo_nghiệm một con đường cứu nước mới đẩy phong_trào yêu nước phát_triển
Câu 33|A.Phong trào còn mang nặng tính tự phát.		B.Chưa sử dụng nhiều phương pháp đấu tranh.C.Thiếu sự lãnh đạo của một giai cấp tiên tiến.	D.Không gắn cứu nước với canh tân đất nước.|exam grade 12|LSVN - K12|. Một trong những nguyên nhân thất bại của phong trào yêu nước theo khuynh hướng dân chủ tư sản ở Việt Nam những năm đầu thế kỷ 20 là|một trong những nguyên_nhân thất_bại của phong_trào yêu nước theo khuynh_hướng dân_chủ tư_sản ở việt nam những năm đầu thế_kỷ 20 là|C.Thiếu sự lãnh đạo của một giai cấp tiên tiến.|thiếu sự lãnh_đạo của một giai_cấp tiên_tiến
Câu 34|A.Sự phát triển mạnh mẽ của phong trào công nhân.B.Sự thắng thế của khuynh hướng cách mạng vô sản.C.Sự thắng thế của khuynh hướng cách mạng dân chủ tư sản.D.Sự phát triển mạnh mẽ của phong trào yêu nước.|exam grade 12|LSVN - K12|. Sự phân hóa tích cực của tổ chức Tân Việt cách mạng Đảng phản ánh xu thế nào của cách mạng Việt Nam đầu thế kỷ XX?|sự phân_hóa tích_cực của tổ_chức tân việt cách_mạng đảng phản_ánh xu_thế_nào của cách_mạng việt nam đầu thế_kỷ xx|B.Sự thắng thế của khuynh hướng cách mạng vô sản.|sự thắng_thế của khuynh_hướng cách_mạng vô_sản
Câu 35|A. lực lượng cách mạng.		B.Khuynh hướng chính trị.C.Đối tượng Cách mạng.		D.Mục tiêu trước mắt.|exam grade 12|LSVN - K12|. Con đường giải phóng dân tộc của Nguyễn Ái Quốc ( hình thành trong những năm 20 của thế kỷ XX) khác biệt hoàn toàn với con đường cứu nước trước đó về|con đường giải_phóng dân_tộc của nguyễn ái_quốc hình_thành trong những năm 20 của thế_kỷ xx khác_biệt hoàn_toàn với con đường cứu nước trước đó về|B.Khuynh hướng chính trị.|khuynh_hướng chính_trị
Câu 36|A.Khẳng định con đường cứu nước mới theo khuynh hướng vô sản.B.Chuẩn bị về tư tưởng chính trị cho sự ra đời của Đảng Cộng sản Việt Nam.C.Chuẩn bị điều kiện về tổ chức cho sự ra đời của Đảng Cộng sản Việt Nam.D.Thống nhất các tổ chức cộng sản thành Đảng Cộng sản Việt Nam.|exam grade 12|LSVN - K12|. Công lao to lớn đầu tiên của Nguyễn Ái Quốc đối với lịch sử dân tộc Việt Nam là gì?|công_lao to_lớn đầu_tiên của nguyễn ái_quốc đối_với lịch_sử dân_tộc việt nam là gì|A.Khẳng định con đường cứu nước mới theo khuynh hướng vô sản.|khẳng_định con đường cứu nước mới theo khuynh_hướng vô_sản
Câu 37|A.Tìm thấy con đường cứu nước đúng đắn cho dân tộc.B.Trực tiếp chuẩn bị về tư tưởng chính trị tổ chức cho sự ra đời một chính Đảng cộng sản ở Việt Nam.C.Bước đầu chuẩn bị về tư tưởng, chính trị cho sự ra đời một chính Đảng cộng sản ở Việt Nam.D.Bước đầu chuẩn bị về cán bộ tổ chức cho sự ra đời một chính Đảng cộng sản ở Việt Nam.|exam grade 12|LSVN - K12|. Hoạt động cứu nước của Nguyễn Ái Quốc trong những năm 1921 -1924 có ý nghĩa gì?|hoạt_động cứu nước của nguyễn ái_quốc trong những năm 1921 1924 có ý_nghĩa gì|C.Bước đầu chuẩn bị về tư tưởng, chính trị cho sự ra đời một chính Đảng cộng sản ở Việt Nam|bước_đầu chuẩn_bị về tư_tưởng chính_trị cho sự ra_đời một chính_đảng cộng_sản ở việt_nam
Câu 38|A.Gửi bản yêu sách 8 điểm của nhân dân An Nam đến hội nghị Vécxai (1919).B.Đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lênin (7/ 1920).C.Tham gia sáng lập đảng cộng sản Pháp (12/ 19 20).D.Thành lập Hội Liên hiệp Thuộc địa (1921).|exam grade 12|LSVN - K12|. Sự kiện đánh dấu hoạt động của Nguyễn Ái Quốc từ chiến sĩ yêu nước trở thành chiến sĩ cộng sản là|sự_kiện đánh_dấu hoạt_động của nguyễn ái_quốc từ chiến_sĩ yêu nước trở_thành chiến_sĩ cộng_sản là|C.Tham gia sáng lập đảng cộng sản Pháp (12/ 19 20).|tham_gia sáng_lập đảng cộng_sản pháp 12 19 20
Câu 39|A.Khuynh hướng phong kiến cuối thế kỷ XIX đầu thế kỷ XX.B.Khuynh hướng phong kiến và khuynh hướng dân chủ tư sản ( những năm đầu thế kỷ XX).C.Khuynh hướng dân chủ tư sản và khuynh hướng vô sản( hai thập kỷ đầu trong thế kỷ XX)D.Khuynh hướng phong kiến (cuối thế kỷ XIX) và khuynh hướng dân chủ tư sản (đầu thế kỷ XX).|exam grade 12|LSVN - K12|. Trước khi Nguyễn Ái Quốc lựa chọn con đường giải phóng dân tộc đi theo khuynh hướng vô sản, lịch sử Việt Nam từng chứng kiến những khuynh hướng cứu nước nào diễn ra không thành công?|trước khi nguyễn ái_quốc lựa_chọn con đường giải_phóng dân_tộc đi theo khuynh_hướng vô_sản lịch_sử việt_nam từng chứng_kiến những khuynh_hướng cứu nước nào diễn ra không thành_công|D.Khuynh hướng phong kiến (cuối thế kỷ XIX) và khuynh hướng dân chủ tư sản (đầu thế kỷ XX).|khuynh_hướng phong_kiến cuối thế_kỷ xix và khuynh_hướng dân_chủ tư_sản đầu thế_kỷ xx
Câu 40|A.Những tác động về kinh tế và xã hội từ cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp.B.Cách mạng tháng 10 Nga năm 1917, nhiều đảng cộng sản và Quốc tế Cộng sản ra đời.C.Hai khuynh hướng phong kiến và dân chủ tư sản đã thất bại Nên phải đi theo khuynh hướng vô sản.D.Nguyễn Ái Quốc lựa chọn con đường cách mạng vô sản và tích cực truyền bá vào Việt Nam.|exam grade 12|LSVN - K12|. Điều kiện quyết định làm xuất hiện khuynh hướng vô sản trong phong trào yêu nước ở Việt Nam sau chiến tranh thế giới thứ nhất là|điều_kiện quyết_định làm xuất_hiện khuynh_hướng vô_sản trong phong_trào yêu nước ở việt nam sau chiến_tranh thế_giới thứ nhất_là|D.Nguyễn Ái Quốc lựa chọn con đường cách mạng vô sản và tích cực truyền bá vào Việt Nam.|nguyễn ái_quốc lựa_chọn con đường cách_mạng vô_sản và tích_cực truyền_bá vào việt_nam
