question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 14|A. Dựa vào giai cấp công nhân.			B. Dựa vào địa chủ kháng chiến.C. Dựa vào sức mạnh của toàn dân.			D. Dựa vào sức mạnh giai cấp nông dân. |exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Một trong những bài học được rút ra từ việc thực hiện cải cách ruộng đất (1954-1957) cho công cuộc xây dựng đất nước hiện nay là gì?|một trong những bài_học được rút ra từ việc thực_hiện cải_cách ruộng_đất 19541957 cho công_cuộc xây_dựng đất_nước hiện_nay là gì|C . Dựa vào sức mạnh của toàn dân.|dựa vào sức_mạnh của toàn dân
Câu 15|A. Sau thất bại của chiến lược “chiến tranh đặc biệt”.	 B. Sau phong trào Đồng khởi.C. Sau thất bại của chiến lược “chiến tranh đơn phương”.    D. Sau thất bại chiến lược “chiến tranh cục bộ”.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Chiến lược “Chiến tranh cục bộ” ra đời trong hoàn cảnh nào ?|chiến_lược “ chiến_tranh cục_bộ ” ra_đời trong hoàn_cảnh nào|A . Sau thất bại của chiến lược “chiến tranh đặc biệt”.|sau thất_bại của chiến_lược “ chiến_tranh đặc_biệt ”
Câu 16|A. tiêu diệt quân chủ lực, phá hoại miền Bắc Việt Nam.B. lập “Ấp chiến lược”, tách nhân dân ra khỏi lực lượng cách mạng.C. viện trợ quân sự cho quân đội Sài Gòn.D. viện trợ kinh tế cho quân đội Sài Gòn.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Mục tiêu của chiến lược “Chiến tranh cục bộ” là|mục_tiêu của chiến_lược “ chiến_tranh cục_bộ ” là|A . tiêu diệt quân chủ lực, phá hoại miền Bắc Việt Nam.|tiêu_diệt quân_chủ_lực phá_hoại miền bắc việt_nam
Câu 17|A. Chiến tranh cục bộ bị phá sản.		B. Chiến tranh đặc biệt bị phá sản.C. Chính quyền Ngô Đình Diệm bị sụp đổ.	D. Chiến tranh phá hoại miền Bắc lần thứ hai bị đánh bại.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|: Tại sao Mĩ phải chuyển sang chiến lược “Việt Nam hóa chiến tranh”?|tại_sao mĩ phải chuyển sang chiến_lược “ việt nam_hóa chiến_tranh ”|A . Chiến tranh cục bộ bị phá sản.|chiến_tranh cục_bộ bị phá_sản
Câu 18|A. Lào.		B. Cam pu chia.		C. Miền Bắc.		D. Cả Đông Dương.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Nội dung nào dưới đây phản ánh phạm vi mới mà Mĩ đã mở rộng chiến tranh trong chiến lược “Chiến tranh cụ bộ”?|nội_dung nào dưới đây phản_ánh phạm_vi mới mà mĩ đã mở_rộng chiến_tranh trong chiến_lược “ chiến_tranh cụ bộ ”|C . Miền Bắc.|miền bắc
Câu 19|A. Quân Mĩ, quân đồng minh của Mĩ.B. Quân Mĩ, quân đội Sài Gòn, quân các nước Đông Nam Á.C. Quân Mĩ, quân một số nước đồng minh của Mĩ, quân đội Sài Gòn.D. Quân Sài Gòn, quân đồng minh của Mĩ.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|: Thành phần lực lượng chính của chiến lược “chiến tranh cục bộ”?|thành_phần lực_lượng chính của chiến_lược “ chiến_tranh cục_bộ ”|C . Quân Mĩ, quân một số nước đồng minh của Mĩ, quân đội Sài Gòn.|quân mĩ quân một_số nước đồng_minh của mĩ quân_đội sài_gòn
Câu 20|A. Phá hoại.	          B. Bình định.	C. Lấn chiếm.	    D. Hủy diệt.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Trong chiến lược “chiến tranh cục bộ” Mĩ đã áp dụng loại hình chiến tranh nào đối với miền Bắc?|trong chiến_lược “ chiến_tranh cục_bộ ” mĩ đã áp_dụng loại_hình chiến_tranh nào đối_với miền bắc|A . Phá hoại.|phá_hoại
Câu 21|A. quân đội Sài Gòn.				B. quân đội Mĩ và quân Đồng minh.C. quân Mĩ và quân đội Sài Gòn		D. quân Đồng minh và quân đội Sài Gòn.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Lực lượng đóng vai trò chủ yếu trong chiến lược “Chiến tranh cục bô” là|lực_lượng đóng vai_trò chủ_yếu trong chiến_lược “ chiến_tranh cục bô ” là|B . quân đội Mĩ và quân Đồng minh.|quân_đội mĩ và quân đồng_minh
Câu 22|A. “tìm diệt”                                          	B. “tìm diệt” và “bình định”C. “bình định”                                        	D. “Trực thăng vận” và “thiết xa vận”.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Chiến lược quân sự của “Chiến tranh cục bộ” là|chiến_lược quân_sự của “ chiến_tranh cục_bộ ” là|B . “tìm diệt” và “bình định”|“ tìm diệt ” và “ bình_định ”
Câu 23|A. quân số đông vũ khí hiện đại.                      B. nhiều xe tăng.C. thực hiện nhiều chiến thuật mới.                  D. nhiều máy bay.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Ưu thế về quân sự trong chiến tranh cục bộ của Mĩ là|ưu_thế về quân_sự trong chiến_tranh cục_bộ của mĩ là|A . quân số đông vũ khí hiện đại.|quân_số đông vũ_khí hiện_đại
Câu 24|A. Lực lượng quân Mĩ.	B. Lực lượng nguỵ quân.	C. Lực lượng quân đồng minh của Mĩ.	D. Lực lượng quân đội Sài Gòn.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Lực lượng giữ vai trò quan trọng và không ngừng tăng lên về số lượng và trang bị trong “Chiến tranh cục bộ” là lực lượng nào?|lực_lượng giữ vai_trò quan_trọng và không ngừng tăng lên về số_lượng và trang_bị trong “ chiến_tranh cục_bộ ” là lực_lượng nào|A . Lực lượng quân Mĩ.|lực_lượng quân mĩ
Câu 25|A. Di chúc của Chủ tịch Hồ Chí Minh.B. Nghị quyết Hội nghị Trung ương lần thứ 21 của Đảng.C. Nghị quyết Đại hội đại biểu toàn quốc lần thứ III của Đảng.D. Thư Chúc tết năm 1968 của Chủ tịch Hồ Chí Minh.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|: “Dù khó khăn gian khổ đến mấy, nhân dân ta nhất định sẽ hoàn toàn thắng lợi. Đế quốc Mĩ nhất định phải cút khỏi nước ta”. Nội dung trên được trích dẫn từ tư liệu nào dưới đây?|“ dù khó_khăn gian_khổ đến mấy nhân_dân ta nhất_định sẽ hoàn_toàn_thắng_lợi đế_quốc mĩ nhất_định phải cút khỏi nước ta ” nội_dung trên được trích_dẫn từ tư_liệu nào dưới đây|A . Di chúc của Chủ tịch Hồ Chí Minh.|di_chúc của chủ_tịch hồ chí minh
Câu 26|A. lực lượng quân đội Sài gòn giữ vai trò quan trọng.	B. lực lượng quân đội Mĩ giữ vai trò quan trọng.C. sử dụng trang thiết bị, vũ khí của Mĩ.   		D. lực lượng quân Đồng minh giữ vai trò quan trọng.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Điểm khác nhau cơ bản giữa chiến lược “Chiến tranh cục bộ” và “Chiến tranh đặc biệt” là|điểm khác nhau cơ_bản giữa chiến_lược “ chiến_tranh cục_bộ ” và “ chiến_tranh đặc_biệt ” là|B . lực lượng quân đội Mĩ giữ vai trò quan trọng.|lực_lượng quân_đội mĩ giữ vai_trò quan_trọng
Câu 27|A. Có sự tham gia của quân đội Mĩ và quân đồng minh Mĩ.B. Sự tham gia quân đội Sài Gòn với viện trợ Mĩ.       C. Phạm vi chiến tranh lan rộng khắp Đông Dương.D. Mức độ chiến tranh ngang nhau, chưa ác liệt.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Điểm mới của “chiến tranh cục bộ” so với “chiến tranh đặc biệt” như thế nào?|điểm mới của “ chiến_tranh cục_bộ ” so với “ chiến_tranh đặc_biệt ” như thế_nào|A . Có sự tham gia của quân đội Mĩ và quân đồng minh Mĩ.|có sự tham_gia của quân_đội mĩ và quân đồng_minh mĩ
Câu 28|A. Trận Vạn Tường (1965). 	                 B. Cuộc tổng tiến công và nổi dây xuân Mậu Thân (1968).C. Cuộc tiến công chiến lược 1972.          D. Trận “Điện Biên Phủ trên không” năm 1972.    |exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Chiến thắng nào của quân dân ta buộc Mĩ phải ngừng hẳn các hoạt động chống phá miền Bắc và kí hiệp định Pari về Việt Nam?|chiến_thắng nào của quân_dân ta buộc mĩ phải ngừng hẳn các hoạt_động chống_phá miền bắc và kí hiệp_định pari về việt_nam|D . Trận “Điện Biên Phủ trên không” năm 1972.|trận “ điện biên phủ trên không ” năm 1972
Câu 1|A. Dùng người Việt đánh người Việt.			B. Tiêu diệt lực lượng của ta.C. Kết thúc chiến tranh.					D. Lấy chiến tranh nuôi chiến tranh.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Âm mưu cơ bản của chiến lược “Chiến tranh đặc biệt” của Mĩ tiến hành ở miền Nam Việt Nam là gì?|âm_mưu_cơ_bản của chiến_lược “ chiến_tranh đặc_biệt ” của mĩ tiến_hành ở miền nam việt nam là gì|A . Dùng người Việt đánh người Việt.B.|dùng người việt đánh người việtb
Câu 2|A.“Chiến tranh đặc biệt”.					B.“Chiến tranh đơn phương”.C.“Chiến tranh Cục bộ”.					D.“Việt Nam hóa chiến tranh”.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Sau thắng lợi của phong trào “Đồng khởi” ở miền Nam Việt Nam, Mĩ chuyển sang chiến lược chiến tranh nào?|sau thắng_lợi của phong_trào “ đồng_khởi ” ở miền nam việt nam mĩ chuyển sang chiến_lược chiến_tranh nào|A .“Chiến tranh đặc biệt”.|“ chiến_tranh đặc_biệt ”
Câu 3|A. Vạn Tường.	B. An Lão.		C. Đồng Xoài.				D. Ba Gia.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Thắng lợi nào dưới đây không góp phần làm phá sản hoàn toàn chiến lược “Chiến tranh đặc biệt” của Mĩ ở miền Nam Việt Nam?|thắng_lợi nào dưới đây không góp_phần làm phá_sản hoàn_toàn chiến_lược “ chiến_tranh đặc_biệt ” của mĩ ở miền nam việt_nam|A . Vạn Tường.|vạn tường
Câu 4|A. Bình Giã.		B. Vạn Tường.		C. Ấp Bắc.		D. Núi Thành.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Thắng lợi quân sự nào của quân  dân miền Nam góp phần làm phá sản về cơ bản chiến lược “Chiến tranh đặc biệt” của Mĩ?|thắng_lợi quân_sự nào của quân_dân miền nam góp_phần làm phá_sản về cơ_bản chiến_lược “ chiến_tranh đặc_biệt ” của mĩ|A . Bình Giã.|bình_giã
Câu 5|A. Dồn dân vào ấp chiến luợc.		B. Dùng người Việt đánh người Việt.C. Bình định miền Nam. 		D. Bình định miền Nam và mở rộng chiến tranh ra miền Bắc.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Trọng tâm của “Chiến tranh đặc biệt” là gì ? |trọng_tâm của “ chiến_tranh đặc_biệt ” là gì|C . Bình định miền Nam.|bình định miền nam
Câu 6|A. “tìm diệt”.                                                           B. “bình định”.C. “tìm diệt”, “bình định”.                                      D. “trực thăng vận và thiết xa vận.”   |exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Chiến thuật phổ biến của “chiến tranh đặc biệt” là|chiến_thuật phổ_biến của “ chiến_tranh đặc_biệt ” là|D . “trực thăng vận và thiết xa vận.”|“ trực_thăng_vận và thiết xa vận ”
Câu 7|A. Miền Bắc là hậu phương, có vai trò quyết định trực tiếp.B. Miền Bắc là hậu phương, có vai trò quyết định nhất.C. Miền Bắc là hậu phương, có nhiệm vụ chi viện cho cách mạng miền Nam.D. Miền Bắc là hậu phương, có nhiệm vụ bảo vệ cah1 mạng miền Nam.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Để hoàn thành nhiệm vụ chung, vai trò của miền Bắc sẽ là gì?|để hoàn_thành nhiệm_vụ chung vai_trò của miền bắc sẽ là gì|B . Miền Bắc là hậu phương, có vai trò quyết định nhất.|miền bắc là hậu_phương có vai_trò quyết_định nhất
Câu 8|A. Ở Ba Gia, Bình Giã.			B. Ở An Lão, Ba Gia, Đồng Xoài.C. Ở Bình Giã, Đồng Xoài.		D. Ở Ấp Bắc, Bình Giã.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Những thắng lợi của quân dân miền Nam làm phá sản hoàn toàn chiến lược “Chiến tranh đặc biệt” diễn ra ở đâu?|những thắng_lợi của quân_dân miền nam làm phá_sản hoàn_toàn chiến_lược “ chiến_tranh đặc_biệt ” diễn ra ở đâu|B . Ở An Lão, Ba Gia, Đồng Xoài|ở an lão ba gia đồng xoài
Câu 9|A. chiến thắng Bình Giã.			B. chiến thắng Ấp Bắc.C. phong trào Đồng khởi.			D. chiến thắng Vạn Tường.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Sự kiện nào của quân và dân miền Nam trong cuộc kháng chiến chống Mĩ (1954-1975) đánh dấu cách mạng miền Nam chuyển từ thế giữ gìn lực lượng sang thế tiến công?|sự_kiện nào của quân và dân miền nam trong cuộc kháng_chiến chống mĩ 19541975 đánh_dấu cách_mạng miền nam chuyển từ thế giữ_gìn lực_lượng sang thế tiến_công|C . phong trào Đồng khởi.|phong_trào đồng_khởi
Câu 10|A. Chiến thắng Bình Giã (Bà Rịa). 			B. Chiến thắng Ba Gia (Quảng Ngãi).C. Chiến thắng Đồng Xoài (Bình Phước). 		D. Chiến thắng Ấp Bắc (Mĩ Tho).|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Trên mặt trận quân sự, chiến thắng nào của ta có tính chất mở màn cho việc đánh bại “Chiến tranh đặc biệt” của Mĩ? |trên mặt_trận quân_sự chiến_thắng nào của ta có tính_chất mở_màn cho việc đánh_bại “ chiến_tranh đặc_biệt ” của mĩ|D . Chiến thắng Ấp Bắc (Mĩ Tho).|chiến_thắng ấp bắc mĩ tho
Câu 11|A. Ấp chiến lược 	B. Lực lượng ngụy quân, ngụy quyền C. Lực lượng cố vấn Mĩ 	D. Ấp chiến lược và ngụy quân, ngụy quyền |exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Chỗ dựa của “Chiến tranh đặc biệt” của Mĩ ở miền Nam là gì? |chỗ dựa của “ chiến_tranh đặc_biệt ” của mĩ ở miền nam là gì|D . Ấp chiến lược và ngụy quân, ngụy quyền|ấp chiến_lược và ngụy_quân ngụy_quyền
Câu 12|A. Sử dụng con đường đấu tranh ngoại giao giành chính quyền.B. Sử dụng bạo lực cách mạng giành chính quyền về tay nhân dân.C. Sử dụng con đường đấu tranh vũ trang giành chính quyền.D. Sử dụng con đường đấu tranh chính trị kết hợp với đấu tranh vũ trang.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Hội nghị lần thứ 15 Ban chấp hành trung đảng (1-1959) đã để lại  bài học kinh nghiệm nào cho Đảng trong quá trình lãnh đạo cách mạng Việt Nam?|hội_nghị lần thứ 15 ban chấp_hành trung đảng 11959 đã để lại bài_học kinh_nghiệm nào cho đảng trong quá_trình lãnh_đạo cách_mạng việt_nam|B . Sử dụng bạo lực cách mạng giành chính quyền về tay nhân dân.|sử_dụng bạo_lực cách_mạng giành chính_quyền về tay nhân_dân
Câu 13|A. Chiến tranh đặc biệt.					B. Chiến tranh Cục bộ.	C. Việt Nam hóa chiến tranh.					D. Đông Dương hóa chiến tranh.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. “Ấp chiến lược” được coi là “xương sống” của chiến lược chiến tranh nào Mĩ thực hiện ở miền Nam Việt Nam từ 1961-1973?|“ ấp chiến_lược ” được coi là “ xương_sống ” của chiến_lược chiến_tranh nào mĩ thực_hiện ở miền nam việt_nam từ 19611973|A . Chiến tranh đặc biệt.|chiến_tranh đặc_biệt
Câu 14|A. tiến hành bằng lực lượng quân Mĩ.			B. tấn công quân giải phóng ở Vạn Tường Quảng Ngãi.C. biến miền Nam Việt Nam thành thuộc địa kiểu mới.D. mở các cuộc hành quân “tìm diệt”, “bình định” ở miền Nam.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Nội dung nào dưới đây là điểm giống nhau cơ bản giữa chiến lược “Chiến tranh đặc biệt” của Mĩ ở miền Nam Việt Nam 1961-1965 và chiến lược “Chiến tranh cục bộ” 1965-1968|nội_dung nào dưới đây là điểm giống nhau cơ_bản giữa chiến_lược “ chiến_tranh đặc_biệt ” của mĩ ở miền nam việt nam 19611965 và chiến_lược “ chiến_tranh cục_bộ ” 19651968|C . biến miền Nam Việt Nam thành thuộc địa kiểu mới.|biến miền nam việt nam thành thuộc_địa kiểu mới
Câu 15|A. “Chiến tranh đơn phương”.	           B. “Chiến tranh đặc biệt”.C. “Chiến tranh cục bộ”.	           D. “Việt Nam hóa chiến tranh”.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. “Đội quân tóc dài” ra đời trong cuộc đấu tranh chống chiến lược|“ đội quân tóc dài ” ra_đời trong cuộc đấu_tranh chống chiến_lược|A . “Chiến tranh đơn phương”.|“ chiến_tranh đơn_phương ”
Câu 16|A. phòng ngự.                     B. tiến công.	C. cầm cự.	              D. gọng kìm.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Âm mưu “tìm diệt” của Mĩ trong chiến lược “chiến tranh cục bộ” là nhằm đẩy lực lượng của ta trở về thế|âm_mưu “ tìm diệt ” của mĩ trong chiến_lược “ chiến_tranh cục_bộ ” là nhằm đẩy lực_lượng của ta trở về thế|A . phòng ngự.|phòng_ngự
Câu 17|A. Hàn Quốc, Anh, Pháp, Ôxtrâylia, Niu Dilân. 		B. Hàn Quốc, Thái Lan, Philipin, Ôxtrâylia, Niu Dilân.C. Anh, Ý, Thái Lan, Philipin, Niu Dilân.		D. Hàn Quốc, Thái Lan, Philipin, Pháp, Niu Dilân.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Đồng minh của Mĩ trong cuộc chiến tranh xâm lược miền Nam Việt Nam là|đồng_minh của mĩ trong cuộc chiến_tranh xâm_lược miền nam việt nam là|B . Hàn Quốc, Thái Lan, Philipin, Ôxtrâylia, Niu Dilân.|hàn_quốc thái lan philipin ôxtrâylia niu dilân
Câu 18|A. Thoả hiệp Trung Hoa và hoà hoãn Liên Xô.    B. Mở các cuộc hành quân tìm diệt-bình định.C. Đề ra kế hoạch Xtalay-Taylo.                           D. Triển khai quân đội ồ ạt vào miền Nam Việt Nam.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Thủ đoạn chính của chiến lược “Việt Nam hoá chiến tranh” của Mĩ?|thủ_đoạn chính của chiến_lược “ việt nam hoá chiến_tranh ” của mĩ|A . Thoả hiệp Trung Hoa và hoà hoãn Liên Xô.|thoả_hiệp trung hoa và hoà_hoãn liên_xô
Câu 19|A. Đánh bại chủ lực Quân giải phóng.		B. Bình định miền Nam.C. Đánh phá đất thánh Việt Cộng.		D. Tiêu hao lực lượng của ta.|exam grade 12|Câu-hỏi-Lịch-sử-12-TT|. Mục tiêu của Mĩ trong các cuộc phản công chiến lược hai mùa khô (1965 -1966 và 1966 – 1967) là gì?|mục_tiêu của mĩ trong các cuộc phản_công chiến_lược hai mùa khô 1965 1966 và 1966 – 1967 là gì|A . Đánh bại chủ lực Quân giải phóng.|đánh_bại chủ_lực quân giải_phóng
