question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 11|A. Đánh bại hoàn toàn quân Đức ở Liên Xô.B. Làm tổn thất nặng nề quân Đức tạo bước ngoặt chiến tranh.C. Làm phá sản chiến lược chiến tranh chớp nhoáng của Hitle.D. Quân Đức chuyển sang thế bị động.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Chiến thắng Mát-xcơ-va có ý nghĩa như thế nào?|chiến_thắng mátxcơva có ý_nghĩa như thế_nào|C. Làm phá sản chiến lược chiến tranh chớp nhoáng của Hitle.|làm phá_sản chiến_lược chiến_tranh chớp_nhoáng của hitle
Câu 12|A. Là chiến tranh đế quốc phi nghĩa.             B. Là chiến tranh giữa các cường quốc.C. Là chiến tranh xâm lược lãnh thổ.                 D. Là chiến tranh tranh giành thuộc địa.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Chiến tranh thế giới thứ hai mang tính chất gì?|chiến_tranh thế_giới thứ hai mang tính_chất gì|A. Là chiến tranh đế quốc phi nghĩa.|là chiến_tranh đế_quốc phi_nghĩa
Câu 13|A. Là lực lượng trụ cột, giữ vai trò tiên phong, quyết định tiêu diệt chủ nghĩa phát xít.B. Liên xô có vai trò quan trọng tiêu diệt chủ nghĩa phát xít.C. Liên xô góp phần vào việc tiêu diệt chủ nghĩa phát xít.D. Là một trong ba cường quốc của quân Đồng minh tiêu diệt chủ nghĩa phát xít.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Liên xô có vai trò gì trong chiến tranh thế giới thứ hai?|liên xô có vai_trò gì trong chiến_tranh thế_giới thứ hai|A. Là lực lượng trụ cột, giữ vai trò tiên phong, quyết định tiêu diệt chủ nghĩa phát xít.|là lực_lượng trụ_cột giữ vai_trò tiên_phong quyết_định tiêu_diệt chủ_nghĩa phát_xít
Câu 14|A.Liên kết với Liên Xô      B.Hợp tác chặt chẽ với Liên Xô.C.Thù ghét Liên Xô          D.Thực hiện chính sách nhượng bộ phát xít, đẩy chiến tranh về phía Liên Xô.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Trong cuộc chiến tranh thế giới thứ hai, thái độ của các nước tư bản đối với Liên Xô như thế nào?|trong cuộc chiến_tranh thế_giới thứ hai thái_độ của các nước tư_bản đối_với liên xô như thế_nào|Thù ghét Liên Xô|thù_ghét liên_xô
Câu 15|A. Phát xít Đức bị Đồng minh đánh bại ở Béclin.B. Phát xít Đức mở cuộc tấn công chớp nhoáng vào lãnh thổ của Liên Xô.C. Phát xít Nhật bị đánh bại ở châu Á- Thái Bình Dương.D. Khi Anh, Mĩ mở mặt trận thứ hai ở Tây Âu.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Sự kiện nào sau đây làm thay đổi cục diện chiến tranh thế giới thứ hai?|sự_kiện nào sau đây làm thay_đổi cục_diện chiến_tranh thế_giới thứ hai|B. Phát xít Đức mở cuộc tấn công chớp nhoáng vào lãnh thổ của Liên Xô.|phát_xít đức mở cuộc tấn_công chớp_nhoáng vào lãnh_thổ của liên_xô
Câu 16|A. Tạo ra thời cơ khách quan cho Cách mạng tháng Tám giành thắng lợi nhanh chóng, ít đổ máu.B. Tạo ra tình thế mới để Việt Nam đứng lên chống Nhật.C. Tạo điều kiện cho Việt Nam đứng về phe đồng minh chống phát xít.D. Tạo ra thời cơ để Cách mạng tháng Tám đánh bại chế độ phong kiến Bảo Đại.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Sự kiện Nhật Bản đầu hàng đồng minh không điều kiện đã có tác động đến cách mạng Việt Nam như thế nào?|sự_kiện nhật bản đầu_hàng đồng_minh không điều_kiện đã có tác_động đến cách_mạng việt_nam như thế_nào|A. Tạo ra thời cơ khách quan cho Cách mạng tháng Tám giành thắng lợi nhanh chóng, ít đổ máu.|tạo ra thời_cơ khách_quan cho cách_mạng tháng tám giành thắng_lợi nhanh_chóng ít đổ_máu
Câu 17|A. Liên kết với các nước tư bản Anh, Pháp để chống phát xítB. Đối đầu với các nước tư bản Anh, PhápC. Hợp tác chặt chẻ với các nước Anh, Pháp trên mọi lĩnh vựcD. Không hợp tác với các nước tư bản vì các nước tư bản dung dưỡng phe phát xít|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Chủ trương của Liên Xô với các nước tư bản sau khi Đức, Italia, Nhật Bản hình thành liên minh phát xít?|chủ_trương của liên xô với các nước tư_bản sau khi đức italia nhật bản hình_thành liên_minh phát_xít|Liên kết với các nước tư bản Anh, Pháp để chống phát xít|liên_kết với các nước tư_bản anh pháp để chống phát_xít
Câu 18|A. Coi Đức là Đồng minh			B. Phớt lờ trước các hành động của chủ nghĩa phát xítC.Coi chủ nghĩa phát xít là kẻ thù nguy hiểm nhất . D. Không đặt quan hệ ngoại giao với các nước phát xít|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Thái độ của Liên Xô như thế nào sau khi  Đức liên kết với Italia, Nhật hình thành liên minh phát xít?|thái_độ của liên xô như thế_nào sau khi đức liên_kết với italia nhật hình_thành liên_minh phát_xít|Coi chủ nghĩa phát xít là kẻ thù nguy hiểm|coi chủ_nghĩa phát_xít là kẻ_thù nguy_hiểm
Câu 19|A. Cứu được tình thế hòa bình ở Châu Âu.B. Khuyến khích bọn phát xít đẩy mạnh chiến tranh xâm lượcC. Hạn chế quá trình dẫn đến chiến tranh thế giới thứ haiD. Đè bẹp âm mưu mở rộng chiến tranh của khối phát xít|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Với chính sách nhượng bộ của Anh và Pháp tại Hội nghị Muy- ních đã có tác động như thế nào đối với chiến tranh thế giới thứ hai?|với chính_sách nhượng_bộ của anh và pháp tại hội_nghị muy ních đã có tác_động như thế_nào đối_với chiến_tranh thế_giới thứ hai|. Khuyến khích bọn phát xít đẩy mạnh chiến tranh xâm lược|khuyến_khích bọn phát_xít đẩy_mạnh chiến_tranh xâm_lược
Câu 20|A. Đều thực hiện đường lối thỏa hiệp, nhượng bộ Liên Xô.B. Đều coi Liên Xô là kẻ thù cần tiêu diệt.C. Đều thực hiện đường lối đối ngoại trung lập - không can thiệp vào các sự kiện xảy ra bên ngoài lãnh thổ nước mình.          D. Đều là những nước có tiềm lực mạnh về kinh tế, quân sự nhưng lại có ít thuộc địa.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Điểm chung cơ bản giữa hai khối đế quốc: Khối các nước Anh, Pháp, Mĩ và khối các nước phát xít Đức, Italia, Nhật Bản là gì|điểm chung cơ_bản giữa hai khối đế_quốc khối các nước anh pháp mĩ và khối các nước phát_xít đức italia nhật bản là gì|B. Đều coi Liên Xô là kẻ thù cần tiêu diệt.|đều coi liên xô là kẻ_thù cần tiêu_diệt
Câu 21|A. Quân đội Đức đã suy yếu do đánh chiếm nhiều nước ở Châu ÂuB. Anh có ưu thế về không quân và hải quânC. Liên Xô đã tuyên chiến với Đức ở mặt trận phía ĐôngD. Mĩ bắt đầu viện trợ cho Anh|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Lí do khách quan nào làm cho Đức không thực hiện được kế hoạch đổ bộ vào nước Anh năm 1940?|lí_do khách_quan nào làm cho đức không thực_hiện được kế_hoạch đổ_bộ vào nước anh năm 1940|Mĩ bắt đầu viện trợ cho Anh|mĩ bắt_đầu viện_trợ cho anh
Câu 22|A. Ngày 22.4.1941     B. Ngày 28. 4. 1941		C. Ngày 22.6. 1941   		  D. Ngày 30.6. 1941|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Đức mở cuộc tấn công “chớp nhoáng” vào lãnh thổ Liên Xô vào thời gian nào?|đức mở cuộc tấn_công “ chớp_nhoáng ” vào lãnh_thổ liên xô vào thời_gian nào|Ngày 22.6. 1941|ngày 226 1941
Câu 23|A. Nhật Bản với Anh               B. Nhật Bản với Mĩ- PhápC Nhật Bản với Mĩ                 D. Nhật Bản với Mĩ, Anh, Pháp|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|:Trận Trân Châu Cảng (tháng 12/ 1941) mở đầu cuộc chiến tranh Thái Bình Dương giữa các nước nào?|trận trân_châu cảng tháng 12 1941 mở_đầu cuộc chiến_tranh thái_bình dương giữa các nước nào|Nhật Bản với Mĩ|nhật bản với mĩ
Câu 24|A. Liên Xô                               B. Anh, MĩC. Anh, Mĩ và Liên Xô          D. Anh, Pháp, Mĩ, Liên Xô|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Lực lượng giữ vai trò quyết định trong việc tiêu diệt chủ nghĩa phát xít là|lực_lượng giữ vai_trò quyết_định trong việc tiêu_diệt chủ_nghĩa phát_xít là|Anh, Mĩ và Liên Xô|anh mĩ và liên_xô
Câu 25|A. 10 triệu người chết, trên 20 triệu người bị thương, chi phí chiến tranh là 85 tỉ đôlaB. 60 triệu người chết, 90 triệu người bị tàn phế, hơn 70 quốc gia với 1700 triệu người đã bị lôi cuốn vào vòng chiếnC. 90 triệu người chết, 60 triệu người bị tàn phế, hơn 70 quốc gia với 1700 triệu người đã bị lôi cuốn vào vòng chiếnD. 60 triệu người chết, 90 triệu người bị tàn phế, hơn 70 quốc gia với 17000 triệu người đã bị lôi cuốn vào vòng chiến|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Đâu là hậu quả của chiến tranh thế giới thứ hai?|đâu là hậu_quả của chiến_tranh thế_giới thứ hai|60 triệu người chết, 90 triệu người bị tàn phế, hơn 70 quốc gia với 1700 triệu người đã bị lôi cuốn vào vòng chiến|60 triệu người chết 90 triệu người bị tàn_phế hơn 70 quốc_gia với 1700 triệu người đã bị lôi_cuốn vào vòng chiến
Câu 26|A. Chiến tranh thế giới thứ nhất			B. Chiến tranh thế giới thứ haiC. Chiến lược “chiến tranh chớp nhoáng”		D. Chiến tranh giữa phe phát xít và phe Đồng minh|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Chiến tranh nào kết thúc đã dẫn đến những thay đổi căn bản trong tình hình thế giới, mở ra một giai đoạn mới trong lịch sử thế giới hiện đại?|chiến_tranh nào kết_thúc đã dẫn đến những thay_đổi căn_bản trong tình_hình_thế_giới mở ra một giai_đoạn mới trong lịch_sử thế_giới hiện_đại|Chiến tranh thế giới thứ hai|chiến_tranh thế_giới thứ hai
Câu 27|A. Xta-lin- grat                      B. Mat-xco- va			C. Lê- nin –gơ- rát                  D. Ki-ép|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Trong chiến tranh thế giới thứ hai, thành phố nào được mệnh danh là “nút sống” của Liên Xô?|trong chiến_tranh thế_giới thứ hai thành_phố nào được mệnh_danh là “ nút sống ” của liên_xô|. Xta-lin- grat|xtalin grat
Câu 28|A.Tăng cường hoạt động quân sự và gây chiến tranh xâm lược ở nhiều nơi.B.Đầu tư vốn  vào nhiều nơi trên thế giới.C.Tăng cường trang bị vũ khí cho quân đội, chuẩn bị chiến tranh.D.Sản xuất vũ khí mới để chuẩn bị chiến tranh.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Các nước phát xít sau khi hình thành liên minh đã có hành động gì?|các nước phát_xít sau khi hình_thành liên_minh đã có hành_động gì|Tăng cường hoạt động quân sự và gây chiến tranh xâm lược ở nhiều nơi|tăng_cường hoạt_động quân_sự và gây chiến_tranh xâm_lược ở nhiều nơi
Câu 29|A. Hội nghị Pốt-xđam khai mạcB. Hit-le tự tử dưới hầm chỉ huyC. Quân Đồng minh vượt sông Ranh vào nước ĐứcD. Nước Đức kí hiệp định đầu hàng Đồng minh không điều kiện, chiến tranh đã chấm dứt ở Châu Âu|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Ngày 9/5/1945, diễn ra sự kiện gì ở mặt trận Châu Âu trong chiến tranh thế giới thứ hai?|ngày 951945 diễn ra sự_kiện gì ở mặt_trận châu âu trong chiến_tranh thế_giới thứ hai|Nước Đức kí hiệp định đầu hàng Đồng minh không điều kiện, chiến tranh đã chấm dứt|nước đức kí hiệp_định đầu_hàng đồng_minh không điều_kiện chiến_tranh đã chấm_dứt
Câu 30|A. Mĩ thả bom nguyên tử xuống Nhật Bản, hủy diệt thành phố Hi- rô-si- ma.B. Hồng quân Liên Xô đánh bại một triệu quân quan Đông của NhậtC. Quả bom nguyên tử thứ hai của Mĩ thả xuống phá hủy thành phố Na-ga-da-kiD. Nhật Bản chấp nhận đầu hàng Đồng minh không điều kiện|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Ngày 15/8/1945, diễn ra sự kiện lịch sử gì đối với phát xít ở châu Á- Thái Bình Dương?|ngày 1581945 diễn ra sự_kiện lịch_sử gì đối_với phát_xít ở châu á thái_bình_dương|. Nhật Bản chấp nhận đầu hàng Đồng minh không điều kiện|nhật bản chấp_nhận đầu_hàng đồng_minh không điều_kiện
Câu 31|A. Hợp tác với Anh, Pháp chống lại liên minh phát xítB. Coi chủ nghĩa phát phít là kẻ thù nguy hiểm nhất, nên đã chủ trương đoàn kết với các lực lượng tư bản chống phát xítC. Rất lo ngại chủ nghĩa phát xít, đồng thời vẫn thù ghét chủ nghĩa cộng sản.D. Không tham gia Hội Quốc Liên và không can thiệp vào các sự kiện ở bên ngoài Châu Mĩ.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Trước các cuộc chiến tranh xâm lược của liên minh phát xít, Mỹ có thái độ gì?|trước các cuộc chiến_tranh xâm_lược của liên_minh phát_xít mỹ có thái_độ gì|Không tham gia Hội Quốc Liên và không can thiệp vào các sự kiện ở bên ngoài Châu Mĩ.|không tham_gia hội quốc liên và không can_thiệp vào các sự_kiện ở bên ngoài châu mĩ
Câu 32|A. Anh và Pháp tuyên chiến với Đức                 B. Anh, Pháp và Mĩ tuyên chiến với ĐứcC. Liên Xô, Anh, Pháp và Mĩ tuyên chiến với Đức		D. Anh, Pháp, Ba lan, Mĩ tuyên chiến với Đức|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|: Khi Đức đánh Ba Lan, nước nào tuyên chiến với Đức?|khi đức đánh ba lan nước nào tuyên_chiến với đức|Anh và Pháp tuyên chiến với Đức|anh và pháp tuyên_chiến với đức
Câu 1|A.tự do trong Liên bang Đông Dương.                B. độc lập trong Liên bang Đông Dương.C.độc lập, có chủ quyền.                                    D. dân chủ, có chủ quyền.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Trước khi thực dân Pháp xâm lược (1858) Việt Nam là một quốc gia|trước khi thực_dân pháp xâm_lược 1858 việt nam là một quốc_gia|C.độc lập, có chủ quyền.|độc_lập có chủ_quyền
Câu 2|A.Đà Nẵng.                 B. Gia Định.                   C.  Hà Nội.                  D.  Thuận An.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Tháng 9/ 1858, liên quân Pháp - Tây Ban Nha đã chọn địa điểm nào để mở đầu cuộc chiến tranh xâm lược Việt Nam?|tháng 9 1858 liên_quân_pháp tây_ban nha đã chọn địa_điểm nào để mở_đầu cuộc chiến_tranh xâm_lược việt_nam|A.Đà Nẵng.|đà_nẵng
Câu 3|A.Nhà nước phong kiến nắm độc quyền về sản xuất công - thương nghiệp.  B.Cấm đạo, xua đuổi và xử tội giáo sĩ phương Tây vào truyền đạo Thiên Chúa.C.Thần phục triều đình nhà Thanh, nhưng lại xa lánh các nước phương Tây.D.Không thực hiện những cải cách, duy tân để đưa đất nước phát triển đi lên.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Chính sách nào của nhà Nguyễn đã khiến cho khối đoàn kết dân tộc bị rạn nứt và tạo duyên cớ cho tư bản Pháp tiến hành cuộc chiến tranh xâm lược Việt Nam?|chính_sách nào của nhà nguyễn đã khiến cho khối đoàn_kết dân_tộc bị rạn_nứt và tạo duyên_cớ cho tư_bản pháp tiến_hành cuộc chiến_tranh xâm_lược việt_nam|Cấm đạo, xua đuổi và xử tội giáo sĩ phương Tây vào truyền đạo Thiên Chúa.|cấm đạo xua_đuổi và xử tội giáo_sĩ phương tây vào truyền_đạo thiên_chúa
Câu 4|A.Việt Nam là đối tác kinh tế tiềm năng của Pháp.         B.Chính phủ pháp muốn đầu tư, hợp tác kinh tế với Việt Nam.C.Pháp đang tích cực chuẩn bị cho quá trình xâm lược Việt Nam.        D.Pháp muốn đẩy mạnh hoạt động truyền bá đạo thiên chúa ở Việt Nam.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Năm 1857, Napôlêông III lập ra Hội Đồng Nam Kỳ, tiếp đó cho xứ thần tới Huế đòi “tự do buôn bán và truyền đạo”, tăng viện cho Hạm đội Pháp ở Thái Bình Dương. Những động thái trên chứng tỏ|năm 1857 napôlêông iii lập ra hội_đồng nam kỳ tiếp đó cho xứ thần tới huế đòi “ tự_do buôn_bán và truyền_đạo ” tăng_viện cho hạm_đội pháp ở thái_bình dương những động_thái trên chứng_tỏ|C.Pháp đang tích cực chuẩn bị cho quá trình xâm lược Việt Nam.|pháp đang tích_cực chuẩn_bị cho quá_trình xâm_lược việt_nam
Câu 5|A.Triều đình Huế không thực hiện hiệp ước Véc xai (được ký vào năm 1787).B.Triều đình Huế khước từ đề nghị thiết lập quan hệ giao thương của Chính phủ Pháp.C.Nhà Nguyễn không cho các thuyền buôn của thương nhân Pháp ghé vào cảng Đà Nẵng trú bão.D.Nhà nguyễn thi hành chính sách “cấm đạo” ngăn cản thương nhân Pháp đến Việt Nam buôn bán.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Thực dân Pháp dựa vào duyên cớ nào để tiến hành cuộc chiến tranh xâm lược Việt Nam (1858)?|thực_dân pháp dựa vào duyên_cớ nào để tiến_hành cuộc chiến_tranh xâm_lược việt nam 1858|D.Nhà nguyễn thi hành chính sách “cấm đạo” ngăn cản thương nhân Pháp đến Việt Nam buôn bán.|nhà nguyễn thi_hành chính_sách “ cấm đạo ” ngăn_cản thương_nhân pháp đến việt nam buôn_bán
Câu 6|A.Ngày 17 / 2 / 1859, Pháp nổ súng tấn công thành Gia Định.      B.Ngày 1 / 9 / 1858, liên quân Pháp - Tây Ban Nha tấn công Đà Nẵng.C.Ngày 18 / 8 / 1883, hạm đội của Pháp tấn công cửa biển Thuận An.      D.Ngày 25 / 4 / 1882, Pháp nổ súng tấn công và chiếm được thành Hà Nội.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Sự kiện nào dưới đây được coi là mốc mở đầu quá trình xâm lược Việt Nam của thực dân Pháp?|sự_kiện nào dưới đây được coi là mốc mở_đầu quá_trình xâm_lược việt_nam của thực_dân pháp|Ngày 1 / 9 / 1858, liên quân Pháp - Tây Ban Nha tấn công Đà Nẵng.|ngày 1 9 1858 liên_quân_pháp tây_ban nha tấn_công đà_nẵng
Câu 7|A.Hiệp ước Nhâm Tuất (1862).                       B. Hiệp ước Giáp Tuất (1874).C.Hiệp ước Hácmăng (1883).                          D. Hiệp ước Pa-tơ-nốt (1884).|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Hiệp ước nào đánh dấu việc triều đình nhà Nguyễn Chính thức thừa nhận 6 Tỉnh Nam Kỳ là đất thuộc Pháp?|hiệp_ước nào đánh_dấu việc triều đình nhà nguyễn chính_thức thừa_nhận 6 tỉnh nam kỳ là đất thuộc pháp|B. Hiệp ước Giáp Tuất (1874).|hiệp_ước giáp tuất 1874
Câu 8|A. phải có sự lãnh đạo đúng đắn từ triều đình.		B. nhân dân phải có lòng yêu nước.C. triều đình phải biết phân hóa kẻ thù.			D. nhân dân phải chủ động đánh giặc.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|.  Bài học kinh nghiệm được rút ra từ cuộc kháng chiến chống Pháp của nhân dân Việt Nam từ 1858 đến 1867 là |bài_học kinh_nghiệm được rút ra từ cuộc kháng_chiến chống pháp của nhân_dân việt_nam từ 1858 đến 1867 là|A. phải có sự lãnh đạo đúng đắn từ triều đình.|phải có sự lãnh_đạo đúng_đắn từ triều_đình
Câu 9|A.các vua nhà Nguyễn hoàn toàn đầu hàng thực dân Pháp.       B.thực dân Pháp căn bản hoàn thành công cuộc bình định Việt Nam.C.thực dân Pháp thiết lập xong bộ máy cai trị ở Việt Nam.           D.thực dân Pháp căn bản hoàn thành công cuộc xâm lược Việt Nam.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Hiệp ước Pa-tơ-nốt (1884) được ký kết giữa triều đình nhà Nguyễn với thực dân Pháp là mốc đánh dấu|hiệp_ước patơnốt 1884 được ký_kết giữa triều đình nhà nguyễn với thực_dân pháp là mốc đánh_dấu|D.thực dân Pháp căn bản hoàn thành công cuộc xâm lược Việt Nam.|thực_dân pháp căn_bản hoàn_thành_công_cuộc xâm_lược việt_nam
Câu 10|A.Chế độ phong kiến Việt Nam đang ở giai đoạn phát triển đỉnh cao.B.Kinh tế suy thoái nghiêm trọng: nông nghiệp sa sút, công thương nghiệp đình đốn.C.Chế độ phong kiến Việt Nam đang có những biểu hiện khủng hoảng, suy yếu nghiêm trọng.D.Việt Nam bị cô lập với thế giới bên ngoài do “chính sách bế quan tỏa cảng” của nhà Nguyễn.|exam grade 11|2020- ĐC 11- HC KÌ 2 2021 - CÓ ĐÁP ÁN_|. Nội dung nào không phản ánh đúng tình hình Việt Nam vào giữa thế kỷ XIX?|nội_dung nào không phản_ánh đúng tình_hình việt nam vào giữa thế_kỷ xix|A.Chế độ phong kiến Việt Nam đang ở giai đoạn phát triển đỉnh cao.|chế_độ phong_kiến việt_nam đang ở giai_đoạn phát_triển đỉnh_cao
