question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 18|A.Đã có quan hệ hợp quần xã hội: có người đứng đầu, có phân công lao động giữa nam và nữ, cùng chăm sóc con cái.B.Sống quay quần với nhau theo quan hệ ruột thịt gồm 5-7 gia đình.C.Họ chưa có quy định xã hội trong cộng đồng người tối cổ.D.Sống thành từng bầy như các động vật khác.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Vì sao gọi là bầy người nguyên thuỷ?|vì_sao gọi là bầy người nguyên_thuỷ|C.Họ chưa có quy định xã hội trong cộng đồng người tối cổ.|họ chưa có quy_định xã_hội trong cộng_đồng người tối_cổ
Câu 19|A.Mọi người sống hoà hợp không phân biệt đối xử với nhau.B.Công bằng và bình đẳng, mọi người được hưởng thụ bằng nhau.C.Mọi của cải được coi là của cải chung ; mọi người cùng nhau sinh hoạt, làm việc và ăn chung.D.Các cá nhân trong xã hội sống gắn bó với nhau, không tách rời với quyền lợi của người khác.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Nguyên tắc hàng đầu của xã hội nguyên thuỷ là|nguyên_tắc hàng_đầu của xã_hội nguyên_thuỷ là|B.Công bằng và bình đẳng, mọi người được hưởng thụ bằng nhau|công_bằng và bình_đẳng mọi người được hưởng_thụ bằng nhau
Câu 20|Xung dột vì mâu thuẫn phân chia đất đai.Thường xuyên gây chiến tranh xâm lược lẫn nhau.Quan hệ gắn bó, giúp đỡ nhau.Quan hệ đối kháng lẫn nhau.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Quan hệ giữa các thị tộc trong bộ lạc diễn ra như thế nào?|quan_hệ giữa các thị_tộc trong bộ_lạc diễn ra như thế_nào|Quan hệ gắn bó, giúp đỡ nhau.|quan_hệ gắn_bó giúp_đỡ nhau
Câu 21|A.Yêu cầu của công việc và trình độ lao động.   B.Mọi người còn yêu thương nhau.C.Của cải chưa có nhiều.			  D.Con người chưa biết nghĩ đến cá nhân mình.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Vì sao trong xã hội nguyên thuỷ, công bằng và bình đẳng là “ nguyên tắc vàng”?|vì_sao trong xã_hội nguyên_thuỷ công_bằng và bình_đẳng là “ nguyên_tắc vàng ”|A.Yêu cầu của công việc và trình độ lao động.|yêu_cầu của công_việc và trình_độ lao_động
Câu 22|Xung dột vì mâu thuẫn phân chia đất đai.Thường xuyên gây chiến tranh xâm lược lẫn nhau.Quan hệ gắn bó, giúp đỡ nhau.Quan hệ đối kháng lẫn nhau.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Quan hệ giữa các thị tộc trong bộ lạc diễn ra như thế nào?|quan_hệ giữa các thị_tộc trong bộ_lạc diễn ra như thế_nào|Quan hệ gắn bó, giúp đỡ nhau.|quan_hệ gắn_bó giúp_đỡ nhau
Câu 23|A.Sản phẩm lao động ngày càng nhiều, dẫn đến xuất hiện sản phẩm dư thừa.B.Công cụ lao động ngày càng dồi dào giúp cho việc lao động được dễ dàng hơn.C.sản phẩm dư thừa được chia đều cho tất cả mọi người, nên cuộc sống của người dân trong cộng đồng sung túc hơn.D.Công bằng xã hội được thực hiện một cách đầy đủ, nên sản phẩm từ lao động đến tất cả mọi người.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Công cụ bằng kim loại ra đời đã thay đổi cuộc sống của con người trong thời nguyên thuỷ. Theo em, thay đổi nào là quan trọng nhất và có ý nghĩa quyết định nhất đến sự phát triển của xã hội.|công_cụ bằng kim_loại ra_đời đã thay_đổi cuộc_sống của con_người trong thời nguyên_thuỷ theo em thay_đổi nào là quan_trọng nhất và có ý_nghĩa quyết_định nhất đến sự phát_triển của xã_hội|A.Sản phẩm lao động ngày càng nhiều, dẫn đến xuất hiện sản phẩm dư thừa.|sản_phẩm lao_động ngày_càng nhiều dẫn đến xuất_hiện sản_phẩm dư_thừa
Câu 24|A.Khả năng lao động của các gia đình được nâng lên làm cho của cải ngày càng hiều.B.Của cải dư thừa đem chia đều cho mọi người và mọi gia đình trong xã hội.C.Xã hội phân chia kẻ giàu người nghèo, dẫn dến sự phân chia giai cấp, xuất hiện nhà nước.D. Những người có quyền hạn chiếm dụng một phần sản phẩm xã hội khi chi dùng cho các công việc chung.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Khi tư hữu xuất hiện trong xã hội nguyên thuỷ thì điều gì xảy ra?|khi tư_hữu xuất_hiện trong xã_hội nguyên_thuỷ thì điều gì xảy ra|C.Xã hội phân chia kẻ giàu người nghèo, dẫn dến sự phân chia giai cấp, xuất hiện nhà nước.|xã_hội phân_chia kẻ giàu người nghèo dẫn dến sự phân_chia giai_cấp xuất_hiện nhà_nước
Câu 25|A. đời sống vật chất của con người ngày càng ổn định và tiến bộ hơn.B. con người từng bước cải tạo thiên nhiên để phục vụ đời sống của mình.C. con người tự cải biến, hoàn thiện bản thân cho phù hợp với môi trường.D. hình thành và cố kết mối quan hệ giữa các thành viên trong thị tộc.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Vai trò quan trọng nhất của lao động trong quá trình tiến hóa của loài người là giúp|vai_trò quan_trọng nhất của lao_động trong quá_trình tiến_hóa của loài_người là giúp|C. con người tự cải biến, hoàn thiện bản thân cho phù hợp với môi trường.|con_người tự cải_biến hoàn_thiện bản_thân cho phù_hợp với môi_trường
Câu 26|A. Vượn cổ thành người tinh khôn.		B. Vượn cổ thành người tối cổ.C. Người tối cổ thành người hiện đại.	          D. Người tinh khôn thành người tối cổ.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Bước nhảy vọt thứ hai trong quá trình tiến hóa của loài người là chuyển từ|bước nhảy_vọt thứ hai trong quá_trình tiến_hóa của loài_người là chuyển từ|C. Người tối cổ thành người hiện đại.|người tối cổ thành người hiện_đại
Câu 27|A. biết sử dụng đồng thau để chế tạo công cụ lao động.B. biết và chủ động trong chế tạo công cụ lao động.C. có sự phát triển vượt bậc trong đời sống văn hóa, tinh thần.D. có sự phát triển vượt bậc về công cụ lao động, đời sống văn hóa, tinh thần.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Các nhà khảo cổ coi thời kì đá mới là một cuộc “cách mạng”, vì con người đã|các nhà khảo_cổ coi thời_kì đá mới là một cuộc “ cách_mạng ” vì con_người đã|D. có sự phát triển vượt bậc về công cụ lao động, đời sống văn hóa, tinh thần.|có sự phát_triển vượt_bậc về công_cụ lao_động đời_sống văn_hóa tinh_thần
Câu 28|A. Đã loại bỏ hết dấu tích vượn trên cơ thể.	B. Đã chế tạo lao và cung tên để săn bắn.C. Biết chế tạo đồ gốm.				D. Biết chế tác công cụ.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Một trong những bước tiến quan trọng của Người tối cổ so với loài vượn cổ là gì?|một trong những bước_tiến quan_trọng của người tối cổ so với loài vượn cổ là gì|D. Biết chế tác công cụ.|biết chế tác công_cụ
Câu 29|A. săn bắt, hái lượm sang săn bắn, hái lượm.  B. săn bắn, hái lượm sang trồng trọt và chăn nuôi.C. săn bắt sang săn bắn và chăn nuôi.	D. trồng trọn, chăn nuôi sang săn bắn, hái lượm.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. So với thời đá cũ, hoạt động kinh tế của con người trong thời kì đá mới có sự chuyển biến từ|so với thời đá cũ hoạt_động_kinh_tế của con_người trong thời_kì đá mới có sự chuyển_biến từ|B. săn bắn, hái lượm sang trồng trọt và chăn nuôi.|săn_bắn hái_lượm sang trồng_trọt và chăn_nuôi
Câu 30|A. Sự bình đẳng giữa các thành viên trong thị tộc.B. Sự hợp tác giữa các thành viên trong quá trình lao động.C. Sự hưởng thụ bằng nhau giữa các thành viên trong thị tộc.D. Mọi sinh hoạt và của cải đều được coi là của chung.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Tính cộng đồng trong thị tộc được biểu hiện rõ nét nhất ở yếu tố nào dưới đây?|tính cộng_đồng trong thị_tộc được biểu_hiện rõ nét nhất ở yếu_tố nào dưới đây|D. Mọi sinh hoạt và của cải đều được coi là của chung.|mọi sinh_hoạt và của_cải đều được coi là của chung
Câu 31|A. khai khẩn được đất hoang.			B. sản xuất đủ nuôi sống bản thân và gia đình.C. đưa năng suất laoa động tăng lên.	D. tạo ra sản phẩm thừa, làm biến đổi xã hội.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Kết quả lớn nhất của việc con người sử dụng công cụ bằng kim khí là|kết_quả lớn nhất của việc con_người sử_dụng công_cụ bằng kim_khí là|D. tạo ra sản phẩm thừa, làm biến đổi xã hội.|tạo ra sản_phẩm thừa làm biến_đổi xã_hội
Câu 32|A. Hợp tác lao động, ăn chung, làm chung.		B. Mọi của cải đều là của chung.C. Công bằng, bình đẳng là nguyên tắc vàng.		D. Con người sống theo bầy đàn.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Nội dung nào không phản ánh đúng tính cộng đồng của thị tộc thời nguyên thủy|nội_dung nào không phản_ánh đúng tính cộng_đồng của thị_tộc thời nguyên_thủy|D. Con người sống theo bầy đàn.|con_người sống theo bầy_đàn
Câu 33|A. Quan hệ cộng đồng bị phá vỡ.B. Xã hội phân chia thành hai giai cấp: thống trị và bị trị.C. Gia đình phụ hệ xuất hiện thay thế cho gia đình mẫu hệ.	D. Xã hội phân hóa kẻ giàu – người nghèo.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Nội dung nào không phản ánh đúng sự thay đổi trong xã hội nguyên thủy khi tư hữu xuất hiện?|nội_dung nào không phản_ánh đúng sự thay_đổi trong xã_hội nguyên thủy khi tư_hữu xuất_hiện|B. Xã hội phân chia thành hai giai cấp: thống trị và bị trị.|xã_hội phân_chia thành hai giai_cấp thống_trị và bị trị
Câu 34|A. quyết định mọi vấn đề trong xã hội.		B. bình đẳng với nam giới.C. thay nam giới săn bắn, hái lượm.			D. phục tùng nam giới.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Trong chế độ công xã thị tộc mẫu hệ, phụ nữ có vai trò|trong chế_độ công_xã thị_tộc mẫu_hệ phụ_nữ có vai_trò|A. quyết định mọi vấn đề trong xã hội.|quyết_định mọi vấn_đề trong xã_hội
Câu 1|A. Vua, quí tộc, nông dân công xã, nô lệ.	B. vua quan, nông dân công xã, tăng lữC. Nông dân, vua quan, nô lệ	D. Nô lệ, nông dân, tăng lữ|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Xã hội cổ đại phương Đông gồm những tầng lớp nào?|xã_hội cổ_đại phương đông gồm những tầng_lớp nào|A. Vua, quí tộc, nông dân công xã, nô lệ.|vua quí_tộc nông_dân_công_xã nô_lệ
Câu 2|A. Hàng hải.    B. Nông nghiệp. 	C. Thương nghiệp.    D. Thủ công nghiệp.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Nền kinh tế chủ yếu của các quốc gia cổ đại Phương Đông là:|nền kinh_tế chủ_yếu của các quốc_gia cổ_đại phương đông là|B. Nông nghiệp.|nông_nghiệp
Câu 3|A. Hình thành ven biển, nhiều đảo.B. Hình thành quanh các thung lũng lớn.C. Hình thành trên lưu vực các dòng sông lớn.D. Hình thành trên vùng cao nguyên rộng lớn.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Nhà nước phương Đông cổ đại ra đời dựa trên điều kiện tự nhiên nào?|nhà_nước phương đông cổ_đại ra_đời dựa trên điều_kiện tự_nhiên nào|C. Hình thành trên lưu vực các dòng sông lớn.|hình_thành trên lưu_vực các dòng sông lớn
Câu 4|A. Thiên niên kỉ I TCN.		B. Thiên niên kỉ II TCN.C. Thiên niên kỉ II- III TCN.	D. Thiên niên kỉ IV- III TCN.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Các quốc gia cổ đại Phương Đông hình thành vào thời gian nào?|các quốc_gia cổ_đại phương đông hình_thành vào thời_gian nào|D. Thiên niên kỉ IV- III TCN.|thiên_niên_kỉ iv iii tcn
Câu 5|A. Nông dân công xã	B. Tăng lữ	C. Nô lệ.	D. Nô tỳ|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: “ Là tầng lớp thấp nhất trong xã hội, họ chuyên làm các việc nặng nhọc và hầu hạ tầng lớp quý tộc”. Đây là tầng lớp nào ?|“ là tầng_lớp thấp nhất trong xã_hội họ chuyên làm các việc nặng_nhọc và hầu_hạ tầng_lớp quý_tộc ” đây là tầng_lớp nào|C. Nô lệ.|nô_lệ
Câu 6|A. TNK IV TCN.	B. TNK II TCN.	C. TNK III TCN.	D. TNK I TCN.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Thời gian ra đời chữ viết của cư dân cổ đại phương Đông?|thời_gian ra_đời chữ_viết của cư_dân cổ_đại phương đông|A. TNK IV TCN.B.|tnk iv tcnb
Câu 7|A. Cộng hòa quý tộc.		B. Dân chủ tư sản.C. Dân chủ chủ nô.		D. Chuyên chế cổ đại.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Thể chế chính trị cơ bản của Nhà nước phương Đông cổ đại là:|thể_chế chính_trị cơ_bản của nhà_nước phương đông cổ_đại là|D. Chuyên chế cổ đại.|chuyên_chế cổ_đại
Câu 8|A. 363 ngày.	B. 364 ngày.C. 365 ngày và ¼.	D. 365 ngày được chia thành 12 tháng.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Lịch của cư dân cổ đại Phương Đông đã tính được 1 năm có bao nhiêu ngày?|lịch của cư_dân cổ_đại phương đông đã tính được 1 năm có bao_nhiêu ngày|D. 365 ngày được chia thành 12 tháng.|365 ngày được chia thành 12 tháng
Câu 9|A. Rô-ma.	B. Ấn Độ.	C. Hy Lạp.	D. Lưỡng Hà.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Số 0, là thành tựu to lớn do cư dân nước nào tạo nên?|số 0 là thành_tựu to_lớn do cư_dân nước nào tạo nên|B. Ấn Độ.|ấn_độ
Câu 10|A. Kim tự tháp.    B. Thành Ba- bi-lon.    C. Khu đền tháp.   D. Đấu trường Rô ma.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Đâu không phải là công trình kiến trúc của cư dân cổ đại Phương Đông?|đâu không phải là công_trình kiến_trúc của cư_dân cổ_đại phương đông|D. Đấu trường Rô ma.|đấu_trường rô ma
Câu 11|A. Nông dân công xã.	B. Tăng lữ.	C. Nô lệ.	D. Nô tỳ.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Trong xã hội cổ đại Phương Đông, đây là tầng lớp đông đảo nhất, có vai trò to lớn trong sản xuất|trong xã_hội cổ_đại phương đông đây là tầng_lớp đông_đảo nhất có vai_trò to_lớn trong sản_xuất|A. Nông dân công xã.|nông_dân_công_xã
Câu 12|A. có vua nhưng quyền lực thuộc về Hội đồng 500.B. vua có quyền lực tối cao và tuyệt đối.C. vua thực chất là một lãnh chúa.			D. quyền lực thuộc về Viện nguyên lão.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|:  Nhà nước cổ đại phương Đông có đặc điểm :|nhà_nước cổ_đại phương đông có đặc_điểm|B. vua có quyền lực tối cao và tuyệt đối.|vua có quyền_lực tối_cao và tuyệt_đối
Câu 13|A. thương nghiệp và thủ công nghiệp.	B. sản xuất nông nghiệp và trị thủy.C. thương nghiệp và hàng hải.	D. kinh tế hàng hóa phát triển.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Lịch của cư dân phương Đông ra đời gắn liền với nhu cầu của các hoạt động nào?|lịch của cư_dân phương đông ra_đời gắn liền với nhu_cầu của các hoạt_động nào|B. sản xuất nông nghiệp và trị thủy.|sản_xuất nông_nghiệp và trị_thủy
Câu 14|A. các gia đình có quan hệ huyết thống.	B. vương quốc nhỏ.C. các thị tộc.		D. liên minh bộ lạc.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Ở phương Đông, xã hội có giai cấp và nhà nước hình thành từ|ở phương đông xã_hội có giai_cấp và nhà_nước hình_thành từ|D. liên minh bộ lạc.|liên_minh bộ_lạc
Câu 15|A. tích phân.	B. giải tích.	C. số học.	D. hình học.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Trong toán học, người Ai Cập họ rất giỏi về|trong toán_học người ai cập họ rất giỏi về|D. hình học.|hình_học
Câu 16|A. đất sét.	B. giấy Pa-py-rút.	C. lụa bạch.   D. mai rùa, thẻ tre.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|: Nguyên liệu để lưu giữ chữ viết của người Ai Cập cổ đại|nguyên_liệu để lưu_giữ chữ_viết của người ai cập cổ_đại|B. giấy Pa-py-rút.|giấy papyrút
Câu 17|Địa chủ và nông dân.                        B. Quý tộc với nông dân công xã.C.Quý tộc với nô lệ.                              D.Vua với nông dân công xã.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Mâu thuẫn cơ bản trong xã hội phương Đông cổ đại là mâu thuẫn giữa|mâu_thuẫn cơ_bản trong xã_hội phương đông cổ_đại là mâu_thuẫn giữa|B. Quý tộc với nông dân công xã.|quý_tộc với nông_dân_công_xã
Câu 18|A. Nhờ sử dụng công cụ bằng sắt sớm..B.Nhờ đồng bằng ven sông, đất  phù sa màu mỡ, mềm xốp.C.Nhờ nhân dân cần cù lao động.			D.Nhờ vùng này có nhiều lúa nước.|exam grade 10|ĐỀ CƯƠNG SỬ 10  CÓ ĐÁP ÁN ( 2020- 2021)|. Vì sao ngành nông nghiệp phát triển sớm nhất và có hiệu quả nhất ở các quốc gia cổ đại phương Đông?|vì_sao ngành nông_nghiệp phát_triển sớm nhất và có hiệu_quả nhất ở các quốc_gia cổ_đại phương đông|B.Nhờ đồng bằng ven sông, đất  phù sa màu mỡ, mềm xốp.|nhờ đồng_bằng ven sông đất phù_sa màu_mỡ mềm xốp
