question_name|answers|exam_type|title|raw_question|processed_question|raw_correct_answer|processed_correct_answer
Câu 17|A. Chiến tranh thế giới thứ hai đã kết thúc.B. Chiến tranh thế giới thứ hai mới bùng nổ.C. Chiến tranh thế giới thứ hai đang diễn ra quyết liệt.D. Chiến tranh thế giới thứ hai bước vào giai đoạn kết thúc.|exam grade 12|CÂU HO|. Hội nghị Ianta (2-1945) được triệu tập trong bối cảnh lịch sử nào dưới đây?|hội_nghị ianta 21945 được triệu_tập trong bối_cảnh lịch_sử nào dưới đây|D. Chiến tranh thế giới thứ hai bước vào giai đoạn kết thúc.|chiến_tranh thế_giới thứ hai bước vào giai_đoạn kết_thúc
Câu 18|A. Anh, Pháp, Mĩ và Liên Xô.B. Liên Xô, Mĩ, Canada và Pháp.C. Anh, Liên Xô, Trung Quốc và Mĩ.D. Anh, Pháp, Mĩ, Pháp, Anh và Canada.|exam grade 12|CÂU HO|. Theo quyết định của Hội nghị Ianta (2-1945), quân đội của những nước nào sẽ đóng quân ở Đức?|theo quyết_định của hội_nghị ianta 21945 quân_đội của những nước nào sẽ đóng quân ở đức|A. Anh, Pháp, Mĩ và Liên Xô.|anh pháp mĩ và liên_xô
Câu 19|A. Giải quyết các tranh chấp quốc tế bằng biện pháp hòa bình.B. Chung sống hòa bình với sự nhất trí của năm cường quốc.C. Không sử dụng vũ lực hoặc đe dọa dung vũ lực với nhau.D. Không can thiệp vào công việc nội bộ của các nước.|exam grade 12|CÂU HO|. Nội dung nào dưới đây không phải là nguyên tắc hoạt động của tổ chức Liên hợp quốc?|nội_dung nào dưới đây không phải là nguyên_tắc hoạt_động của tổ_chức liên_hợp quốc|C. Không sử dụng vũ lực hoặc đe dọa dung vũ lực với nhau.|không sử_dụng vũ_lực hoặc đe_dọa dung vũ_lực với nhau
Câu 20|A. Các nước Đồng minh đàm phán, ký kết các hiệp ước với các nước bại trận.B. Các nước phát xít Đức, Italia ký văn kiện đầu hàng Đồng minh vô điều kiện.C. Các nước Đồng minh thỏa thuận chia Đức thành hai nước Đông Đức và Tây Đức.D. Các nước Đồng minh thỏa thuận khu vực đóng quân và phân chia phạm vi ảnh hưởng.|exam grade 12|CÂU HO|. Nội dung nào dưới đây phản ánh đúng quyết định của Hội nghị Ianta (2-1945)?|nội_dung nào dưới đây phản_ánh đúng quyết_định của hội_nghị ianta 21945|D. Các nước Đồng minh thỏa thuận khu vực đóng quân và phân chia phạm vi ảnh hưởng.|các nước đồng_minh thỏa_thuận khu_vực đóng quân và phân_chia phạm_vi ảnh_hưởng
Câu 21|A. Các nước Đồng minh đàm phán, ký kết các hiệp ước với các nước bại trận.B. Các nước phát xít Đức, Italia ký văn kiện đầu hàng Đồng minh vô điều kiện.C. Các nước Đồng minh thỏa thuận chia Đức thành hai nước Đông Đức và Tây Đức.D. Các nước Đồng minh phân chia phạm vi ảnh hưởng và khu vực chiếm đóng ở các nước phát xít bại trận.|exam grade 12|CÂU HO|. Nội dung nào dưới đây phản ánh quyết định của Hội nghị Ianta (2-1945)?|nội_dung nào dưới đây phản_ánh quyết_định của hội_nghị ianta 21945|D. Các nước Đồng minh phân chia phạm vi ảnh hưởng và khu vực chiếm đóng ở các nước phát xít bại trận.|các nước đồng_minh phân_chia phạm_vi ảnh_hưởng và khu_vực chiếm_đóng ở các nước phát_xít bại_trận
Câu 22|A. Thể hiện là tổ chức quốc tế có vai trò quan trọng duy trì hòa bình an ninh thế giới.B. Góp phần hạn chế sự thao túng của chủ nghĩa tư bản ở tổ chức Liên hợp quốc.C. Tổ chức quốc tế quan trọng nhất trong đời sống chính trị quốc tế sau năm 1945.D. Khẳng định vai trò tối cao của 5 nước lớn trong tổ chức Liên hợp quốc.|exam grade 12|CÂU HO|. Việc Liên Xô là Ủy viên thường trực của Hội đồng Bảo an Liên hợp quốc có ý nghĩa như thế nào trong quan hệ quốc tế?|việc liên xô là ủy_viên thường_trực của hội_đồng bảo_an liên_hợp quốc có ý_nghĩa như thế_nào trong quan_hệ quốc_tế|B. Góp phần hạn chế sự thao túng của chủ nghĩa tư bản ở tổ chức Liên hợp quốc.|góp_phần hạn_chế sự thao_túng của chủ_nghĩa tư_bản ở tổ_chức liên_hợp quốc
Câu 23|A. Do cuộc đấu tranh vì độc lập tự do của người Đức.B. Do sự thỏa thuận của Anh, Mĩ, Liên Xô tại Hội nghị Ianta.C. Do âm mưu của Anh, Pháp, Mĩ nhằm chia cắt lâu dài nước Đức.D. Do chính sách phản động mà chủ nghĩa phát xít đã thi hành ở nước này.|exam grade 12|CÂU HO|. Nước Cộng hòa Liên bang Đức được thành lập vào tháng 9-1949 vì lí do nào dưới đây?|nước cộng_hòa liên_bang đức được thành_lập vào tháng 91949 vì lí_do nào dưới đây|C. Do âm mưu của Anh, Pháp, Mĩ nhằm chia cắt lâu dài nước Đức.|do âm_mưu của anh pháp mĩ nhằm chia_cắt lâu_dài nước đức
Câu 24|A. thành lập tổ chức Liên hợp quốc nhằm duy trì hòa bình và an ninh thế giới.B. thỏa thuận về việc đóng quân tại các nước nhằm giải giáp phát xít.C. phân chia thành quả chiến thắng giữa các nước thắng trận.D. Liên Xô sẽ tham chiến chống phát xít Nhật ở châu Á.|exam grade 12|CÂU HO|. Một trong những vấn đề cấp bách đòi hỏi các nước lớn phải giải quyết khi Chiến tranh thế giới thứ hai bước vào giai đoạn kết thúc là|một trong những vấn_đề cấp_bách đòi_hỏi các nước_lớn phải giải_quyết khi chiến_tranh thế_giới thứ hai bước vào giai_đoạn kết_thúc là|C. phân chia thành quả chiến thắng giữa các nước thắng trận.|phân_chia thành_quả chiến_thắng giữa các nước thắng trận
Câu 26|A. Thành lập tổ chức Liên hợp quốc.B. Nhanh chóng khắc phục hậu quả của chiến tranh.C. Thống nhất chung là tiêu diệt tận gốc chủ nghĩa phát xít.D. Thỏa thuận việc đóng quân tại các nước nhằm giải giáp phát xít.|exam grade 12|CÂU HO|. Nội dung nào dưới đây không phải là quyết định của Hội nghị Ianta (2 – 1945)?|nội_dung nào dưới đây không phải là quyết_định của hội_nghị ianta 2 – 1945|B. Nhanh chóng khắc phục hậu quả của chiến tranh.|nhanh_chóng khắc_phục hậu_quả của chiến_tranh
Câu 27|A. Hội nghị Ianta (2 – 1945).B. Nhật Bản đầu hàng Đồng minh.C. Tổ chức Liên hợp quốc được thành lập.D. Tuyên bố của Tổng thống Mĩ Truman (3 – 1947).|exam grade 12|CÂU HO|. Sự kiện nào dưới đây góp phần hình thành khuôn khổ trật tự thế giới mới sau Chiến tranh thế giới thứ hai?|sự_kiện nào dưới đây góp_phần hình_thành khuôn_khổ trật_tự thế_giới mới sau chiến_tranh thế_giới thứ hai|A. Hội nghị Ianta (2 – 1945).|hội_nghị ianta 2 – 1945
Câu 28|A. khắc phục hậu quả sau chiến tranh.B. duy trì hòa bình và an ninh thế giới.C. giúp đỡ các nước thành viên về kinh tế, văn hóa.D. giải quyết các tranh chấp bằng biện pháp hòa bình.|exam grade 12|CÂU HO|.  Mục đích hoạt động chủ yếu của tổ chức Liên hợp quốc là|mục_đích hoạt_động chủ_yếu của tổ_chức liên_hợp quốc là|B. duy trì hòa bình và an ninh thế giới.|duy_trì hòa bình và an_ninh thế_giới
Câu 29|A. Bình đẳng chủ quyền giữa các quốc gia và quyền tự quyết của các dân tộc.B. Không sử dụng vũ lực hoặc đe dọa bằng vũ lực đối với nhau.C. Hợp tác có hiệu quả trên lĩnh vực kinh tế, văn hóa, giáo dục.D. Thúc đẩy các mối quan hệ hữu nghị, hợp tác quốc tế.|exam grade 12|CÂU HO|. Nội dung nào sau đây là nguyên tắc hoạt động của tổ chức Liên hợp quốc?|nội_dung nào sau đây là nguyên_tắc hoạt_động của tổ_chức liên_hợp quốc|A. Bình đẳng chủ quyền giữa các quốc gia và quyền tự quyết của các dân tộc.|bình_đẳng chủ_quyền giữa các quốc_gia và quyền tự_quyết của các dân_tộc
Câu 30|A. Đại hội đồng.      B. Toà án quốc tế.     C. Hội đồng Bảo an.       D. Hội đồng quản thác.|exam grade 12|CÂU HO|. Cơ quan nào dưới đây giữ vai trò trọng yếu trong duy trì hòa bình và an ninh thế giới của tổ chức Liên hợp quốc?|cơ_quan nào dưới đây giữ vai_trò trọng_yếu trong duy_trì hòa bình và an_ninh thế_giới của tổ_chức liên_hợp quốc|C. Hội đồng Bảo an.|hội_đồng bảo_an
Câu 31|A. đã được các nước thành viên phê chuẩn.B. đã quy định bộ máy tổ chức của Liên hợp quốc.C. đề ra nguyên tắc hoạt động của tổ chức Liên hợp quốc.D. đã nêu rõ mục đích hoạt động của tổ chức Liên hợp quốc.|exam grade 12|CÂU HO|. Hiến chương được xem là văn kiện quan trọng nhất của tổ chức Liên hợp quốc vì|hiến_chương được xem là văn_kiện quan_trọng nhất của tổ_chức liên_hợp quốc vì|D. đã nêu rõ mục đích hoạt động của tổ chức Liên hợp quốc.|đã nêu rõ mục_đích hoạt_động của tổ_chức liên_hợp quốc
Câu 32|A. Thành lập tổ chức Liên hợp quốc.B. Nhanh chóng kết thúc chiến tranh.C. Giải quyết hậu quả của chiến tranh.D. Phân chia thành quả chiến thắng.|exam grade 12|CÂU HO|. Vấn đề nào dưới đây không phải là yêu cầu cấp bách đòi hỏi các nước lớn phải giải quyết khi Chiến tranh thế giới thứ hai bước vào giai đoạn kết thúc?|vấn_đề nào dưới đây không phải là yêu_cầu cấp_bách đòi_hỏi các nước_lớn phải giải_quyết khi chiến_tranh thế_giới thứ hai bước vào giai_đoạn kết_thúc|A. Thành lập tổ chức Liên hợp quốc.|thành_lập tổ_chức liên_hợp quốc
Câu 33|A. Sử dụng bom nguyên tử để tiêu diệt phát xít Nhật.B. Liên Xô sẽ vào giải giáp quân phiệt Nhật ở Bắc Triều Tiên.C. Hồng quân Liên Xô sẽ tấn công vào sào huyệt Béc-lin của Đức.D. Tiêu diệt tận gốc chủ nghĩa phát xít Đức và chủ nghĩa quân phiệt Nhật.|exam grade 12|CÂU HO|. Để nhanh chóng kết thúc Chiến tranh thế giới thứ hai, ba cường quốc Liên Xô, Mĩ, Anh đã thống nhất nội dung nào dưới đây?|để nhanh_chóng kết_thúc chiến_tranh thế_giới thứ hai ba cường_quốc liên xô mĩ anh đã thống_nhất nội_dung nào dưới đây|D. Tiêu diệt tận gốc chủ nghĩa phát xít Đức và chủ nghĩa quân phiệt Nhật.|tiêu_diệt tận gốc chủ_nghĩa phát_xít đức và chủ_nghĩa_quân_phiệt nhật
Câu 34|A. Những quyết định của Hội nghị Ianta và thỏa thuận sau đó của ba cường quốc.B. Những quyết định của các nước thường trực Hội đồng Bảo an Liên hợp quốc.C. Những thỏa thuận sau đó của ba cường quốc Liên Xô, Mĩ, Anh.D. Những quyết định của Hội nghị Pốtxđam.|exam grade 12|CÂU HO|. Trật tự hai cực Ianta được hình thành trên cơ sở nào dưới đây?|trật_tự hai cực ianta được hình_thành trên cơ_sở nào dưới đây|A. Những quyết định của Hội nghị Ianta và thỏa thuận sau đó của ba cường quốc.|những quyết_định của hội_nghị ianta và thỏa_thuận sau đó của ba cường_quốc
Câu 35|A. Liên Xô không được đưa quân đội vào Đông Dương.B. Quân Anh sẽ mở đường cho thực dân Pháp chiếm lại Đông Dương.C. Đông Nam Á vẫn thuộc phạm vi ảnh hưởng của các nước phương Tây.D. Đồng ý cho quân Trung Hoa Dân quốc và quân Anh vào Đông Dương.|exam grade 12|CÂU HO|. Quyết định nào dưới đây tại Hội nghị Ianta (2-1945) đã tạo điều kiện cho Pháp trở lại xâm lược Đông Dương?|quyết_định nào dưới đây tại hội_nghị ianta 21945 đã tạo điều_kiện cho pháp trở_lại xâm_lược đông_dương|C. Đông Nam Á vẫn thuộc phạm vi ảnh hưởng của các nước phương Tây.|đông nam á vẫn thuộc phạm_vi ảnh_hưởng của các nước phương tây
Câu 36|A. Liên Xô không được đưa quân đội vào Đông Dương.B. Quân Anh sẽ mở đường cho thực dân Pháp chiếm lại Đông Dương.C. Đông Nam Á vẫn thuộc phạm vi ảnh hưởng của các nước phương Tây.D. Đồng ý cho quân Trung Hoa Dân quốc và quân Anh vào Đông Dương.|exam grade 12|CÂU HO|. Quyết định nào dưới đây của Hội nghị Pốtxđam (7– 1945) tạo ra những khó khăn mới cho cách mạng Đông Dương sau Chiến tranh thế giới thứ hai?|quyết_định nào dưới đây của hội_nghị pốtxđam 7 – 1945 tạo ra những khó_khăn mới cho cách_mạng đông dương sau chiến_tranh thế_giới thứ hai|D. Đồng ý cho quân Trung Hoa Dân quốc và quân Anh vào Đông Dương.|đồng_ý cho quân trung hoa dân quốc và quân anh vào đông_dương
Câu 37|A. Quân Anh và quân Pháp.B. Quân Mĩ và quân Liên Xô.C. Quân Anh và quân Trung Hoa Dân quốc.D. Quân Mĩ và quân Trung Hoa Dân quốc.|exam grade 12|CÂU HO|. Theo quyết định của Hội nghị Pốtxđam (Đức), lực lượng nào sẽ vào giải giáp phát xít Nhật ở Đông Dương?|theo quyết_định của hội_nghị pốtxđam đức lực_lượng nào sẽ vào giải_giáp phát_xít nhật ở đông_dương|C. Quân Anh và quân Trung Hoa Dân quốc.|quân anh và quân trung hoa dân quốc
Câu 38|A. Liên hợp quốc (UN).B. Liên minh châu Âu (EU).C. Diễn đàn hợp tác Á – Âu (ASEM).D. Hiệp hội các quốc gia Đông Nam Á (ASEAN).|exam grade 12|CÂU HO|. Từ năm 1945 đến nay, tổ chức nào đã trở thành diễn đàn quốc tế vừa hợp tác vừa đấu tranh nhằm duy trì hòa bình và an ninh thế giới?|từ năm 1945 đến nay tổ_chức nào đã trở_thành diễn_đàn quốc_tế vừa hợp_tác vừa đấu_tranh nhằm duy_trì hòa bình và an_ninh thế_giới|A. Liên hợp quốc (UN).|liên_hợp quốc un
Câu 39|A. Đánh dấu trật tự thế giới mới được hình thành.B. Góp phần hình thành nên khuôn khổ của trật tự thế giới mới.C. Giải quyết được mâu thuẫn của ba cường quốc Liên Xô, Mĩ và Anh.D. Tạo điều kiện để giải quyết các tranh chấp quốc tế bằng biện pháp hòa bình.|exam grade 12|CÂU HO|. Những quyết định của Hội nghị Ianta (2-1945) đã tác động như thế nào đến quan hệ quốc tế sau Chiến tranh thế giới thứ hai?|những quyết_định của hội_nghị ianta 21945 đã tác_động như thế_nào đến quan_hệ quốc_tế sau chiến_tranh thế_giới thứ hai|B. Góp phần hình thành nên khuôn khổ của trật tự thế giới mới.|góp_phần hình_thành nên khuôn_khổ của trật_tự thế_giới mới
Câu 40|A. các nước có quan điểm khác nhau về việc nhanh chóng kết thúc chiến tranh.B. các nước muốn giành quyền lợi tương xứng với vai trò, địa vị của mình.C. các nước muốn tạo ra tình trạng đối đầu Đông-Tây.D. các nước muốn tổ chức lại thế giới sau chiến tranh.|exam grade 12|CÂU HO|. Hội nghị Ianta (2-1945) diễn ra căng thẳng, quyết liệt chủ yếu là do|hội_nghị ianta 21945 diễn ra căng_thẳng quyết_liệt chủ_yếu là do|B. các nước muốn giành quyền lợi tương xứng với vai trò, địa vị của mình.|các nước muốn giành quyền_lợi tương_xứng với vai_trò địa_vị của mình
Câu 41|A. phân chia khu vực chiếm đóng và phạm vi ảnh hưởng giữa các nước thắng trận.B. quan điểm khác nhau về tiêu diệt tận gốc chủ nghĩa phát xít.C. thành lập Liên hợp quốc để duy trì hòa bình an ninh thế giới.D. giải quyết hậu quả do Chiến tranh thế giới thứ hai để lại.|exam grade 12|CÂU HO|. Nội dung gây nhiều tranh cãi nhất giữa ba cường quốc Liên xô, Mỹ, Anh tại Hội nghị Ianta (2/1945) là|nội_dung gây nhiều tranh_cãi nhất giữa ba cường_quốc liên xô mỹ anh tại hội_nghị ianta 21945 là|A. phân chia khu vực chiếm đóng và phạm vi ảnh hưởng giữa các nước thắng trận.|phân_chia khu_vực chiếm_đóng và phạm_vi ảnh_hưởng giữa các nước thắng trận
Câu 42|A. Coi trọng việc giải quyết các tranh chấp quốc tế bằng biện pháp hòa bình.B. Đề cao việc tôn trọng toàn vẹn lãnh thổ và độc lập chính trị của các nước.C. Coi trọng việc không can thiệp vào công việc nội bộ của bất cứ nước nào.D. Đề cao sự nhất trí giữa năm nước lớn (Liên Xô, Mỹ, Anh, Pháp, Trung Quốc).|exam grade 12|CÂU HO|. Nhận xét nào dưới đây là đúng về hạn chế trong các nguyên tắc hoạt động của tổ chức Liên hợp quốc?|nhận_xét nào dưới đây là đúng về hạn_chế trong các nguyên_tắc hoạt_động của tổ_chức liên_hợp quốc|D. Đề cao sự nhất trí giữa năm nước lớn (Liên Xô, Mỹ, Anh, Pháp, Trung Quốc).|đề_cao sự nhất_trí giữa năm nước_lớn liên xô mỹ anh pháp trung_quốc
Câu 43|A. Dẫn đến sự hình thành trật tự thế giới “hai cực”.B. Dẫn đến tình hình thế giới chia thành hai phe.C. Dẫn đến hình thành trật tự thế giới “đa cực”.D. Dẫn đến tình trạng đối đầu Đông-Tây.|exam grade 12|CÂU HO|. Nội dung nào dưới đây không là hệ quả của những quyết định quan trọng trong Hội nghị Ianta (2-1945)?|nội_dung nào dưới đây không là hệ_quả của những quyết_định quan_trọng trong hội_nghị ianta 21945|C. Dẫn đến hình thành trật tự thế giới “đa cực”.|dẫn đến hình_thành trật_tự thế_giới “ đa cực ”
Câu 44|A. Pháp.B. Mĩ.C. Liên Xô.D. Anh.|exam grade 12|CÂU HO|. Theo thỏa thuận của các nước (1945) về việc đóng quân nhằm giải giáp phát xít, Việt Nam  vẫn thuộc phạm vi ảnh hưởng của |theo thỏa_thuận của các nước 1945 về việc đóng quân nhằm giải_giáp phát_xít việt_nam vẫn thuộc phạm_vi ảnh_hưởng của|A. Pháp.|pháp
Câu 45|A. Việt Nam tham gia tổ chức WTO (2007).B. Việt Nam gia nhập Liên hợp quốc (1977).C. Việt Nam trở thành thành viên thứ 7 của ASEAN (1995).D. Việt Nam tham gia vào Hội đồng tương trợ kinh tế SEV (1978).|exam grade 12|CÂU HO|. Sự kiện nào dưới đây mở ra bước ngoạt mới cho chính sách “đa phương hóa”, “đa dạng hóa” quan hệ đối ngoại của Việt Nam?|sự_kiện nào dưới đây mở ra bước ngoạt mới cho chính_sách “ đa_phương_hóa ” “ đa_dạng_hóa ” quan_hệ đối_ngoại của việt_nam|B. Việt Nam gia nhập Liên hợp quốc (1977).|việt nam gia_nhập liên_hợp quốc 1977
Câu 46|A. Thế giới bị chia thành hai cực, hai phe.B. Hệ thống chủ nghĩa xã hội được hình thành.C. Mĩ vươn lên trở thành siêu cường duy nhất.D. Phong trào giải phóng dân tộc phát triển mạnh mẽ.|exam grade 12|CÂU HO|. Đặc trưng lớn nhất của trật tự thế giới được hình thành sau Chiến tranh thế giới thứ hai là gì?|đặc_trưng lớn nhất của trật_tự thế_giới được hình_thành sau chiến_tranh thế_giới thứ hai là gì|A. Thế giới bị chia thành hai cực, hai phe.|thế_giới bị chia thành hai cực hai phe
Câu 47|A. Thực chất là phân chia phạm vi ảnh hưởng giữa Liên Xô và Anh.B. Thực chất là phân chia phạm vi ảnh hưởng giữa Mĩ và Liên Xô.C. Thực chất là hình thành trật tự thế giới “đơn cực”.D. Thực chất là hình thành trật tự thế giới “đa cực”.|exam grade 12|CÂU HO|. Nhận xét nào dưới đây là đúng về việc thỏa thuận đóng quân và phân chia phạm vi ảnh hưởng giữa ba cường quốc trong Hội nghị Ianta (2-1945)?|nhận_xét nào dưới đây là đúng về việc thỏa_thuận đóng quân và phân_chia phạm_vi ảnh_hưởng giữa ba cường_quốc trong hội_nghị ianta 21945|B. Thực chất là phân chia phạm vi ảnh hưởng giữa Mĩ và Liên Xô.|thực_chất là phân_chia phạm_vi ảnh_hưởng giữa mĩ và liên_xô
Câu 48|A. diễn đàn vừa hợp tác vừa đấu tranh nhằm duy trì hòa bình, an ninh thế giới.B. Liên hợp quốc góp phần ngăn chặn các đại dịch đe doạ sức khỏe loại người.C. thúc đẩy mối quan hệ giao lưu, hợp tác giữa các nước thành viên trên các lĩnh vực.D. bảo vệ các di sản trên thế giới, cứu trợ nhân đạo khi các thành viên gặp khó khăn.|exam grade 12|CÂU HO|. Vai trò chủ yếu của Liên hợp quốc trong việc giải quyết những biến động của tình hình thế giới hiện nay là|vai_trò chủ_yếu của liên_hợp quốc trong việc giải_quyết những biến_động của tình_hình_thế_giới hiện_nay là|A. diễn đàn vừa hợp tác vừa đấu tranh nhằm duy trì hòa bình, an ninh thế giới.|diễn_đàn vừa hợp_tác vừa đấu_tranh nhằm duy_trì hòa bình an_ninh thế_giới
Câu 49|A. Giải quyết các tranh chấp quốc tế bằng biện pháp hòa bình.B. Chung sống hòa bình và sự nhất trí của năm cường quốc.C. Không đe dọa vũ lực hoặc sử dụng vũ lực với nhau.D. Hợp tác có hiệu quả về kinh tế, văn hóa, giáo dục.|exam grade 12|CÂU HO|. Nguyên tắc hoạt động nào dưới đây của Liên hợp quốc được Đảng Cộng sản Việt Nam vận dụng để giải quyết vấn đề Biển Đông hiện nay? |nguyên_tắc hoạt_động nào dưới đây của liên_hợp quốc được đảng cộng_sản việt nam vận_dụng để giải_quyết vấn_đề biển đông hiện_nay|A. Giải quyết các tranh chấp quốc tế bằng biện pháp hòa bình.|giải_quyết các tranh_chấp quốc_tế bằng biện_pháp hòa_bình
